haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
A2ag1	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ah	16052.0	15676.4	16428.8	16.052	15.6764	16.4288	4	single_child_interpolation	NA	
A2ah2	10610.1	10610.1	10610.1	10.6101	10.6101	10.6101	2	rho_fallback_no_desc	NA	
A2ah2a		5305.1			5.3051	NA	2	single_child_interpolation	NA	
A2ah2a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ah2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ah2c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ai	11296.3	7937.1	14718.8	11.2963	7.9371	14.7188	4	rho_fallback_no_desc	NA	
A2ai1	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ai1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ai1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ai2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ai2^		3968.6			3.9686	NA	0	single_child_interpolation	NA	
A2ai4		3968.6			3.9686	NA	2	single_child_interpolation	NA	
A2ai4_16325	21102.8	18575.7	23659.1	21.1028	18.5757	23.6591	0	ancestor_only	NA	
A2aj	6995.0	5251.8	8756.9	6.995	5.2518	8.7569	3	rho_fallback_no_desc	NA	
A2aj'cq	20927.9	19050.6	22821.2	20.9279	19.0506	22.8212	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2aj'cq'cr	26773.2	24847.7	28714.0	26.7732	24.8477	28.7140	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2aj'cq'cr^	25790.9	23922.1	27674.3	25.7909	23.9221	27.6743	3	single_child_interpolation	low	ci_exceeds_ancestor
A2aj'cq^	23850.6	21949.2	25767.6	23.8506	21.9492	25.7676	3	single_child_interpolation	low	ci_exceeds_ancestor
A2aj1		2625.9			2.6259	NA	1	single_child_interpolation	NA	
A2aj1_16519	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2aj^	13961.5	12151.2	15789.0	13.9615	12.1512	15.7890	3	single_child_interpolation	NA	
A2aj_16189	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2ak	18061.2	14374.3	21814.6	18.0612	14.3743	21.8146	3	rho_fallback_no_desc	NA	
A2ak2	13370.5	13370.5	13370.5	13.3705	13.3705	13.3705	2	rho_fallback_no_desc	NA	
A2ak2a	7891.7	7891.7	7891.7	7.8917	7.8917	7.8917	2	rho_fallback_no_desc	NA	
A2ak2a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ak2a_16311	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2ak2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ak3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ak3a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ak3b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ak3c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ak3d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2al	17303.3	15091.3	19539.4	17.3033	15.0913	19.5394	5	rho_fallback_no_desc	NA	
A2al1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2al1'3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2al2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2al3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2am	8277.4	7522.2	9036.0	8.2774	7.5222	9.0360	7	rho_fallback_no_desc	NA	
A2am2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2am3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2am3^		3761.1			3.7611	NA	0	single_child_interpolation	NA	
A2am^	13982.0	12025.5	15963.8	13.982	12.0255	15.9637	7	single_child_interpolation	NA	
A2am_16291	19686.6	16528.7	22891.5	19.6866	16.5287	22.8915	0	ancestor_only	NA	
A2an	17432.2	10371.4		17.4322	10.3713	NA	2	single_child_interpolation	NA	
A2an1	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
A2an1^	12662.0	5185.7		12.662	5.1857	NA	1	single_child_interpolation	NA	
A2ao	16171.7	13004.8	19389.3	16.1717	13.0048	19.3893	3	rho_fallback_no_desc	NA	
A2ao1	12031.7	6502.4		12.0317	6.5024	NA	2	single_child_interpolation	NA	
A2ao1a	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ao4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ao5	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ao5a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ao5b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ao5c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ao5d	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ap	16171.7	11188.5	21281.8	16.1717	11.1885	21.2818	4	rho_fallback_no_desc	NA	
A2ap1	12445.8	6043.8	19076.3	12.4458	6.0438	19.0763	3	rho_fallback_no_desc	NA	
A2ap1b	12908.1	3021.9		12.9081	3.0219	NA	1	single_child_interpolation	NA	
A2ap1b1	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ap1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ap1d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ap2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ap2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ap2b		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2ap2b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ap3	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ap4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ap4a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ap4b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ap4c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2aq		7998.6			7.9985	NA	2	single_child_interpolation	NA	
"A2aq""ix"	20927.9	15997.1	25971.4	20.9279	15.9971	25.9714	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2aq1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2as	14203.9	13018.7	15398.2	14.2039	13.0187	15.3982	11	single_child_interpolation	NA	
A2as1	11724.7	9810.4	13664.0	11.7247	9.8104	13.6640	11	single_child_interpolation	NA	
A2as1a	9136.7	6879.2	11427.6	9.1367	6.8792	11.4276	2	single_child_interpolation	NA	
A2as1a1	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
A2au		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2au1		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2au1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2au2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2au3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2au4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2av		10371.4			10.3713	NA	0	single_child_interpolation	NA	
A2av3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ax	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ax1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ax1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ax1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ax3	10631.1	0.0		10.6311	0.0000	NA	1	single_child_interpolation	NA	
A2ax3a		0.0			0.0000	NA	1	single_child_interpolation	NA	
A2ax3a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ay		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2az		10371.4			10.3713	NA	0	single_child_interpolation	NA	
A2az3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2az3a		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2az3a1		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2az3a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2az3b		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2az3b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2b	14625.4	13662.1	15594.0	14.6254	13.6621	15.5940	22	single_child_interpolation	NA	
A2b1	7756.9	6581.5	8940.5	7.7569	6.5815	8.9405	20	rho_direct	NA	
A2b1_709	7756.9	6581.5	8940.5	7.7569	6.5815	8.9405	0	ancestor_only	NA	
A2b1a	6103.3	4369.6	7855.7	6.1033	4.3696	7.8557	3	rho_fallback_no_desc	NA	
A2b1b	6486.6	3290.8		6.4867	3.2908	NA	1	single_child_interpolation	NA	
A2b1b1	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
A2b1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2b1d		3290.8			3.2908	NA	1	single_child_interpolation	NA	
A2b1d1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2b1e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2b1f	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
A2bb		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bb'gm		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bc		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bc'br		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bc1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bc2		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2bc2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bc3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bd		10371.4			10.3713	NA	0	single_child_interpolation	NA	
A2bd3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bd3a		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2bd3a1		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2bd3a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bd3b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bd3b'c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bd3b_c_3999	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2bd3c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2be		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2be1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2be2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bf	16171.7	0.0		16.1717	0.0000	NA	1	rho_fallback_no_desc	NA	
A2bf1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bf1_152	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2bf1a		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2bf1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bf2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bf_6221	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2bg		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bg2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bg_16192	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2bh	16171.7	0.0		16.1717	0.0000	NA	1	rho_fallback_no_desc	NA	
A2bh1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
"A2bh1""10"		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
"A2bh1""9"		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bh10		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bh2		0.0			0.0000	NA	1	single_child_interpolation	NA	
A2bh2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bh4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bh5		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2bh5_146	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2bh6		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2bh6a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bh7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bh8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bh9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bi	21891.8	0.0		21.8918	0.0000	NA	1	rho_fallback_no_desc	NA	
A2bp	19012.5	0.0		19.0125	0.0000	NA	1	rho_fallback_no_desc	NA	
A2bp1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bp2	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
A2bq		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bq'go	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
A2bq2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bq3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bq4		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2bq4a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2br		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bs		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bs'jp		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bt		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bt'bu		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bt1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bt2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bu		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bv	24808.6	0.0		24.8086	0.0000	NA	1	rho_fallback_no_desc	NA	
A2bv2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bv2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bv2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bv3	20490.2	0.0		20.4901	0.0000	NA	1	single_child_interpolation	NA	
A2bv3a	16171.7	0.0		16.1717	0.0000	NA	1	rho_fallback_no_desc	NA	
A2bv^	23151.2	10371.4		23.1513	10.3713	NA	1	single_child_interpolation	NA	
A2bw		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bw'hr		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bx		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bx1		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2bx1a		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2bx1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2bx2		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2bx2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2by		5185.7			5.1857	NA	0	single_child_interpolation	NA	
A2by1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2by^		10371.4			10.3713	NA	0	single_child_interpolation	NA	
A2bz		0.0			0.0000	NA	1	single_child_interpolation	NA	
A2bz'dg'hh	19012.5	0.0		19.0125	0.0000	NA	1	rho_fallback_no_desc	NA	
A2bz2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c	17587.2	14822.1	20389.8	17.5872	14.8221	20.3898	2	rho_fallback_no_desc	NA	
A2c1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c10		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c11	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
A2c12		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c13		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c14		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c15		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c16		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c2		0.0			0.0000	NA	0	single_child_interpolation	NA	
"A2c2""16"	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
A2c2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c3a		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2c3a_16278	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2c3b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c4	14098.7	7411.1		14.0987	7.4111	NA	1	single_child_interpolation	NA	
A2c4a	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
A2c5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c6		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2c6_16092	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2c7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c7_16519	21493.9	20742.7	22247.5	21.4939	20.7427	22.2475	0	ancestor_only	NA	
A2c7a		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2c7a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2c9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ca	7891.7	7891.7	7891.7	7.8917	7.8917	7.8917	2	rho_fallback_no_desc	NA	
A2ca'q1	23345.6	13029.0	34145.7	23.3456	13.0290	34.1457	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2cb		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2cb'cc		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cb1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cc		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cd		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cd1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cd2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ce	35295.5	26457.8	44414.1	35.2955	26.4578	44.4141	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2ce1	27761.5	0.0		27.7615	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ce1^	31528.5	13228.9		31.5285	13.2289	NA	2	single_child_interpolation	NA	
A2ce1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ce1a^		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2ce1b	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ce2		13228.9			13.2289	NA	0	single_child_interpolation	NA	
A2ce2a		6614.4			6.6144	NA	0	single_child_interpolation	NA	
A2ce2a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cg		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ch		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ch^		10371.4			10.3713	NA	0	single_child_interpolation	NA	
A2ci		10371.4			10.3713	NA	0	single_child_interpolation	NA	
A2ci1		5185.7			5.1857	NA	0	single_child_interpolation	NA	
A2ci1a		2592.8			2.5928	NA	0	single_child_interpolation	NA	
A2ci1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cj		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cj^		10371.4			10.3713	NA	0	single_child_interpolation	NA	
A2cl		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2cl'cm		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cl1		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2cl1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cm		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2cm1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cn	7891.7	4867.6	10971.0	7.8917	4.8676	10.9710	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2co	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
A2cp		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cp^		5185.7			5.1857	NA	0	single_child_interpolation	NA	
A2cp^^		10371.4			10.3713	NA	0	single_child_interpolation	NA	
A2cq		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cr		12423.9			12.4238	NA	0	single_child_interpolation	NA	
A2cr1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cs		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2ct		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cu	24808.6	0.0		24.8086	0.0000	NA	1	rho_fallback_no_desc	NA	
A2cu1		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2cu1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cu2	21891.8	0.0		21.8918	0.0000	NA	1	rho_fallback_no_desc	NA	
A2cu2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cu2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cu2c	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
A2cu3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cu3a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cu3b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cu4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cv		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cv1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cv2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cw	19012.5	0.0		19.0125	0.0000	NA	1	rho_fallback_no_desc	NA	
A2cw1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cw2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cw2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cw2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cw3	16171.7	0.0		16.1717	0.0000	NA	1	rho_fallback_no_desc	NA	
A2cw3a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cw3b	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
A2cw3b1	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
A2cw3b2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cy	15608.2	12925.5	18327.7	15.6082	12.9255	18.3277	5	rho_fallback_no_desc	NA	
A2cy1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cy2		6462.8			6.4627	NA	0	single_child_interpolation	NA	
A2cy2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cy3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cz		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2cz^		10371.4			10.3713	NA	1	single_child_interpolation	NA	
A2d	17696.5	14071.9	21385.7	17.6965	14.0719	21.3857	13	rho_direct	NA	
A2d+466	16934.1	7035.9		16.9341	7.0359	NA	1	single_child_interpolation	NA	
A2d1	14766.0	13187.6	16357.4	14.766	13.1876	16.3574	4	rho_fallback_no_desc	NA	
A2d13	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
A2d13'14	16171.7	0.0		16.1717	0.0000	NA	1	rho_fallback_no_desc	NA	
A2d14		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2d14a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d15		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d16		3518.0			3.5180	NA	0	single_child_interpolation	NA	
A2d16^		7035.9			7.0359	NA	0	single_child_interpolation	NA	
A2d16a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d17		7035.9			7.0359	NA	0	single_child_interpolation	NA	
A2d17a		3518.0			3.5180	NA	0	single_child_interpolation	NA	
A2d17a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1a	9245.6	6602.1	11929.9	9.2456	6.6021	11.9299	2	rho_fallback_no_desc	NA	
A2d1a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1a3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1a4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1a^	12005.8	9894.9	14143.6	12.0058	9.8948	14.1436	2	single_child_interpolation	NA	
A2d1d		6593.8			6.5938	NA	1	single_child_interpolation	NA	
A2d1d1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1d1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1d1a1		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2d1d1a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1d1a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1d1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1d1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1d1d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d1f	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
A2d1g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d2	11985.1	9299.9	14710.0	11.9851	9.2999	14.7100	2	rho_fallback_no_desc	NA	
A2d2a		4649.9			4.6499	NA	1	single_child_interpolation	NA	
A2d2a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d2b	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
A2d3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d3a		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2d3a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d3b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d3c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d3d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d4		7035.9			7.0359	NA	1	single_child_interpolation	NA	
A2d4a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d5a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d5a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A2d5a_195	17696.5	14071.9	21385.7	17.6965	14.0719	21.3857	0	ancestor_only	NA	
A2d5b		0.0			0.0000	NA	0	single_child_interpolation	NA	
A2d5b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
