Category	Group	Window Type	Time Window	Window Start (Years)	Window End (Years)	Feature	Median	Lower 95% HPD	Upper 95% HPD	Directional Posterior Probability	Probability Statement	Reliable Window Coverage	Usable	At Window Boundary
Central Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Net Change in Log Effective Population Size	0.00595	-0.04705	0.05435	0.590	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Mean Rate of Change	0.00001	-0.00012	0.00014	0.590	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Fluctuation Amplitude	0.02607	0.00170	0.07039			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Expansion	9000.00000	9000.00000	9400.00000	0.785	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Maximum Expansion Rate	0.10539	-0.12354	0.44726	0.785	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Contraction	9300.00000	9000.00000	9400.00000	0.660	A contraction occurs within the window	1.000	Yes	No
Central Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Maximum Contraction Rate	-0.03928	-0.33250	0.21805	0.660	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	9000-9500 Years	9000	9500	Mean Log Effective Population Size	9.67875	9.00700	10.50600			1.000	Yes	
North China	Northern Lowland	Time Bin	9000-9500 Years	9000	9500	Net Change in Log Effective Population Size	0.03085	-0.26537	0.24844	0.590	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Bin	9000-9500 Years	9000	9500	Mean Rate of Change	0.00008	-0.00066	0.00062	0.590	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Bin	9000-9500 Years	9000	9500	Fluctuation Amplitude	0.09181	0.01007	0.27526			1.000	Yes	
North China	Northern Lowland	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Expansion	9400.00000	9000.00000	9400.00000	0.800	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	9000-9500 Years	9000	9500	Maximum Expansion Rate	0.20005	-0.42934	0.67068	0.800	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Contraction	9000.00000	9000.00000	9400.00000	0.630	A contraction occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	9000-9500 Years	9000	9500	Maximum Contraction Rate	-0.07694	-0.83064	0.31844	0.630	A contraction occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Mean Log Effective Population Size	9.54403	9.16482	10.10255			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Net Change in Log Effective Population Size	-0.04723	-0.23867	0.14170	0.335	Net increase over the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Mean Rate of Change	-0.00012	-0.00060	0.00035	0.335	Positive mean rate of change	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Fluctuation Amplitude	0.08390	0.00494	0.22498			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Expansion	9000.00000	9000.00000	9400.00000	0.480	An expansion occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Maximum Expansion Rate	-0.00972	-0.34762	0.37555	0.480	An expansion occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Contraction	9400.00000	9000.00000	9400.00000	0.805	A contraction occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Maximum Contraction Rate	-0.20805	-0.75197	0.20744	0.805	A contraction occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Mean Log Effective Population Size	8.45241	7.76938	9.18625			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Net Change in Log Effective Population Size	0.00366	-0.08507	0.10262	0.540	Net increase over the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Mean Rate of Change	0.00001	-0.00021	0.00026	0.540	Positive mean rate of change	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Fluctuation Amplitude	0.02596	0.00126	0.10407			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Expansion	9400.00000	9000.00000	9400.00000	0.865	An expansion occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Maximum Expansion Rate	0.12726	-0.17405	0.45663	0.865	An expansion occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Contraction	9200.00000	9000.00000	9400.00000	0.595	A contraction occurs within the window	1.000	Yes	No
Panxi and Liangshan	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Maximum Contraction Rate	-0.03486	-0.34866	0.25775	0.595	A contraction occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9000-9500 Years	9000	9500	Mean Log Effective Population Size	8.90228	8.40880	9.63826			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9000-9500 Years	9000	9500	Net Change in Log Effective Population Size	-0.00442	-0.21429	0.27597	0.485	Net increase over the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9000-9500 Years	9000	9500	Mean Rate of Change	-0.00001	-0.00054	0.00069	0.485	Positive mean rate of change	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9000-9500 Years	9000	9500	Fluctuation Amplitude	0.07985	0.00450	0.26995			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Expansion	9000.00000	9000.00000	9400.00000	0.535	An expansion occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	9000-9500 Years	9000	9500	Maximum Expansion Rate	0.01692	-0.43245	0.54163	0.535	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Contraction	9400.00000	9000.00000	9400.00000	0.710	A contraction occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	9000-9500 Years	9000	9500	Maximum Contraction Rate	-0.15098	-0.56314	0.36944	0.710	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Mean Log Effective Population Size	9.88487	9.37348	10.52981			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Net Change in Log Effective Population Size	-0.47705	-1.18133	0.30208	0.140	Net increase over the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Mean Rate of Change	-0.00119	-0.00295	0.00076	0.140	Positive mean rate of change	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Fluctuation Amplitude	0.48912	0.06466	1.13295			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Expansion	9400.00000	9000.00000	9400.00000	0.300	An expansion occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Maximum Expansion Rate	-0.22242	-1.11796	0.62038	0.300	An expansion occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Contraction	9200.00000	9000.00000	9400.00000	0.860	A contraction occurs within the window	1.000	Yes	No
Sichuan Basin	Sichuan Region	Time Bin	9000-9500 Years	9000	9500	Maximum Contraction Rate	-0.55600	-1.45868	0.17018	0.860	A contraction occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Mean Log Effective Population Size	9.90111	9.33938	10.56630			1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Net Change in Log Effective Population Size	-0.54806	-1.12644	0.01847	0.035	Net increase over the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Mean Rate of Change	-0.00137	-0.00282	0.00005	0.035	Positive mean rate of change	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Fluctuation Amplitude	0.54806	0.07293	1.08640			1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Expansion	9000.00000	9000.00000	9400.00000	0.140	An expansion occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Maximum Expansion Rate	-0.49324	-1.33207	0.57120	0.140	An expansion occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Contraction	9400.00000	9000.00000	9400.00000	0.970	A contraction occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Bin	9000-9500 Years	9000	9500	Maximum Contraction Rate	-0.95523	-1.94578	-0.03093	0.970	A contraction occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	9000-9500 Years	9000	9500	Mean Log Effective Population Size	8.70468	8.09859	9.43694			1.000	Yes	
Western Highland	Highland	Time Bin	9000-9500 Years	9000	9500	Net Change in Log Effective Population Size	-0.01397	-0.24898	0.26409	0.455	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Bin	9000-9500 Years	9000	9500	Mean Rate of Change	-0.00003	-0.00062	0.00066	0.455	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Bin	9000-9500 Years	9000	9500	Fluctuation Amplitude	0.08876	0.00393	0.26409			1.000	Yes	
Western Highland	Highland	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Expansion	9000.00000	9000.00000	9400.00000	0.535	An expansion occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	9000-9500 Years	9000	9500	Maximum Expansion Rate	0.01295	-0.45809	0.55154	0.535	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	9000-9500 Years	9000	9500	Time of Maximum Contraction	9400.00000	9000.00000	9400.00000	0.750	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	9000-9500 Years	9000	9500	Maximum Contraction Rate	-0.14613	-0.61581	0.28850	0.750	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Mean Log Effective Population Size	8.64467	8.16293	9.19553			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Net Change in Log Effective Population Size	0.02530	-0.22787	0.33814	0.575	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Mean Rate of Change	0.00006	-0.00057	0.00085	0.575	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Fluctuation Amplitude	0.09074	0.00084	0.30936			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Expansion	9800.00000	9600.00000	10000.00000	0.580	An expansion occurs within the window	1.000	Yes	No
Central Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Maximum Expansion Rate	0.04825	-0.35311	0.57849	0.580	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Contraction	9800.00000	9600.00000	10000.00000	0.455	A contraction occurs within the window	1.000	Yes	No
Central Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Maximum Contraction Rate	0.03018	-0.39987	0.50477	0.455	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	9500-10000 Years	9500	10000	Mean Log Effective Population Size	9.52055	9.04786	10.32558			1.000	Yes	
North China	Northern Lowland	Time Bin	9500-10000 Years	9500	10000	Net Change in Log Effective Population Size	0.11596	-0.42831	0.56526	0.705	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Bin	9500-10000 Years	9500	10000	Mean Rate of Change	0.00029	-0.00107	0.00141	0.705	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Bin	9500-10000 Years	9500	10000	Fluctuation Amplitude	0.16633	0.00823	0.53202			1.000	Yes	
North China	Northern Lowland	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Expansion	9600.00000	9600.00000	10000.00000	0.830	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	9500-10000 Years	9500	10000	Maximum Expansion Rate	0.27187	-0.20468	1.17745	0.830	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Contraction	10000.00000	9600.00000	10000.00000	0.420	A contraction occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	9500-10000 Years	9500	10000	Maximum Contraction Rate	0.05110	-0.52515	0.72663	0.420	A contraction occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Mean Log Effective Population Size	9.66165	9.28542	10.05854			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Net Change in Log Effective Population Size	-0.07037	-0.55427	0.35949	0.360	Net increase over the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Mean Rate of Change	-0.00018	-0.00139	0.00090	0.360	Positive mean rate of change	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Fluctuation Amplitude	0.15353	0.00420	0.55170			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Expansion	9600.00000	9600.00000	10000.00000	0.380	An expansion occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Maximum Expansion Rate	-0.11840	-0.90508	0.51123	0.380	An expansion occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Contraction	10000.00000	9600.00000	10000.00000	0.805	A contraction occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Maximum Contraction Rate	-0.26102	-1.01930	0.34564	0.805	A contraction occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Mean Log Effective Population Size	8.40947	7.91653	8.86626			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Net Change in Log Effective Population Size	0.04835	-0.41889	0.41048	0.610	Net increase over the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Mean Rate of Change	0.00012	-0.00105	0.00103	0.610	Positive mean rate of change	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Fluctuation Amplitude	0.12205	0.00091	0.41889			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Expansion	9800.00000	9600.00000	9800.00000	0.610	An expansion occurs within the window	1.000	Yes	No
Panxi and Liangshan	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Maximum Expansion Rate	0.08638	-0.66541	0.73334	0.610	An expansion occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Contraction	9600.00000	9600.00000	9800.00000	0.390	A contraction occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Maximum Contraction Rate	0.07680	-0.61560	0.77254	0.390	A contraction occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9500-10000 Years	9500	10000	Mean Log Effective Population Size	8.98527	8.46289	9.53073			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9500-10000 Years	9500	10000	Net Change in Log Effective Population Size	-0.06277	-0.52178	0.23759	0.325	Net increase over the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9500-10000 Years	9500	10000	Mean Rate of Change	-0.00016	-0.00130	0.00059	0.325	Positive mean rate of change	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9500-10000 Years	9500	10000	Fluctuation Amplitude	0.13006	0.00703	0.45413			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Expansion	9600.00000	9600.00000	10000.00000	0.330	An expansion occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	9500-10000 Years	9500	10000	Maximum Expansion Rate	-0.09273	-0.73989	0.35807	0.330	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Contraction	10000.00000	9600.00000	10000.00000	0.790	A contraction occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	9500-10000 Years	9500	10000	Maximum Contraction Rate	-0.19783	-0.89364	0.28714	0.790	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Mean Log Effective Population Size	10.23190	9.49622	11.18597			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Net Change in Log Effective Population Size	0.09956	-0.48639	0.68155	0.610	Net increase over the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Mean Rate of Change	0.00025	-0.00122	0.00170	0.610	Positive mean rate of change	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Fluctuation Amplitude	0.26912	0.05228	0.68155			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Expansion	10000.00000	9600.00000	10000.00000	0.925	An expansion occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Maximum Expansion Rate	0.57779	-0.14656	1.24817	0.925	An expansion occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Contraction	9600.00000	9600.00000	9800.00000	0.630	A contraction occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	9500-10000 Years	9500	10000	Maximum Contraction Rate	-0.16544	-1.06056	0.55455	0.630	A contraction occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Mean Log Effective Population Size	10.69301	9.68563	11.76379			0.333	No	
Southern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Net Change in Log Effective Population Size	-0.30764	-1.08097	0.47878	0.205	Net increase over the window	0.333	No	
Southern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Mean Rate of Change	-0.00077	-0.00270	0.00120	0.205	Positive mean rate of change	0.333	No	
Southern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Fluctuation Amplitude	0.36300	0.02121	0.95113			0.333	No	
Southern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Expansion	10000.00000	10000.00000	10000.00000	0.875	An expansion occurs within the window	0.333	No	Yes
Southern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Maximum Expansion Rate	0.34386	-0.43530	1.09056	0.875	An expansion occurs within the window	0.333	No	
Southern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Contraction	9600.00000	9600.00000	9600.00000	0.895	A contraction occurs within the window	0.333	No	Yes
Southern Segment	Corridor Segment	Time Bin	9500-10000 Years	9500	10000	Maximum Contraction Rate	-0.74669	-2.07176	0.31930	0.895	A contraction occurs within the window	0.333	No	
Western Highland	Highland	Time Bin	9500-10000 Years	9500	10000	Mean Log Effective Population Size	8.78190	8.18285	9.35546			1.000	Yes	
Western Highland	Highland	Time Bin	9500-10000 Years	9500	10000	Net Change in Log Effective Population Size	-0.04909	-0.58063	0.29996	0.395	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Bin	9500-10000 Years	9500	10000	Mean Rate of Change	-0.00012	-0.00145	0.00075	0.395	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Bin	9500-10000 Years	9500	10000	Fluctuation Amplitude	0.11644	0.00304	0.49125			1.000	Yes	
Western Highland	Highland	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Expansion	9600.00000	9600.00000	10000.00000	0.365	An expansion occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	9500-10000 Years	9500	10000	Maximum Expansion Rate	-0.09694	-0.71864	0.52000	0.365	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	9500-10000 Years	9500	10000	Time of Maximum Contraction	10000.00000	9600.00000	10000.00000	0.755	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	9500-10000 Years	9500	10000	Maximum Contraction Rate	-0.17932	-0.89922	0.46715	0.755	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Mean Log Effective Population Size	8.61530	8.09371	9.25213			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Net Change in Log Effective Population Size	0.02151	-0.19646	0.28649	0.605	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Mean Rate of Change	0.00005	-0.00049	0.00072	0.605	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Fluctuation Amplitude	0.07773	0.00148	0.26947			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Expansion	10000.00000	10000.00000	10400.00000	0.620	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Maximum Expansion Rate	0.07814	-0.27649	0.55426	0.620	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Contraction	10400.00000	10000.00000	10400.00000	0.545	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Maximum Contraction Rate	-0.02820	-0.39850	0.34952	0.545	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	10000-10500 Years	10000	10500	Mean Log Effective Population Size	9.44141	9.02708	10.16865			1.000	Yes	
North China	Northern Lowland	Time Bin	10000-10500 Years	10000	10500	Net Change in Log Effective Population Size	0.03363	-0.27566	0.51537	0.550	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Bin	10000-10500 Years	10000	10500	Mean Rate of Change	0.00008	-0.00069	0.00129	0.550	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Bin	10000-10500 Years	10000	10500	Fluctuation Amplitude	0.13110	0.01299	0.49698			1.000	Yes	
North China	Northern Lowland	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Expansion	10000.00000	10000.00000	10400.00000	0.745	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	10000-10500 Years	10000	10500	Maximum Expansion Rate	0.17187	-0.37066	1.14953	0.745	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Contraction	10400.00000	10000.00000	10400.00000	0.565	A contraction occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	10000-10500 Years	10000	10500	Maximum Contraction Rate	-0.06155	-0.59266	0.81081	0.565	A contraction occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Mean Log Effective Population Size	9.74620	9.28296	10.37168			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Net Change in Log Effective Population Size	-0.11506	-0.49134	0.12871	0.190	Net increase over the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Mean Rate of Change	-0.00029	-0.00123	0.00032	0.190	Positive mean rate of change	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Fluctuation Amplitude	0.12875	0.00852	0.39288			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Expansion	10400.00000	10000.00000	10400.00000	0.335	An expansion occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Maximum Expansion Rate	-0.14231	-0.73713	0.45010	0.335	An expansion occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Contraction	10200.00000	10000.00000	10400.00000	0.885	A contraction occurs within the window	1.000	Yes	No
Northern Segment	Corridor Segment	Time Bin	10000-10500 Years	10000	10500	Maximum Contraction Rate	-0.31579	-1.11258	0.17796	0.885	A contraction occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Mean Log Effective Population Size	8.35704	7.80630	8.97870			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Net Change in Log Effective Population Size	0.04375	-0.35730	0.34018	0.610	Net increase over the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Mean Rate of Change	0.00011	-0.00089	0.00085	0.610	Positive mean rate of change	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Fluctuation Amplitude	0.10432	0.00091	0.35311			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Expansion	10000.00000	10000.00000	10400.00000	0.625	An expansion occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Maximum Expansion Rate	0.08638	-0.50963	0.73334	0.625	An expansion occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Time of Maximum Contraction	10400.00000	10000.00000	10400.00000	0.410	A contraction occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	10000-10500 Years	10000	10500	Maximum Contraction Rate	0.05146	-0.59273	0.58030	0.410	A contraction occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10000-10500 Years	10000	10500	Mean Log Effective Population Size	9.10247	8.45786	9.62637			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10000-10500 Years	10000	10500	Net Change in Log Effective Population Size	-0.08713	-0.42370	0.14292	0.245	Net increase over the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	10000-10500 Years	10000	10500	Mean Rate of Change	-0.00022	-0.00106	0.00036	0.245	Positive mean rate of change	1.000	Yes	
