Category	Group	Window Type	Time Window	Window Start (Years)	Window End (Years)	Feature	Median	Lower 95% HPD	Upper 95% HPD	Directional Posterior Probability	Probability Statement	Reliable Window Coverage	Usable	At Window Boundary
Panxi and Liangshan	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Contraction	4000.00000	4000.00000	4000.00000	0.695	A contraction occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Maximum Contraction Rate	-0.08219	-0.37012	0.11667	0.695	A contraction occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4000-4500 Years	4000	4500	Mean Log Effective Population Size	9.13418	8.81913	9.51002			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4000-4500 Years	4000	4500	Net Change in Log Effective Population Size	-0.06184	-0.29394	0.09833	0.235	Net increase over the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4000-4500 Years	4000	4500	Mean Rate of Change	-0.00015	-0.00073	0.00025	0.235	Positive mean rate of change	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4000-4500 Years	4000	4500	Fluctuation Amplitude	0.07032	0.00332	0.27606			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Expansion	4400.00000	4000.00000	4400.00000	0.495	An expansion occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	4000-4500 Years	4000	4500	Maximum Expansion Rate	-0.00056	-0.32147	0.22606	0.495	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Contraction	4000.00000	4000.00000	4400.00000	0.775	A contraction occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	4000-4500 Years	4000	4500	Maximum Contraction Rate	-0.13628	-0.57648	0.16594	0.775	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Mean Log Effective Population Size	11.20504	10.75116	11.96345			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Net Change in Log Effective Population Size	-0.41651	-0.67022	-0.17312	0.000	Net increase over the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Mean Rate of Change	-0.00104	-0.00168	-0.00043	0.000	Positive mean rate of change	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Fluctuation Amplitude	0.41651	0.17312	0.67022			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Expansion	4400.00000	4400.00000	4400.00000	0.350	An expansion occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Maximum Expansion Rate	-0.07295	-0.46740	0.30485	0.350	An expansion occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Contraction	4000.00000	4000.00000	4200.00000	1.000	A contraction occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	4000-4500 Years	4000	4500	Maximum Contraction Rate	-0.60634	-1.02146	-0.25392	1.000	A contraction occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Mean Log Effective Population Size	10.73504	10.19733	11.75950			1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Net Change in Log Effective Population Size	-0.53045	-0.82133	-0.20189	0.000	Net increase over the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Mean Rate of Change	-0.00133	-0.00205	-0.00050	0.000	Positive mean rate of change	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Fluctuation Amplitude	0.53045	0.20189	0.82133			1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Expansion	4400.00000	4000.00000	4400.00000	0.135	An expansion occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Maximum Expansion Rate	-0.24533	-0.77082	0.20692	0.135	An expansion occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Contraction	4200.00000	4000.00000	4400.00000	0.995	A contraction occurs within the window	1.000	Yes	No
Southern Segment	Corridor Segment	Time Bin	4000-4500 Years	4000	4500	Maximum Contraction Rate	-0.69349	-1.32103	-0.24590	0.995	A contraction occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	4000-4500 Years	4000	4500	Mean Log Effective Population Size	8.78324	8.52227	9.14330			1.000	Yes	
Western Highland	Highland	Time Bin	4000-4500 Years	4000	4500	Net Change in Log Effective Population Size	-0.05975	-0.22585	0.11732	0.185	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Bin	4000-4500 Years	4000	4500	Mean Rate of Change	-0.00015	-0.00056	0.00029	0.185	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Bin	4000-4500 Years	4000	4500	Fluctuation Amplitude	0.07116	0.00530	0.22585			1.000	Yes	
Western Highland	Highland	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Expansion	4400.00000	4000.00000	4400.00000	0.480	An expansion occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	4000-4500 Years	4000	4500	Maximum Expansion Rate	-0.00181	-0.26605	0.26894	0.480	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	4000-4500 Years	4000	4500	Time of Maximum Contraction	4000.00000	4000.00000	4400.00000	0.795	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	4000-4500 Years	4000	4500	Maximum Contraction Rate	-0.12377	-0.45847	0.20315	0.795	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Mean Log Effective Population Size	9.72181	9.21961	10.27131			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Net Change in Log Effective Population Size	0.27111	0.00619	0.57052	0.990	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Mean Rate of Change	0.00068	0.00002	0.00143	0.990	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Fluctuation Amplitude	0.27111	0.02091	0.57052			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Expansion	5000.00000	4600.00000	5000.00000	0.995	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Maximum Expansion Rate	0.50295	0.06149	0.99520	0.995	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Contraction	4600.00000	4600.00000	4800.00000	0.010	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Maximum Contraction Rate	0.41464	0.03276	0.79147	0.010	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	4500-5000 Years	4500	5000	Mean Log Effective Population Size	10.06020	9.82346	10.33402			1.000	Yes	
North China	Northern Lowland	Time Bin	4500-5000 Years	4500	5000	Net Change in Log Effective Population Size	-0.17862	-0.45868	0.06471	0.100	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Bin	4500-5000 Years	4500	5000	Mean Rate of Change	-0.00045	-0.00115	0.00016	0.100	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Bin	4500-5000 Years	4500	5000	Fluctuation Amplitude	0.17970	0.01085	0.44018			1.000	Yes	
North China	Northern Lowland	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Expansion	4600.00000	4600.00000	4600.00000	0.425	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	4500-5000 Years	4500	5000	Maximum Expansion Rate	-0.03196	-0.30472	0.27540	0.425	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Contraction	5000.00000	5000.00000	5000.00000	0.965	A contraction occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Bin	4500-5000 Years	4500	5000	Maximum Contraction Rate	-0.34831	-0.67126	0.11818	0.965	A contraction occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Mean Log Effective Population Size	10.19844	9.94048	10.48268			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Net Change in Log Effective Population Size	0.14040	-0.14598	0.45956	0.860	Net increase over the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Mean Rate of Change	0.00035	-0.00036	0.00115	0.860	Positive mean rate of change	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Fluctuation Amplitude	0.14965	0.00383	0.42791			1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Expansion	5000.00000	4600.00000	5000.00000	0.985	An expansion occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Maximum Expansion Rate	0.33217	-0.03761	0.67554	0.985	An expansion occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Contraction	4600.00000	4600.00000	5000.00000	0.075	A contraction occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Maximum Contraction Rate	0.21447	-0.08164	0.51279	0.075	A contraction occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Mean Log Effective Population Size	9.52667	9.05976	10.22376			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Net Change in Log Effective Population Size	0.27698	-0.10306	0.80439	0.965	Net increase over the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Mean Rate of Change	0.00069	-0.00026	0.00201	0.965	Positive mean rate of change	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Fluctuation Amplitude	0.27698	0.01357	0.80439			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Expansion	4800.00000	4800.00000	4800.00000	0.965	An expansion occurs within the window	1.000	Yes	No
Panxi and Liangshan	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Maximum Expansion Rate	0.49485	-0.16371	1.43710	0.965	An expansion occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Contraction	4600.00000	4600.00000	4600.00000	0.035	A contraction occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Maximum Contraction Rate	0.43999	-0.09450	1.35796	0.035	A contraction occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4500-5000 Years	4500	5000	Mean Log Effective Population Size	9.14412	8.86842	9.53858			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4500-5000 Years	4500	5000	Net Change in Log Effective Population Size	0.05328	-0.25647	0.31722	0.650	Net increase over the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4500-5000 Years	4500	5000	Mean Rate of Change	0.00013	-0.00064	0.00079	0.650	Positive mean rate of change	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4500-5000 Years	4500	5000	Fluctuation Amplitude	0.09994	0.00138	0.29957			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Expansion	5000.00000	4600.00000	5000.00000	0.720	An expansion occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	4500-5000 Years	4500	5000	Maximum Expansion Rate	0.11708	-0.29353	0.47690	0.720	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Contraction	4600.00000	4600.00000	5000.00000	0.450	A contraction occurs within the window	1.000	Yes	Yes
Qinghai-Tibet Plateau Core	Highland	Time Bin	4500-5000 Years	4500	5000	Maximum Contraction Rate	0.02121	-0.32996	0.26115	0.450	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Mean Log Effective Population Size	11.05421	10.76491	11.50954			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Net Change in Log Effective Population Size	0.56014	0.10157	1.10087	0.995	Net increase over the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Mean Rate of Change	0.00140	0.00025	0.00275	0.995	Positive mean rate of change	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Fluctuation Amplitude	0.56014	0.14527	1.06572			1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Expansion	5000.00000	5000.00000	5000.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Maximum Expansion Rate	0.98883	0.46052	1.55662	1.000	An expansion occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Contraction	4600.00000	4600.00000	4600.00000	0.065	A contraction occurs within the window	1.000	Yes	Yes
Sichuan Basin	Sichuan Region	Time Bin	4500-5000 Years	4500	5000	Maximum Contraction Rate	0.40322	-0.14622	0.97341	0.065	A contraction occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Mean Log Effective Population Size	10.99216	10.52787	11.59071			1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Net Change in Log Effective Population Size	0.32433	-0.22456	1.10536	0.875	Net increase over the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Mean Rate of Change	0.00081	-0.00056	0.00276	0.875	Positive mean rate of change	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Fluctuation Amplitude	0.32625	0.03021	1.03106			1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Expansion	5000.00000	5000.00000	5000.00000	1.000	An expansion occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Maximum Expansion Rate	0.91890	0.27389	1.82360	1.000	An expansion occurs within the window	1.000	Yes	
Southern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Contraction	4600.00000	4600.00000	4600.00000	0.400	A contraction occurs within the window	1.000	Yes	Yes
Southern Segment	Corridor Segment	Time Bin	4500-5000 Years	4500	5000	Maximum Contraction Rate	0.08833	-0.74235	0.85034	0.400	A contraction occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	4500-5000 Years	4500	5000	Mean Log Effective Population Size	8.77611	8.47225	9.10589			1.000	Yes	
Western Highland	Highland	Time Bin	4500-5000 Years	4500	5000	Net Change in Log Effective Population Size	0.05926	-0.18899	0.31764	0.655	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Bin	4500-5000 Years	4500	5000	Mean Rate of Change	0.00015	-0.00047	0.00079	0.655	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Bin	4500-5000 Years	4500	5000	Fluctuation Amplitude	0.09803	0.00199	0.29546			1.000	Yes	
Western Highland	Highland	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Expansion	5000.00000	4600.00000	5000.00000	0.760	An expansion occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	4500-5000 Years	4500	5000	Maximum Expansion Rate	0.13604	-0.23235	0.47575	0.760	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Bin	4500-5000 Years	4500	5000	Time of Maximum Contraction	4600.00000	4600.00000	5000.00000	0.435	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Bin	4500-5000 Years	4500	5000	Maximum Contraction Rate	0.03052	-0.37498	0.31680	0.435	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	5000-5500 Years	5000	5500	Mean Log Effective Population Size	9.49450	8.97242	10.06526			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	5000-5500 Years	5000	5500	Net Change in Log Effective Population Size	0.20957	-0.00206	0.45023	0.975	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	5000-5500 Years	5000	5500	Mean Rate of Change	0.00052	-0.00001	0.00113	0.975	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	5000-5500 Years	5000	5500	Fluctuation Amplitude	0.20957	0.00582	0.42891			1.000	Yes	
Central Segment	Corridor Segment	Time Bin	5000-5500 Years	5000	5500	Time of Maximum Expansion	5300.00000	5000.00000	5400.00000	1.000	An expansion occurs within the window	1.000	Yes	No
Central Segment	Corridor Segment	Time Bin	5000-5500 Years	5000	5500	Maximum Expansion Rate	0.56209	0.14308	0.99787	1.000	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Bin	5000-5500 Years	5000	5500	Time of Maximum Contraction	5000.00000	5000.00000	5400.00000	0.005	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Bin	5000-5500 Years	5000	5500	Maximum Contraction Rate	0.44342	0.03865	0.86545	0.005	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Bin	5000-5500 Years	5000	5500	Mean Log Effective Population Size	10.26430	9.98461	10.53123			1.000	Yes	
North China	Northern Lowland	Time Bin	5000-5500 Years	5000	5500	Net Change in Log Effective Population Size	-0.20481	-0.41206	0.00593	0.020	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Bin	5000-5500 Years	5000	5500	Mean Rate of Change	-0.00051	-0.00103	0.00001	0.020	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Bin	5000-5500 Years	5000	5500	Fluctuation Amplitude	0.20481	0.00857	0.38324			1.000	Yes	
