Category	Group	Time Window	Window Start (Years)	Feature	Median
Qinghai-Tibet Plateau Core	Highland	14000-14500 Years	14000	Maximum Expansion Rate	0.10493
Qinghai-Tibet Plateau Core	Highland	14000-14500 Years	14000	Time of Maximum Contraction	14000
Qinghai-Tibet Plateau Core	Highland	14000-14500 Years	14000	Maximum Contraction Rate	-0.02066
Western Highland	Highland	14000-14500 Years	14000	Mean Log Effective Population Size	9.32083
Western Highland	Highland	14000-14500 Years	14000	Net Change in Log Effective Population Size	0.01268
Western Highland	Highland	14000-14500 Years	14000	Mean Rate of Change	3e-5
Western Highland	Highland	14000-14500 Years	14000	Fluctuation Amplitude	0.08184
Western Highland	Highland	14000-14500 Years	14000	Time of Maximum Expansion	14400
Western Highland	Highland	14000-14500 Years	14000	Maximum Expansion Rate	0.08333
Western Highland	Highland	14000-14500 Years	14000	Time of Maximum Contraction	14000
Western Highland	Highland	14000-14500 Years	14000	Maximum Contraction Rate	-0.04022
Central Segment	Corridor Segment	14500-15000 Years	14500	Mean Log Effective Population Size	8.74741
Central Segment	Corridor Segment	14500-15000 Years	14500	Net Change in Log Effective Population Size	-0.02102
Central Segment	Corridor Segment	14500-15000 Years	14500	Mean Rate of Change	-5e-5
Central Segment	Corridor Segment	14500-15000 Years	14500	Fluctuation Amplitude	0.10474
Central Segment	Corridor Segment	14500-15000 Years	14500	Time of Maximum Expansion	14800
Central Segment	Corridor Segment	14500-15000 Years	14500	Maximum Expansion Rate	-0.03261
Central Segment	Corridor Segment	14500-15000 Years	14500	Time of Maximum Contraction	15000
Central Segment	Corridor Segment	14500-15000 Years	14500	Maximum Contraction Rate	-0.0985
North China	Northern Lowland	14500-15000 Years	14500	Mean Log Effective Population Size	9.6448
North China	Northern Lowland	14500-15000 Years	14500	Net Change in Log Effective Population Size	0.17809
North China	Northern Lowland	14500-15000 Years	14500	Mean Rate of Change	4.5e-4
North China	Northern Lowland	14500-15000 Years	14500	Fluctuation Amplitude	0.18091
North China	Northern Lowland	14500-15000 Years	14500	Time of Maximum Expansion	14800
North China	Northern Lowland	14500-15000 Years	14500	Maximum Expansion Rate	0.45836
North China	Northern Lowland	14500-15000 Years	14500	Time of Maximum Contraction	14600
North China	Northern Lowland	14500-15000 Years	14500	Maximum Contraction Rate	0.2688
Northern Segment	Corridor Segment	14500-15000 Years	14500	Mean Log Effective Population Size	9.6424
Northern Segment	Corridor Segment	14500-15000 Years	14500	Net Change in Log Effective Population Size	0.08806
Northern Segment	Corridor Segment	14500-15000 Years	14500	Mean Rate of Change	2.2e-4
Northern Segment	Corridor Segment	14500-15000 Years	14500	Fluctuation Amplitude	0.11379
Northern Segment	Corridor Segment	14500-15000 Years	14500	Time of Maximum Expansion	15000
Northern Segment	Corridor Segment	14500-15000 Years	14500	Maximum Expansion Rate	0.25246
Northern Segment	Corridor Segment	14500-15000 Years	14500	Time of Maximum Contraction	14600
Northern Segment	Corridor Segment	14500-15000 Years	14500	Maximum Contraction Rate	0.12196
Panxi and Liangshan	Sichuan Region	14500-15000 Years	14500	Mean Log Effective Population Size	8.85119
Panxi and Liangshan	Sichuan Region	14500-15000 Years	14500	Net Change in Log Effective Population Size	-0.09322
Panxi and Liangshan	Sichuan Region	14500-15000 Years	14500	Mean Rate of Change	-2.3e-4
Panxi and Liangshan	Sichuan Region	14500-15000 Years	14500	Fluctuation Amplitude	0.15256
Panxi and Liangshan	Sichuan Region	14500-15000 Years	14500	Time of Maximum Expansion	14600
Panxi and Liangshan	Sichuan Region	14500-15000 Years	14500	Maximum Expansion Rate	-0.14809
Panxi and Liangshan	Sichuan Region	14500-15000 Years	14500	Time of Maximum Contraction	14800
Panxi and Liangshan	Sichuan Region	14500-15000 Years	14500	Maximum Contraction Rate	-0.16655
Qinghai-Tibet Plateau Core	Highland	14500-15000 Years	14500	Mean Log Effective Population Size	9.42904
Qinghai-Tibet Plateau Core	Highland	14500-15000 Years	14500	Net Change in Log Effective Population Size	0.0324
Qinghai-Tibet Plateau Core	Highland	14500-15000 Years	14500	Mean Rate of Change	8e-5
Qinghai-Tibet Plateau Core	Highland	14500-15000 Years	14500	Fluctuation Amplitude	0.09689
Qinghai-Tibet Plateau Core	Highland	14500-15000 Years	14500	Time of Maximum Expansion	15000
Qinghai-Tibet Plateau Core	Highland	14500-15000 Years	14500	Maximum Expansion Rate	0.14541
Qinghai-Tibet Plateau Core	Highland	14500-15000 Years	14500	Time of Maximum Contraction	14800
Qinghai-Tibet Plateau Core	Highland	14500-15000 Years	14500	Maximum Contraction Rate	0.00629
Western Highland	Highland	14500-15000 Years	14500	Mean Log Effective Population Size	9.33134
Western Highland	Highland	14500-15000 Years	14500	Net Change in Log Effective Population Size	0.02273
Western Highland	Highland	14500-15000 Years	14500	Mean Rate of Change	6e-5
Western Highland	Highland	14500-15000 Years	14500	Fluctuation Amplitude	0.10395
Western Highland	Highland	14500-15000 Years	14500	Time of Maximum Expansion	14800
Western Highland	Highland	14500-15000 Years	14500	Maximum Expansion Rate	0.09504
Western Highland	Highland	14500-15000 Years	14500	Time of Maximum Contraction	14800
Western Highland	Highland	14500-15000 Years	14500	Maximum Contraction Rate	-0.02994
Central Segment	Corridor Segment	15000-15500 Years	15000	Mean Log Effective Population Size	8.77484
Central Segment	Corridor Segment	15000-15500 Years	15000	Net Change in Log Effective Population Size	-0.02815
Central Segment	Corridor Segment	15000-15500 Years	15000	Mean Rate of Change	-7e-5
Central Segment	Corridor Segment	15000-15500 Years	15000	Fluctuation Amplitude	0.05495
Central Segment	Corridor Segment	15000-15500 Years	15000	Time of Maximum Expansion	15000
Central Segment	Corridor Segment	15000-15500 Years	15000	Maximum Expansion Rate	0.00264
Central Segment	Corridor Segment	15000-15500 Years	15000	Time of Maximum Contraction	15400
Central Segment	Corridor Segment	15000-15500 Years	15000	Maximum Contraction Rate	-0.14864
North China	Northern Lowland	15000-15500 Years	15000	Mean Log Effective Population Size	9.4677
North China	Northern Lowland	15000-15500 Years	15000	Net Change in Log Effective Population Size	0.14266
North China	Northern Lowland	15000-15500 Years	15000	Mean Rate of Change	3.6e-4
North China	Northern Lowland	15000-15500 Years	15000	Fluctuation Amplitude	0.18054
North China	Northern Lowland	15000-15500 Years	15000	Time of Maximum Expansion	15000
North China	Northern Lowland	15000-15500 Years	15000	Maximum Expansion Rate	0.43483
North China	Northern Lowland	15000-15500 Years	15000	Time of Maximum Contraction	15400
North China	Northern Lowland	15000-15500 Years	15000	Maximum Contraction Rate	0.28151
Northern Segment	Corridor Segment	15000-15500 Years	15000	Mean Log Effective Population Size	9.54816
Northern Segment	Corridor Segment	15000-15500 Years	15000	Net Change in Log Effective Population Size	0.10028
Northern Segment	Corridor Segment	15000-15500 Years	15000	Mean Rate of Change	2.5e-4
Northern Segment	Corridor Segment	15000-15500 Years	15000	Fluctuation Amplitude	0.12428
Northern Segment	Corridor Segment	15000-15500 Years	15000	Time of Maximum Expansion	15200
Northern Segment	Corridor Segment	15000-15500 Years	15000	Maximum Expansion Rate	0.25068
Northern Segment	Corridor Segment	15000-15500 Years	15000	Time of Maximum Contraction	15400
Northern Segment	Corridor Segment	15000-15500 Years	15000	Maximum Contraction Rate	0.12904
Panxi and Liangshan	Sichuan Region	15000-15500 Years	15000	Mean Log Effective Population Size	8.91204
Panxi and Liangshan	Sichuan Region	15000-15500 Years	15000	Net Change in Log Effective Population Size	-0.07859
Panxi and Liangshan	Sichuan Region	15000-15500 Years	15000	Mean Rate of Change	-2e-4
Panxi and Liangshan	Sichuan Region	15000-15500 Years	15000	Fluctuation Amplitude	0.1261
Panxi and Liangshan	Sichuan Region	15000-15500 Years	15000	Time of Maximum Expansion	15400
Panxi and Liangshan	Sichuan Region	15000-15500 Years	15000	Maximum Expansion Rate	-0.10657
Panxi and Liangshan	Sichuan Region	15000-15500 Years	15000	Time of Maximum Contraction	15000
Panxi and Liangshan	Sichuan Region	15000-15500 Years	15000	Maximum Contraction Rate	-0.16655
Qinghai-Tibet Plateau Core	Highland	15000-15500 Years	15000	Mean Log Effective Population Size	9.42324
Qinghai-Tibet Plateau Core	Highland	15000-15500 Years	15000	Net Change in Log Effective Population Size	0.04469
Qinghai-Tibet Plateau Core	Highland	15000-15500 Years	15000	Mean Rate of Change	1.1e-4
Qinghai-Tibet Plateau Core	Highland	15000-15500 Years	15000	Fluctuation Amplitude	0.10263
Qinghai-Tibet Plateau Core	Highland	15000-15500 Years	15000	Time of Maximum Expansion	15200
Qinghai-Tibet Plateau Core	Highland	15000-15500 Years	15000	Maximum Expansion Rate	0.1415
Qinghai-Tibet Plateau Core	Highland	15000-15500 Years	15000	Time of Maximum Contraction	15000
Qinghai-Tibet Plateau Core	Highland	15000-15500 Years	15000	Maximum Contraction Rate	0.02929
Western Highland	Highland	15000-15500 Years	15000	Mean Log Effective Population Size	9.3582
Western Highland	Highland	15000-15500 Years	15000	Net Change in Log Effective Population Size	0.01012
Western Highland	Highland	15000-15500 Years	15000	Mean Rate of Change	3e-5
Western Highland	Highland	15000-15500 Years	15000	Fluctuation Amplitude	0.09092
Western Highland	Highland	15000-15500 Years	15000	Time of Maximum Expansion	15000
Western Highland	Highland	15000-15500 Years	15000	Maximum Expansion Rate	0.08351
Western Highland	Highland	15000-15500 Years	15000	Time of Maximum Contraction	15400
Western Highland	Highland	15000-15500 Years	15000	Maximum Contraction Rate	-0.06079
Central Segment	Corridor Segment	15500-16000 Years	15500	Mean Log Effective Population Size	8.82528
Central Segment	Corridor Segment	15500-16000 Years	15500	Net Change in Log Effective Population Size	-0.04548
Central Segment	Corridor Segment	15500-16000 Years	15500	Mean Rate of Change	-1.1e-4
Central Segment	Corridor Segment	15500-16000 Years	15500	Fluctuation Amplitude	0.1062
Central Segment	Corridor Segment	15500-16000 Years	15500	Time of Maximum Expansion	15800
Central Segment	Corridor Segment	15500-16000 Years	15500	Maximum Expansion Rate	-0.065
Central Segment	Corridor Segment	15500-16000 Years	15500	Time of Maximum Contraction	15800
Central Segment	Corridor Segment	15500-16000 Years	15500	Maximum Contraction Rate	-0.11566
North China	Northern Lowland	15500-16000 Years	15500	Mean Log Effective Population Size	9.28816
North China	Northern Lowland	15500-16000 Years	15500	Net Change in Log Effective Population Size	0.14679
North China	Northern Lowland	15500-16000 Years	15500	Mean Rate of Change	3.7e-4
North China	Northern Lowland	15500-16000 Years	15500	Fluctuation Amplitude	0.1598
North China	Northern Lowland	15500-16000 Years	15500	Time of Maximum Expansion	15600
North China	Northern Lowland	15500-16000 Years	15500	Maximum Expansion Rate	0.42157
North China	Northern Lowland	15500-16000 Years	15500	Time of Maximum Contraction	16000
North China	Northern Lowland	15500-16000 Years	15500	Maximum Contraction Rate	0.21956
Northern Segment	Corridor Segment	15500-16000 Years	15500	Mean Log Effective Population Size	9.43683
Northern Segment	Corridor Segment	15500-16000 Years	15500	Net Change in Log Effective Population Size	0.05456
Northern Segment	Corridor Segment	15500-16000 Years	15500	Mean Rate of Change	1.4e-4
Northern Segment	Corridor Segment	15500-16000 Years	15500	Fluctuation Amplitude	0.07995
Northern Segment	Corridor Segment	15500-16000 Years	15500	Time of Maximum Expansion	15600
Northern Segment	Corridor Segment	15500-16000 Years	15500	Maximum Expansion Rate	0.19498
Northern Segment	Corridor Segment	15500-16000 Years	15500	Time of Maximum Contraction	16000
Northern Segment	Corridor Segment	15500-16000 Years	15500	Maximum Contraction Rate	0.02493
Panxi and Liangshan	Sichuan Region	15500-16000 Years	15500	Mean Log Effective Population Size	8.96532
Panxi and Liangshan	Sichuan Region	15500-16000 Years	15500	Net Change in Log Effective Population Size	8.7e-4
Panxi and Liangshan	Sichuan Region	15500-16000 Years	15500	Mean Rate of Change	0
Panxi and Liangshan	Sichuan Region	15500-16000 Years	15500	Fluctuation Amplitude	0.02345
Panxi and Liangshan	Sichuan Region	15500-16000 Years	15500	Time of Maximum Expansion	16000
Panxi and Liangshan	Sichuan Region	15500-16000 Years	15500	Maximum Expansion Rate	0.03227
Panxi and Liangshan	Sichuan Region	15500-16000 Years	15500	Time of Maximum Contraction	15600
Panxi and Liangshan	Sichuan Region	15500-16000 Years	15500	Maximum Contraction Rate	-0.13144
Qinghai-Tibet Plateau Core	Highland	15500-16000 Years	15500	Mean Log Effective Population Size	9.34474
Qinghai-Tibet Plateau Core	Highland	15500-16000 Years	15500	Net Change in Log Effective Population Size	0.04678
Qinghai-Tibet Plateau Core	Highland	15500-16000 Years	15500	Mean Rate of Change	1.2e-4
Qinghai-Tibet Plateau Core	Highland	15500-16000 Years	15500	Fluctuation Amplitude	0.08904
Qinghai-Tibet Plateau Core	Highland	15500-16000 Years	15500	Time of Maximum Expansion	15600
Qinghai-Tibet Plateau Core	Highland	15500-16000 Years	15500	Maximum Expansion Rate	0.13058
Qinghai-Tibet Plateau Core	Highland	15500-16000 Years	15500	Time of Maximum Contraction	16000
Qinghai-Tibet Plateau Core	Highland	15500-16000 Years	15500	Maximum Contraction Rate	0.01001
Western Highland	Highland	15500-16000 Years	15500	Mean Log Effective Population Size	9.34667
Western Highland	Highland	15500-16000 Years	15500	Net Change in Log Effective Population Size	-8.2e-4
Western Highland	Highland	15500-16000 Years	15500	Mean Rate of Change	-0
Western Highland	Highland	15500-16000 Years	15500	Fluctuation Amplitude	0.11703
Western Highland	Highland	15500-16000 Years	15500	Time of Maximum Expansion	15800
Western Highland	Highland	15500-16000 Years	15500	Maximum Expansion Rate	0.06603
Western Highland	Highland	15500-16000 Years	15500	Time of Maximum Contraction	15800
Western Highland	Highland	15500-16000 Years	15500	Maximum Contraction Rate	-0.08651
Central Segment	Corridor Segment	16000-16500 Years	16000	Mean Log Effective Population Size	8.9053
Central Segment	Corridor Segment	16000-16500 Years	16000	Net Change in Log Effective Population Size	-0.04148
Central Segment	Corridor Segment	16000-16500 Years	16000	Mean Rate of Change	-1e-4
Central Segment	Corridor Segment	16000-16500 Years	16000	Fluctuation Amplitude	0.0896
Central Segment	Corridor Segment	16000-16500 Years	16000	Time of Maximum Expansion	16400
Central Segment	Corridor Segment	16000-16500 Years	16000	Maximum Expansion Rate	-0.02689
Central Segment	Corridor Segment	16000-16500 Years	16000	Time of Maximum Contraction	16000
Central Segment	Corridor Segment	16000-16500 Years	16000	Maximum Contraction Rate	-0.1398
North China	Northern Lowland	16000-16500 Years	16000	Mean Log Effective Population Size	9.13547
North China	Northern Lowland	16000-16500 Years	16000	Net Change in Log Effective Population Size	0.09209
North China	Northern Lowland	16000-16500 Years	16000	Mean Rate of Change	2.3e-4
North China	Northern Lowland	16000-16500 Years	16000	Fluctuation Amplitude	0.17454
North China	Northern Lowland	16000-16500 Years	16000	Time of Maximum Expansion	16100
North China	Northern Lowland	16000-16500 Years	16000	Maximum Expansion Rate	0.37315
North China	Northern Lowland	16000-16500 Years	16000	Time of Maximum Contraction	16200
North China	Northern Lowland	16000-16500 Years	16000	Maximum Contraction Rate	0.20293
Northern Segment	Corridor Segment	16000-16500 Years	16000	Mean Log Effective Population Size	9.41258
Northern Segment	Corridor Segment	16000-16500 Years	16000	Net Change in Log Effective Population Size	-0.01209
Northern Segment	Corridor Segment	16000-16500 Years	16000	Mean Rate of Change	-3e-5
Northern Segment	Corridor Segment	16000-16500 Years	16000	Fluctuation Amplitude	0.11234
Northern Segment	Corridor Segment	16000-16500 Years	16000	Time of Maximum Expansion	16000
Northern Segment	Corridor Segment	16000-16500 Years	16000	Maximum Expansion Rate	0.10003
Northern Segment	Corridor Segment	16000-16500 Years	16000	Time of Maximum Contraction	16400
Northern Segment	Corridor Segment	16000-16500 Years	16000	Maximum Contraction Rate	0.0027
Panxi and Liangshan	Sichuan Region	16000-16500 Years	16000	Mean Log Effective Population Size	8.99085
Panxi and Liangshan	Sichuan Region	16000-16500 Years	16000	Net Change in Log Effective Population Size	-0.02155
Panxi and Liangshan	Sichuan Region	16000-16500 Years	16000	Mean Rate of Change	-5e-5
Panxi and Liangshan	Sichuan Region	16000-16500 Years	16000	Fluctuation Amplitude	0.09822
Panxi and Liangshan	Sichuan Region	16000-16500 Years	16000	Time of Maximum Expansion	16000
Panxi and Liangshan	Sichuan Region	16000-16500 Years	16000	Maximum Expansion Rate	-0.0361
Panxi and Liangshan	Sichuan Region	16000-16500 Years	16000	Time of Maximum Contraction	16400
Panxi and Liangshan	Sichuan Region	16000-16500 Years	16000	Maximum Contraction Rate	-0.05332
Qinghai-Tibet Plateau Core	Highland	16000-16500 Years	16000	Mean Log Effective Population Size	9.30606
Qinghai-Tibet Plateau Core	Highland	16000-16500 Years	16000	Net Change in Log Effective Population Size	0.00979
Qinghai-Tibet Plateau Core	Highland	16000-16500 Years	16000	Mean Rate of Change	2e-5
Qinghai-Tibet Plateau Core	Highland	16000-16500 Years	16000	Fluctuation Amplitude	0.06758
Qinghai-Tibet Plateau Core	Highland	16000-16500 Years	16000	Time of Maximum Expansion	16000
Qinghai-Tibet Plateau Core	Highland	16000-16500 Years	16000	Maximum Expansion Rate	0.11327
Qinghai-Tibet Plateau Core	Highland	16000-16500 Years	16000	Time of Maximum Contraction	16400
Qinghai-Tibet Plateau Core	Highland	16000-16500 Years	16000	Maximum Contraction Rate	-0.04438
Western Highland	Highland	16000-16500 Years	16000	Mean Log Effective Population Size	9.32114
Western Highland	Highland	16000-16500 Years	16000	Net Change in Log Effective Population Size	0.00284
Western Highland	Highland	16000-16500 Years	16000	Mean Rate of Change	1e-5
Western Highland	Highland	16000-16500 Years	16000	Fluctuation Amplitude	0.07755
Western Highland	Highland	16000-16500 Years	16000	Time of Maximum Expansion	16400
Western Highland	Highland	16000-16500 Years	16000	Maximum Expansion Rate	0.08686
Western Highland	Highland	16000-16500 Years	16000	Time of Maximum Contraction	16000
Western Highland	Highland	16000-16500 Years	16000	Maximum Contraction Rate	-0.08453
Central Segment	Corridor Segment	16500-17000 Years	16500	Mean Log Effective Population Size	8.96506
Central Segment	Corridor Segment	16500-17000 Years	16500	Net Change in Log Effective Population Size	-0.02831
Central Segment	Corridor Segment	16500-17000 Years	16500	Mean Rate of Change	-7e-5
Central Segment	Corridor Segment	16500-17000 Years	16500	Fluctuation Amplitude	0.09822
Central Segment	Corridor Segment	16500-17000 Years	16500	Time of Maximum Expansion	17000
Central Segment	Corridor Segment	16500-17000 Years	16500	Maximum Expansion Rate	-0.02466
Central Segment	Corridor Segment	16500-17000 Years	16500	Time of Maximum Contraction	16600
Central Segment	Corridor Segment	16500-17000 Years	16500	Maximum Contraction Rate	-0.13371
North China	Northern Lowland	16500-17000 Years	16500	Mean Log Effective Population Size	8.98876
North China	Northern Lowland	16500-17000 Years	16500	Net Change in Log Effective Population Size	0.14292
North China	Northern Lowland	16500-17000 Years	16500	Mean Rate of Change	3.6e-4
North China	Northern Lowland	16500-17000 Years	16500	Fluctuation Amplitude	0.14997
North China	Northern Lowland	16500-17000 Years	16500	Time of Maximum Expansion	17000
North China	Northern Lowland	16500-17000 Years	16500	Maximum Expansion Rate	0.43035
North China	Northern Lowland	16500-17000 Years	16500	Time of Maximum Contraction	16600
North China	Northern Lowland	16500-17000 Years	16500	Maximum Contraction Rate	0.20377
Northern Segment	Corridor Segment	16500-17000 Years	16500	Mean Log Effective Population Size	9.44564
Northern Segment	Corridor Segment	16500-17000 Years	16500	Net Change in Log Effective Population Size	0.04108
Northern Segment	Corridor Segment	16500-17000 Years	16500	Mean Rate of Change	1e-4
Northern Segment	Corridor Segment	16500-17000 Years	16500	Fluctuation Amplitude	0.08323
Northern Segment	Corridor Segment	16500-17000 Years	16500	Time of Maximum Expansion	17000
Northern Segment	Corridor Segment	16500-17000 Years	16500	Maximum Expansion Rate	0.1753
Northern Segment	Corridor Segment	16500-17000 Years	16500	Time of Maximum Contraction	16600
Northern Segment	Corridor Segment	16500-17000 Years	16500	Maximum Contraction Rate	0.01309
Panxi and Liangshan	Sichuan Region	16500-17000 Years	16500	Mean Log Effective Population Size	8.98605
Panxi and Liangshan	Sichuan Region	16500-17000 Years	16500	Net Change in Log Effective Population Size	-0.02819
Panxi and Liangshan	Sichuan Region	16500-17000 Years	16500	Mean Rate of Change	-7e-5
Panxi and Liangshan	Sichuan Region	16500-17000 Years	16500	Fluctuation Amplitude	0.09519
Panxi and Liangshan	Sichuan Region	16500-17000 Years	16500	Time of Maximum Expansion	17000
Panxi and Liangshan	Sichuan Region	16500-17000 Years	16500	Maximum Expansion Rate	-0.03302
Panxi and Liangshan	Sichuan Region	16500-17000 Years	16500	Time of Maximum Contraction	16600
Panxi and Liangshan	Sichuan Region	16500-17000 Years	16500	Maximum Contraction Rate	-0.05332
Qinghai-Tibet Plateau Core	Highland	16500-17000 Years	16500	Mean Log Effective Population Size	9.33408
Qinghai-Tibet Plateau Core	Highland	16500-17000 Years	16500	Net Change in Log Effective Population Size	0.00147
Qinghai-Tibet Plateau Core	Highland	16500-17000 Years	16500	Mean Rate of Change	0
Qinghai-Tibet Plateau Core	Highland	16500-17000 Years	16500	Fluctuation Amplitude	0.11232
Qinghai-Tibet Plateau Core	Highland	16500-17000 Years	16500	Time of Maximum Expansion	16800
Qinghai-Tibet Plateau Core	Highland	16500-17000 Years	16500	Maximum Expansion Rate	0.04533
Qinghai-Tibet Plateau Core	Highland	16500-17000 Years	16500	Time of Maximum Contraction	16800
Qinghai-Tibet Plateau Core	Highland	16500-17000 Years	16500	Maximum Contraction Rate	-0.03128
Western Highland	Highland	16500-17000 Years	16500	Mean Log Effective Population Size	9.30581
Western Highland	Highland	16500-17000 Years	16500	Net Change in Log Effective Population Size	0.00197
Western Highland	Highland	16500-17000 Years	16500	Mean Rate of Change	0
Western Highland	Highland	16500-17000 Years	16500	Fluctuation Amplitude	0.11611
Western Highland	Highland	16500-17000 Years	16500	Time of Maximum Expansion	16800
Western Highland	Highland	16500-17000 Years	16500	Maximum Expansion Rate	0.07233
Western Highland	Highland	16500-17000 Years	16500	Time of Maximum Contraction	16800
Western Highland	Highland	16500-17000 Years	16500	Maximum Contraction Rate	-0.02664
Central Segment	Corridor Segment	17000-17500 Years	17000	Mean Log Effective Population Size	8.95879
Central Segment	Corridor Segment	17000-17500 Years	17000	Net Change in Log Effective Population Size	-0.04302
Central Segment	Corridor Segment	17000-17500 Years	17000	Mean Rate of Change	-1.1e-4
Central Segment	Corridor Segment	17000-17500 Years	17000	Fluctuation Amplitude	0.11842
Central Segment	Corridor Segment	17000-17500 Years	17000	Time of Maximum Expansion	17400
Central Segment	Corridor Segment	17000-17500 Years	17000	Maximum Expansion Rate	-0.03626
Central Segment	Corridor Segment	17000-17500 Years	17000	Time of Maximum Contraction	17200
Central Segment	Corridor Segment	17000-17500 Years	17000	Maximum Contraction Rate	-0.0759
North China	Northern Lowland	17000-17500 Years	17000	Mean Log Effective Population Size	8.82584
North China	Northern Lowland	17000-17500 Years	17000	Net Change in Log Effective Population Size	0.14371
North China	Northern Lowland	17000-17500 Years	17000	Mean Rate of Change	3.6e-4
North China	Northern Lowland	17000-17500 Years	17000	Fluctuation Amplitude	0.18296
North China	Northern Lowland	17000-17500 Years	17000	Time of Maximum Expansion	17000
North China	Northern Lowland	17000-17500 Years	17000	Maximum Expansion Rate	0.40716
North China	Northern Lowland	17000-17500 Years	17000	Time of Maximum Contraction	17400
North China	Northern Lowland	17000-17500 Years	17000	Maximum Contraction Rate	0.2145
Northern Segment	Corridor Segment	17000-17500 Years	17000	Mean Log Effective Population Size	9.35056
Northern Segment	Corridor Segment	17000-17500 Years	17000	Net Change in Log Effective Population Size	0.05786
Northern Segment	Corridor Segment	17000-17500 Years	17000	Mean Rate of Change	1.4e-4
Northern Segment	Corridor Segment	17000-17500 Years	17000	Fluctuation Amplitude	0.10861
Northern Segment	Corridor Segment	17000-17500 Years	17000	Time of Maximum Expansion	17400
Northern Segment	Corridor Segment	17000-17500 Years	17000	Maximum Expansion Rate	0.17038
Northern Segment	Corridor Segment	17000-17500 Years	17000	Time of Maximum Contraction	17000
Northern Segment	Corridor Segment	17000-17500 Years	17000	Maximum Contraction Rate	0.07334
Panxi and Liangshan	Sichuan Region	17000-17500 Years	17000	Mean Log Effective Population Size	9.01171
Panxi and Liangshan	Sichuan Region	17000-17500 Years	17000	Net Change in Log Effective Population Size	-0.0037200000000000002
Panxi and Liangshan	Sichuan Region	17000-17500 Years	17000	Mean Rate of Change	-1e-5
Panxi and Liangshan	Sichuan Region	17000-17500 Years	17000	Fluctuation Amplitude	0.02188
Panxi and Liangshan	Sichuan Region	17000-17500 Years	17000	Time of Maximum Expansion	17400
Panxi and Liangshan	Sichuan Region	17000-17500 Years	17000	Maximum Expansion Rate	0.05112
Panxi and Liangshan	Sichuan Region	17000-17500 Years	17000	Time of Maximum Contraction	17000
Panxi and Liangshan	Sichuan Region	17000-17500 Years	17000	Maximum Contraction Rate	-0.07573
Qinghai-Tibet Plateau Core	Highland	17000-17500 Years	17000	Mean Log Effective Population Size	9.34043
Qinghai-Tibet Plateau Core	Highland	17000-17500 Years	17000	Net Change in Log Effective Population Size	-0.01453
Qinghai-Tibet Plateau Core	Highland	17000-17500 Years	17000	Mean Rate of Change	-4e-5
Qinghai-Tibet Plateau Core	Highland	17000-17500 Years	17000	Fluctuation Amplitude	0.05462
Qinghai-Tibet Plateau Core	Highland	17000-17500 Years	17000	Time of Maximum Expansion	17000
Qinghai-Tibet Plateau Core	Highland	17000-17500 Years	17000	Maximum Expansion Rate	0.05077
Qinghai-Tibet Plateau Core	Highland	17000-17500 Years	17000	Time of Maximum Contraction	17300
Qinghai-Tibet Plateau Core	Highland	17000-17500 Years	17000	Maximum Contraction Rate	-0.08915
Western Highland	Highland	17000-17500 Years	17000	Mean Log Effective Population Size	9.32627
Western Highland	Highland	17000-17500 Years	17000	Net Change in Log Effective Population Size	0.0021
Western Highland	Highland	17000-17500 Years	17000	Mean Rate of Change	1e-5
Western Highland	Highland	17000-17500 Years	17000	Fluctuation Amplitude	0.07417
Western Highland	Highland	17000-17500 Years	17000	Time of Maximum Expansion	17200
Western Highland	Highland	17000-17500 Years	17000	Maximum Expansion Rate	0.09069
Western Highland	Highland	17000-17500 Years	17000	Time of Maximum Contraction	17200
Western Highland	Highland	17000-17500 Years	17000	Maximum Contraction Rate	-0.10589
Central Segment	Corridor Segment	17500-18000 Years	17500	Mean Log Effective Population Size	8.96847
Central Segment	Corridor Segment	17500-18000 Years	17500	Net Change in Log Effective Population Size	0.00409
Central Segment	Corridor Segment	17500-18000 Years	17500	Mean Rate of Change	1e-5
Central Segment	Corridor Segment	17500-18000 Years	17500	Fluctuation Amplitude	0.05588
Central Segment	Corridor Segment	17500-18000 Years	17500	Time of Maximum Expansion	18000
Central Segment	Corridor Segment	17500-18000 Years	17500	Maximum Expansion Rate	0.08477
Central Segment	Corridor Segment	17500-18000 Years	17500	Time of Maximum Contraction	17600
Central Segment	Corridor Segment	17500-18000 Years	17500	Maximum Contraction Rate	-0.0962
North China	Northern Lowland	17500-18000 Years	17500	Mean Log Effective Population Size	8.64824
North China	Northern Lowland	17500-18000 Years	17500	Net Change in Log Effective Population Size	0.11106
North China	Northern Lowland	17500-18000 Years	17500	Mean Rate of Change	2.8e-4
North China	Northern Lowland	17500-18000 Years	17500	Fluctuation Amplitude	0.13043
North China	Northern Lowland	17500-18000 Years	17500	Time of Maximum Expansion	17600
North China	Northern Lowland	17500-18000 Years	17500	Maximum Expansion Rate	0.36836
North China	Northern Lowland	17500-18000 Years	17500	Time of Maximum Contraction	18000
North China	Northern Lowland	17500-18000 Years	17500	Maximum Contraction Rate	0.10893
Northern Segment	Corridor Segment	17500-18000 Years	17500	Mean Log Effective Population Size	9.26115
Northern Segment	Corridor Segment	17500-18000 Years	17500	Net Change in Log Effective Population Size	0.08904
Northern Segment	Corridor Segment	17500-18000 Years	17500	Mean Rate of Change	2.2e-4
