Quantity	Window Type	Time Window	Window Start (Years)	Category	Second Category	Group	Cluster	Component	Score Component	Value	Reliable Window Coverage	Usable
Standardized Composite Score	Time Bin	7000-7500 Years	7000	Southern Segment		Corridor Segment			Level Component	0.13119	1.000	Yes
Composite Trajectory Score	Time Bin	7000-7500 Years	7000	Western Highland		Highland			Level Component	-1.26662	1.000	Yes
Standardized Composite Score	Time Bin	7000-7500 Years	7000	Western Highland		Highland			Level Component	-1.05045	1.000	Yes
Composite Trajectory Score	Time Bin	7500-8000 Years	7500	Central Segment		Corridor Segment			Level Component	-1.21239	1.000	Yes
Standardized Composite Score	Time Bin	7500-8000 Years	7500	Central Segment		Corridor Segment			Level Component	-1.02650	1.000	Yes
Composite Trajectory Score	Time Bin	7500-8000 Years	7500	North China		Northern Lowland			Level Component	0.57136	1.000	Yes
Standardized Composite Score	Time Bin	7500-8000 Years	7500	North China		Northern Lowland			Level Component	0.94851	1.000	Yes
Composite Trajectory Score	Time Bin	7500-8000 Years	7500	Northern Segment		Corridor Segment			Level Component	-0.19090	1.000	Yes
Standardized Composite Score	Time Bin	7500-8000 Years	7500	Northern Segment		Corridor Segment			Level Component	0.10452	1.000	Yes
Composite Trajectory Score	Time Bin	7500-8000 Years	7500	Panxi and Liangshan		Sichuan Region			Level Component	-1.38812	1.000	Yes
Standardized Composite Score	Time Bin	7500-8000 Years	7500	Panxi and Liangshan		Sichuan Region			Level Component	-1.22107	1.000	Yes
Composite Trajectory Score	Time Bin	7500-8000 Years	7500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.80183	1.000	Yes
Standardized Composite Score	Time Bin	7500-8000 Years	7500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.57191	1.000	Yes
Composite Trajectory Score	Time Bin	7500-8000 Years	7500	Sichuan Basin		Sichuan Region			Level Component	0.57440	1.000	Yes
Standardized Composite Score	Time Bin	7500-8000 Years	7500	Sichuan Basin		Sichuan Region			Level Component	0.95188	1.000	Yes
Composite Trajectory Score	Time Bin	7500-8000 Years	7500	Southern Segment		Corridor Segment			Level Component	1.18495	1.000	Yes
Standardized Composite Score	Time Bin	7500-8000 Years	7500	Southern Segment		Corridor Segment			Level Component	1.62789	1.000	Yes
Composite Trajectory Score	Time Bin	7500-8000 Years	7500	Western Highland		Highland			Level Component	-1.01988	1.000	Yes
Standardized Composite Score	Time Bin	7500-8000 Years	7500	Western Highland		Highland			Level Component	-0.81334	1.000	Yes
Composite Trajectory Score	Time Bin	8000-8500 Years	8000	Central Segment		Corridor Segment			Level Component	-1.12004	1.000	Yes
Standardized Composite Score	Time Bin	8000-8500 Years	8000	Central Segment		Corridor Segment			Level Component	-0.96870	1.000	Yes
Composite Trajectory Score	Time Bin	8000-8500 Years	8000	North China		Northern Lowland			Level Component	-0.12601	1.000	Yes
Standardized Composite Score	Time Bin	8000-8500 Years	8000	North China		Northern Lowland			Level Component	0.57247	1.000	Yes
Composite Trajectory Score	Time Bin	8000-8500 Years	8000	Northern Segment		Corridor Segment			Level Component	-0.49690	1.000	Yes
Standardized Composite Score	Time Bin	8000-8500 Years	8000	Northern Segment		Corridor Segment			Level Component	-0.00256	1.000	Yes
Composite Trajectory Score	Time Bin	8000-8500 Years	8000	Panxi and Liangshan		Sichuan Region			Level Component	-1.10067	1.000	Yes
Standardized Composite Score	Time Bin	8000-8500 Years	8000	Panxi and Liangshan		Sichuan Region			Level Component	-0.93867	1.000	Yes
Composite Trajectory Score	Time Bin	8000-8500 Years	8000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.92329	1.000	Yes
Standardized Composite Score	Time Bin	8000-8500 Years	8000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.66364	1.000	Yes
Composite Trajectory Score	Time Bin	8000-8500 Years	8000	Sichuan Basin		Sichuan Region			Level Component	0.50765	1.000	Yes
Standardized Composite Score	Time Bin	8000-8500 Years	8000	Sichuan Basin		Sichuan Region			Level Component	1.55492	1.000	Yes
Composite Trajectory Score	Time Bin	8000-8500 Years	8000	Southern Segment		Corridor Segment			Level Component	0.42464	1.000	Yes
Standardized Composite Score	Time Bin	8000-8500 Years	8000	Southern Segment		Corridor Segment			Level Component	1.42622	1.000	Yes
Composite Trajectory Score	Time Bin	8000-8500 Years	8000	Western Highland		Highland			Level Component	-1.12737	1.000	Yes
Standardized Composite Score	Time Bin	8000-8500 Years	8000	Western Highland		Highland			Level Component	-0.98005	1.000	Yes
Composite Trajectory Score	Time Bin	8500-9000 Years	8500	Central Segment		Corridor Segment			Level Component	-1.12538	1.000	Yes
Standardized Composite Score	Time Bin	8500-9000 Years	8500	Central Segment		Corridor Segment			Level Component	-1.01653	1.000	Yes
Composite Trajectory Score	Time Bin	8500-9000 Years	8500	North China		Northern Lowland			Level Component	0.21123	1.000	Yes
Standardized Composite Score	Time Bin	8500-9000 Years	8500	North China		Northern Lowland			Level Component	1.11410	1.000	Yes
Composite Trajectory Score	Time Bin	8500-9000 Years	8500	Northern Segment		Corridor Segment			Level Component	-0.30735	1.000	Yes
Standardized Composite Score	Time Bin	8500-9000 Years	8500	Northern Segment		Corridor Segment			Level Component	0.28746	1.000	Yes
Composite Trajectory Score	Time Bin	8500-9000 Years	8500	Panxi and Liangshan		Sichuan Region			Level Component	-1.37921	1.000	Yes
Standardized Composite Score	Time Bin	8500-9000 Years	8500	Panxi and Liangshan		Sichuan Region			Level Component	-1.42115	1.000	Yes
Composite Trajectory Score	Time Bin	8500-9000 Years	8500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.87045	1.000	Yes
Standardized Composite Score	Time Bin	8500-9000 Years	8500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.61016	1.000	Yes
Composite Trajectory Score	Time Bin	8500-9000 Years	8500	Sichuan Basin		Sichuan Region			Level Component	0.23296	1.000	Yes
Standardized Composite Score	Time Bin	8500-9000 Years	8500	Sichuan Basin		Sichuan Region			Level Component	1.14875	1.000	Yes
Composite Trajectory Score	Time Bin	8500-9000 Years	8500	Southern Segment		Corridor Segment			Level Component	0.26475	1.000	Yes
Standardized Composite Score	Time Bin	8500-9000 Years	8500	Southern Segment		Corridor Segment			Level Component	1.19941	1.000	Yes
Composite Trajectory Score	Time Bin	8500-9000 Years	8500	Western Highland		Highland			Level Component	-0.92799	1.000	Yes
Standardized Composite Score	Time Bin	8500-9000 Years	8500	Western Highland		Highland			Level Component	-0.70188	1.000	Yes
Composite Trajectory Score	Time Bin	9000-9500 Years	9000	Central Segment		Corridor Segment			Level Component	-1.37412	1.000	Yes
Standardized Composite Score	Time Bin	9000-9500 Years	9000	Central Segment		Corridor Segment			Level Component	-0.89825	1.000	Yes
Composite Trajectory Score	Time Bin	9000-9500 Years	9000	North China		Northern Lowland			Level Component	-0.20742	1.000	Yes
Standardized Composite Score	Time Bin	9000-9500 Years	9000	North China		Northern Lowland			Level Component	0.01643	1.000	Yes
Composite Trajectory Score	Time Bin	9000-9500 Years	9000	Northern Segment		Corridor Segment			Level Component	-0.36000	1.000	Yes
Standardized Composite Score	Time Bin	9000-9500 Years	9000	Northern Segment		Corridor Segment			Level Component	-0.10320	1.000	Yes
Composite Trajectory Score	Time Bin	9000-9500 Years	9000	Panxi and Liangshan		Sichuan Region			Level Component	-1.56955	1.000	Yes
Standardized Composite Score	Time Bin	9000-9500 Years	9000	Panxi and Liangshan		Sichuan Region			Level Component	-1.05147	1.000	Yes
Composite Trajectory Score	Time Bin	9000-9500 Years	9000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.93970	1.000	Yes
Standardized Composite Score	Time Bin	9000-9500 Years	9000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.55767	1.000	Yes
Composite Trajectory Score	Time Bin	9000-9500 Years	9000	Sichuan Basin		Sichuan Region			Level Component	1.71264	1.000	Yes
Standardized Composite Score	Time Bin	9000-9500 Years	9000	Sichuan Basin		Sichuan Region			Level Component	1.52172	1.000	Yes
Composite Trajectory Score	Time Bin	9000-9500 Years	9000	Southern Segment		Corridor Segment			Level Component	1.98489	1.000	Yes
Standardized Composite Score	Time Bin	9000-9500 Years	9000	Southern Segment		Corridor Segment			Level Component	1.73517	1.000	Yes
Composite Trajectory Score	Time Bin	9000-9500 Years	9000	Western Highland		Highland			Level Component	-1.07370	1.000	Yes
Standardized Composite Score	Time Bin	9000-9500 Years	9000	Western Highland		Highland			Level Component	-0.66272	1.000	Yes
Composite Trajectory Score	Time Bin	9500-10000 Years	9500	Central Segment		Corridor Segment			Level Component	-1.11758	1.000	Yes
Standardized Composite Score	Time Bin	9500-10000 Years	9500	Central Segment		Corridor Segment			Level Component	-0.97172	1.000	Yes
Composite Trajectory Score	Time Bin	9500-10000 Years	9500	North China		Northern Lowland			Level Component	-0.01966	1.000	Yes
Standardized Composite Score	Time Bin	9500-10000 Years	9500	North China		Northern Lowland			Level Component	0.50174	1.000	Yes
Composite Trajectory Score	Time Bin	9500-10000 Years	9500	Northern Segment		Corridor Segment			Level Component	0.04784	1.000	Yes
Standardized Composite Score	Time Bin	9500-10000 Years	9500	Northern Segment		Corridor Segment			Level Component	0.59234	1.000	Yes
Composite Trajectory Score	Time Bin	9500-10000 Years	9500	Panxi and Liangshan		Sichuan Region			Level Component	-1.18645	1.000	Yes
Standardized Composite Score	Time Bin	9500-10000 Years	9500	Panxi and Liangshan		Sichuan Region			Level Component	-1.06414	1.000	Yes
Composite Trajectory Score	Time Bin	9500-10000 Years	9500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.64720	1.000	Yes
Standardized Composite Score	Time Bin	9500-10000 Years	9500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.34044	1.000	Yes
Composite Trajectory Score	Time Bin	9500-10000 Years	9500	Sichuan Basin		Sichuan Region			Level Component	1.05326	1.000	Yes
Standardized Composite Score	Time Bin	9500-10000 Years	9500	Sichuan Basin		Sichuan Region			Level Component	1.94165	1.000	Yes
Composite Trajectory Score	Time Bin	9500-10000 Years	9500	Western Highland		Highland			Level Component	-0.88488	1.000	Yes
Standardized Composite Score	Time Bin	9500-10000 Years	9500	Western Highland		Highland			Level Component	-0.65942	1.000	Yes
Composite Trajectory Score	Time Bin	10000-10500 Years	10000	Central Segment		Corridor Segment			Level Component	-1.20026	1.000	Yes
Standardized Composite Score	Time Bin	10000-10500 Years	10000	Central Segment		Corridor Segment			Level Component	-0.82957	1.000	Yes
Composite Trajectory Score	Time Bin	10000-10500 Years	10000	North China		Northern Lowland			Level Component	-0.24320	1.000	Yes
Standardized Composite Score	Time Bin	10000-10500 Years	10000	North China		Northern Lowland			Level Component	0.05166	1.000	Yes
Composite Trajectory Score	Time Bin	10000-10500 Years	10000	Northern Segment		Corridor Segment			Level Component	0.01339	1.000	Yes
Standardized Composite Score	Time Bin	10000-10500 Years	10000	Northern Segment		Corridor Segment			Level Component	0.28793	1.000	Yes
Composite Trajectory Score	Time Bin	10000-10500 Years	10000	Panxi and Liangshan		Sichuan Region			Level Component	-1.30996	1.000	Yes
Standardized Composite Score	Time Bin	10000-10500 Years	10000	Panxi and Liangshan		Sichuan Region			Level Component	-0.93058	1.000	Yes
Composite Trajectory Score	Time Bin	10000-10500 Years	10000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.64807	1.000	Yes
Standardized Composite Score	Time Bin	10000-10500 Years	10000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.32113	1.000	Yes
Composite Trajectory Score	Time Bin	10000-10500 Years	10000	Sichuan Basin		Sichuan Region			Level Component	2.13169	1.000	Yes
Standardized Composite Score	Time Bin	10000-10500 Years	10000	Sichuan Basin		Sichuan Region			Level Component	2.23840	1.000	Yes
Composite Trajectory Score	Time Bin	10000-10500 Years	10000	Western Highland		Highland			Level Component	-0.83876	1.000	Yes
Standardized Composite Score	Time Bin	10000-10500 Years	10000	Western Highland		Highland			Level Component	-0.49671	1.000	Yes
Composite Trajectory Score	Time Bin	10500-11000 Years	10500	Central Segment		Corridor Segment			Level Component	-1.17352	1.000	Yes
Standardized Composite Score	Time Bin	10500-11000 Years	10500	Central Segment		Corridor Segment			Level Component	-0.98886	1.000	Yes
Composite Trajectory Score	Time Bin	10500-11000 Years	10500	North China		Northern Lowland			Level Component	-0.10505	1.000	Yes
Standardized Composite Score	Time Bin	10500-11000 Years	10500	North China		Northern Lowland			Level Component	0.68771	1.000	Yes
Composite Trajectory Score	Time Bin	10500-11000 Years	10500	Northern Segment		Corridor Segment			Level Component	0.02701	1.000	Yes
Standardized Composite Score	Time Bin	10500-11000 Years	10500	Northern Segment		Corridor Segment			Level Component	0.89491	1.000	Yes
Composite Trajectory Score	Time Bin	10500-11000 Years	10500	Panxi and Liangshan		Sichuan Region			Level Component	-1.68431	1.000	Yes
Standardized Composite Score	Time Bin	10500-11000 Years	10500	Panxi and Liangshan		Sichuan Region			Level Component	-1.79036	1.000	Yes
Composite Trajectory Score	Time Bin	10500-11000 Years	10500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.51918	1.000	Yes
Standardized Composite Score	Time Bin	10500-11000 Years	10500	Qinghai-Tibet Plateau Core		Highland			Level Component	0.03788	1.000	Yes
Composite Trajectory Score	Time Bin	10500-11000 Years	10500	Sichuan Basin		Sichuan Region			Level Component	0.24628	1.000	Yes
Standardized Composite Score	Time Bin	10500-11000 Years	10500	Sichuan Basin		Sichuan Region			Level Component	1.23898	1.000	Yes
Composite Trajectory Score	Time Bin	10500-11000 Years	10500	Western Highland		Highland			Level Component	-0.59446	1.000	Yes
Standardized Composite Score	Time Bin	10500-11000 Years	10500	Western Highland		Highland			Level Component	-0.08025	1.000	Yes
Composite Trajectory Score	Time Bin	11000-11500 Years	11000	Central Segment		Corridor Segment			Level Component	-1.09034	1.000	Yes
Standardized Composite Score	Time Bin	11000-11500 Years	11000	Central Segment		Corridor Segment			Level Component	-0.91521	1.000	Yes
Composite Trajectory Score	Time Bin	11000-11500 Years	11000	North China		Northern Lowland			Level Component	-0.07897	1.000	Yes
Standardized Composite Score	Time Bin	11000-11500 Years	11000	North China		Northern Lowland			Level Component	0.19715	1.000	Yes
Composite Trajectory Score	Time Bin	11000-11500 Years	11000	Northern Segment		Corridor Segment			Level Component	-0.02675	1.000	Yes
Standardized Composite Score	Time Bin	11000-11500 Years	11000	Northern Segment		Corridor Segment			Level Component	0.25458	1.000	Yes
Composite Trajectory Score	Time Bin	11000-11500 Years	11000	Panxi and Liangshan		Sichuan Region			Level Component	-1.25893	1.000	Yes
Standardized Composite Score	Time Bin	11000-11500 Years	11000	Panxi and Liangshan		Sichuan Region			Level Component	-1.10064	1.000	Yes
Composite Trajectory Score	Time Bin	11000-11500 Years	11000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.49504	1.000	Yes
Standardized Composite Score	Time Bin	11000-11500 Years	11000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.26047	1.000	Yes
Composite Trajectory Score	Time Bin	11000-11500 Years	11000	Sichuan Basin		Sichuan Region			Level Component	1.70592	1.000	Yes
Standardized Composite Score	Time Bin	11000-11500 Years	11000	Sichuan Basin		Sichuan Region			Level Component	2.16027	1.000	Yes
Composite Trajectory Score	Time Bin	11000-11500 Years	11000	Western Highland		Highland			Level Component	-0.56342	1.000	Yes
Standardized Composite Score	Time Bin	11000-11500 Years	11000	Western Highland		Highland			Level Component	-0.33568	1.000	Yes
Composite Trajectory Score	Time Bin	11500-12000 Years	11500	Central Segment		Corridor Segment			Level Component	-1.25039	1.000	Yes
Standardized Composite Score	Time Bin	11500-12000 Years	11500	Central Segment		Corridor Segment			Level Component	-1.41872	1.000	Yes
Composite Trajectory Score	Time Bin	11500-12000 Years	11500	North China		Northern Lowland			Level Component	0.19078	1.000	Yes
Standardized Composite Score	Time Bin	11500-12000 Years	11500	North China		Northern Lowland			Level Component	1.41794	1.000	Yes
Composite Trajectory Score	Time Bin	11500-12000 Years	11500	Northern Segment		Corridor Segment			Level Component	-0.10109	1.000	Yes
Standardized Composite Score	Time Bin	11500-12000 Years	11500	Northern Segment		Corridor Segment			Level Component	0.84344	1.000	Yes
Composite Trajectory Score	Time Bin	11500-12000 Years	11500	Panxi and Liangshan		Sichuan Region			Level Component	-1.08457	1.000	Yes
Standardized Composite Score	Time Bin	11500-12000 Years	11500	Panxi and Liangshan		Sichuan Region			Level Component	-1.09232	1.000	Yes
Composite Trajectory Score	Time Bin	11500-12000 Years	11500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.39352	1.000	Yes
Standardized Composite Score	Time Bin	11500-12000 Years	11500	Qinghai-Tibet Plateau Core		Highland			Level Component	0.26786	1.000	Yes
Composite Trajectory Score	Time Bin	11500-12000 Years	11500	Western Highland		Highland			Level Component	-0.53886	1.000	Yes
Standardized Composite Score	Time Bin	11500-12000 Years	11500	Western Highland		Highland			Level Component	-0.01821	1.000	Yes
Composite Trajectory Score	Time Bin	12000-12500 Years	12000	Central Segment		Corridor Segment			Level Component	-1.04373	1.000	Yes
Standardized Composite Score	Time Bin	12000-12500 Years	12000	Central Segment		Corridor Segment			Level Component	-0.90504	1.000	Yes
Composite Trajectory Score	Time Bin	12000-12500 Years	12000	North China		Northern Lowland			Level Component	0.02910	1.000	Yes
Standardized Composite Score	Time Bin	12000-12500 Years	12000	North China		Northern Lowland			Level Component	1.25509	1.000	Yes
Composite Trajectory Score	Time Bin	12000-12500 Years	12000	Northern Segment		Corridor Segment			Level Component	-0.11747	1.000	Yes
Standardized Composite Score	Time Bin	12000-12500 Years	12000	Northern Segment		Corridor Segment			Level Component	0.95998	1.000	Yes
Composite Trajectory Score	Time Bin	12000-12500 Years	12000	Panxi and Liangshan		Sichuan Region			Level Component	-1.39239	1.000	Yes
Standardized Composite Score	Time Bin	12000-12500 Years	12000	Panxi and Liangshan		Sichuan Region			Level Component	-1.60704	1.000	Yes
Composite Trajectory Score	Time Bin	12000-12500 Years	12000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.43636	1.000	Yes
Standardized Composite Score	Time Bin	12000-12500 Years	12000	Qinghai-Tibet Plateau Core		Highland			Level Component	0.31790	1.000	Yes
Composite Trajectory Score	Time Bin	12000-12500 Years	12000	Western Highland		Highland			Level Component	-0.60462	1.000	Yes
Standardized Composite Score	Time Bin	12000-12500 Years	12000	Western Highland		Highland			Level Component	-0.02090	1.000	Yes
Composite Trajectory Score	Time Bin	12500-13000 Years	12500	Central Segment		Corridor Segment			Level Component	-1.23140	1.000	Yes
Standardized Composite Score	Time Bin	12500-13000 Years	12500	Central Segment		Corridor Segment			Level Component	-1.29736	1.000	Yes
Composite Trajectory Score	Time Bin	12500-13000 Years	12500	North China		Northern Lowland			Level Component	0.10810	1.000	Yes
Standardized Composite Score	Time Bin	12500-13000 Years	12500	North China		Northern Lowland			Level Component	1.29355	1.000	Yes
Composite Trajectory Score	Time Bin	12500-13000 Years	12500	Northern Segment		Corridor Segment			Level Component	-0.15584	1.000	Yes
Standardized Composite Score	Time Bin	12500-13000 Years	12500	Northern Segment		Corridor Segment			Level Component	0.78302	1.000	Yes
Composite Trajectory Score	Time Bin	12500-13000 Years	12500	Panxi and Liangshan		Sichuan Region			Level Component	-1.26397	1.000	Yes
Standardized Composite Score	Time Bin	12500-13000 Years	12500	Panxi and Liangshan		Sichuan Region			Level Component	-1.36036	1.000	Yes
Composite Trajectory Score	Time Bin	12500-13000 Years	12500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.37209	1.000	Yes
Standardized Composite Score	Time Bin	12500-13000 Years	12500	Qinghai-Tibet Plateau Core		Highland			Level Component	0.36476	1.000	Yes
Composite Trajectory Score	Time Bin	12500-13000 Years	12500	Western Highland		Highland			Level Component	-0.44879	1.000	Yes
Standardized Composite Score	Time Bin	12500-13000 Years	12500	Western Highland		Highland			Level Component	0.21640	1.000	Yes
Composite Trajectory Score	Time Bin	13000-13500 Years	13000	Central Segment		Corridor Segment			Level Component	-1.07693	1.000	Yes
Standardized Composite Score	Time Bin	13000-13500 Years	13000	Central Segment		Corridor Segment			Level Component	-1.37732	1.000	Yes
Composite Trajectory Score	Time Bin	13000-13500 Years	13000	North China		Northern Lowland			Level Component	0.08082	1.000	Yes
Standardized Composite Score	Time Bin	13000-13500 Years	13000	North China		Northern Lowland			Level Component	1.49236	1.000	Yes
Composite Trajectory Score	Time Bin	13000-13500 Years	13000	Northern Segment		Corridor Segment			Level Component	-0.18945	1.000	Yes
Standardized Composite Score	Time Bin	13000-13500 Years	13000	Northern Segment		Corridor Segment			Level Component	0.82245	1.000	Yes
Composite Trajectory Score	Time Bin	13000-13500 Years	13000	Panxi and Liangshan		Sichuan Region			Level Component	-0.95729	1.000	Yes
Standardized Composite Score	Time Bin	13000-13500 Years	13000	Panxi and Liangshan		Sichuan Region			Level Component	-1.08076	1.000	Yes
Composite Trajectory Score	Time Bin	13000-13500 Years	13000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.45091	1.000	Yes
Standardized Composite Score	Time Bin	13000-13500 Years	13000	Qinghai-Tibet Plateau Core		Highland			Level Component	0.17437	1.000	Yes
Composite Trajectory Score	Time Bin	13000-13500 Years	13000	Western Highland		Highland			Level Component	-0.53381	1.000	Yes
Standardized Composite Score	Time Bin	13000-13500 Years	13000	Western Highland		Highland			Level Component	-0.03111	1.000	Yes
Composite Trajectory Score	Time Bin	13500-14000 Years	13500	Central Segment		Corridor Segment			Level Component	-1.06525	1.000	Yes
Standardized Composite Score	Time Bin	13500-14000 Years	13500	Central Segment		Corridor Segment			Level Component	-1.24258	1.000	Yes
Composite Trajectory Score	Time Bin	13500-14000 Years	13500	North China		Northern Lowland			Level Component	0.17013	1.000	Yes
Standardized Composite Score	Time Bin	13500-14000 Years	13500	North China		Northern Lowland			Level Component	1.46809	1.000	Yes
Composite Trajectory Score	Time Bin	13500-14000 Years	13500	Northern Segment		Corridor Segment			Level Component	-0.22075	1.000	Yes
Standardized Composite Score	Time Bin	13500-14000 Years	13500	Northern Segment		Corridor Segment			Level Component	0.61042	1.000	Yes
Composite Trajectory Score	Time Bin	13500-14000 Years	13500	Panxi and Liangshan		Sichuan Region			Level Component	-1.10331	1.000	Yes
Standardized Composite Score	Time Bin	13500-14000 Years	13500	Panxi and Liangshan		Sichuan Region			Level Component	-1.32611	1.000	Yes
Composite Trajectory Score	Time Bin	13500-14000 Years	13500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.31562	1.000	Yes
Standardized Composite Score	Time Bin	13500-14000 Years	13500	Qinghai-Tibet Plateau Core		Highland			Level Component	0.40225	1.000	Yes
Composite Trajectory Score	Time Bin	13500-14000 Years	13500	Western Highland		Highland			Level Component	-0.45887	1.000	Yes
Standardized Composite Score	Time Bin	13500-14000 Years	13500	Western Highland		Highland			Level Component	0.08793	1.000	Yes
Composite Trajectory Score	Time Bin	14000-14500 Years	14000	Central Segment		Corridor Segment			Level Component	-1.16556	1.000	Yes
Standardized Composite Score	Time Bin	14000-14500 Years	14000	Central Segment		Corridor Segment			Level Component	-1.17609	1.000	Yes
Composite Trajectory Score	Time Bin	14000-14500 Years	14000	North China		Northern Lowland			Level Component	0.16705	1.000	Yes
Standardized Composite Score	Time Bin	14000-14500 Years	14000	North China		Northern Lowland			Level Component	1.41232	1.000	Yes
Composite Trajectory Score	Time Bin	14000-14500 Years	14000	Northern Segment		Corridor Segment			Level Component	-0.14291	1.000	Yes
Standardized Composite Score	Time Bin	14000-14500 Years	14000	Northern Segment		Corridor Segment			Level Component	0.81026	1.000	Yes
Composite Trajectory Score	Time Bin	14000-14500 Years	14000	Panxi and Liangshan		Sichuan Region			Level Component	-1.26212	1.000	Yes
Standardized Composite Score	Time Bin	14000-14500 Years	14000	Panxi and Liangshan		Sichuan Region			Level Component	-1.36364	1.000	Yes
Composite Trajectory Score	Time Bin	14000-14500 Years	14000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.39238	1.000	Yes
Standardized Composite Score	Time Bin	14000-14500 Years	14000	Qinghai-Tibet Plateau Core		Highland			Level Component	0.32570	1.000	Yes
Composite Trajectory Score	Time Bin	14000-14500 Years	14000	Western Highland		Highland			Level Component	-0.56447	1.000	Yes
Standardized Composite Score	Time Bin	14000-14500 Years	14000	Western Highland		Highland			Level Component	-0.00856	1.000	Yes
Composite Trajectory Score	Time Bin	14500-15000 Years	14500	Central Segment		Corridor Segment			Level Component	-0.96631	1.000	Yes
Standardized Composite Score	Time Bin	14500-15000 Years	14500	Central Segment		Corridor Segment			Level Component	-1.54590	1.000	Yes
Composite Trajectory Score	Time Bin	14500-15000 Years	14500	North China		Northern Lowland			Level Component	0.15296	1.000	Yes
Standardized Composite Score	Time Bin	14500-15000 Years	14500	North China		Northern Lowland			Level Component	1.58759	1.000	Yes
Composite Trajectory Score	Time Bin	14500-15000 Years	14500	Northern Segment		Corridor Segment			Level Component	-0.14302	1.000	Yes
Standardized Composite Score	Time Bin	14500-15000 Years	14500	Northern Segment		Corridor Segment			Level Component	0.75897	1.000	Yes
Composite Trajectory Score	Time Bin	14500-15000 Years	14500	Panxi and Liangshan		Sichuan Region			Level Component	-0.66607	1.000	Yes
Standardized Composite Score	Time Bin	14500-15000 Years	14500	Panxi and Liangshan		Sichuan Region			Level Component	-0.70533	1.000	Yes
Composite Trajectory Score	Time Bin	14500-15000 Years	14500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.40384	1.000	Yes
Standardized Composite Score	Time Bin	14500-15000 Years	14500	Qinghai-Tibet Plateau Core		Highland			Level Component	0.02880	1.000	Yes
Composite Trajectory Score	Time Bin	14500-15000 Years	14500	Western Highland		Highland			Level Component	-0.45846	1.000	Yes
Standardized Composite Score	Time Bin	14500-15000 Years	14500	Western Highland		Highland			Level Component	-0.12413	1.000	Yes
Composite Trajectory Score	Time Bin	15000-15500 Years	15000	Central Segment		Corridor Segment			Level Component	-1.16031	1.000	Yes
Standardized Composite Score	Time Bin	15000-15500 Years	15000	Central Segment		Corridor Segment			Level Component	-1.77697	1.000	Yes
Composite Trajectory Score	Time Bin	15000-15500 Years	15000	North China		Northern Lowland			Level Component	-0.00373	1.000	Yes
Standardized Composite Score	Time Bin	15000-15500 Years	15000	North China		Northern Lowland			Level Component	1.29524	1.000	Yes
Composite Trajectory Score	Time Bin	15000-15500 Years	15000	Northern Segment		Corridor Segment			Level Component	-0.17959	1.000	Yes
Standardized Composite Score	Time Bin	15000-15500 Years	15000	Northern Segment		Corridor Segment			Level Component	0.82810	1.000	Yes
Composite Trajectory Score	Time Bin	15000-15500 Years	15000	Panxi and Liangshan		Sichuan Region			Level Component	-0.72866	1.000	Yes
Standardized Composite Score	Time Bin	15000-15500 Years	15000	Panxi and Liangshan		Sichuan Region			Level Component	-0.63038	1.000	Yes
Composite Trajectory Score	Time Bin	15000-15500 Years	15000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.38379	1.000	Yes
Standardized Composite Score	Time Bin	15000-15500 Years	15000	Qinghai-Tibet Plateau Core		Highland			Level Component	0.28569	1.000	Yes
Composite Trajectory Score	Time Bin	15000-15500 Years	15000	Western Highland		Highland			Level Component	-0.49197	1.000	Yes
Standardized Composite Score	Time Bin	15000-15500 Years	15000	Western Highland		Highland			Level Component	-0.00168	1.000	Yes
Composite Trajectory Score	Time Bin	15500-16000 Years	15500	Central Segment		Corridor Segment			Level Component	-0.89174	1.000	Yes
Standardized Composite Score	Time Bin	15500-16000 Years	15500	Central Segment		Corridor Segment			Level Component	-0.93172	1.000	Yes
Composite Trajectory Score	Time Bin	15500-16000 Years	15500	North China		Northern Lowland			Level Component	-0.25173	1.000	Yes
Standardized Composite Score	Time Bin	15500-16000 Years	15500	North China		Northern Lowland			Level Component	1.16725	1.000	Yes
Composite Trajectory Score	Time Bin	15500-16000 Years	15500	Northern Segment		Corridor Segment			Level Component	-0.47118	1.000	Yes
