haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
N9a2a3	3457.4	330.0	6650.3	3.4574	0.3300	6.6503	6	rho_fallback_no_desc	NA	
N9a2b	8567.3	288.5	17267.9	8.5673	0.2885	17.2679	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
N9a2c	2213.3	167.1	4288.1	2.2133	0.1671	4.2881	7	rho_fallback_no_desc	NA	
N9a2d	4554.4	2095.1	7053.0	4.5544	2.0951	7.0530	4	rho_fallback_no_desc	NA	
N9a3	11948.4	10599.2	13309.1	11.9483	10.5992	13.3091	249	single_child_interpolation	NA	
N9a3a	6103.3	4369.6	7855.7	6.1033	4.3696	7.8557	3	rho_fallback_no_desc	NA	
N9a4	11559.9	9008.6	14147.5	11.5599	9.0086	14.1475	107	rho_direct	NA	
N9a4a	11859.7	0.0	27269.9	11.8597	0.0000	27.2699	11	rho_direct	low	ci_exceeds_ancestor
N9a4b	9477.8	5698.1	13353.1	9.4778	5.6981	13.3531	74	single_child_interpolation	NA	
N9a4b1	7395.6	2387.6	12558.7	7.3956	2.3876	12.5587	38	rho_direct	NA	
N9a5	13012.2	8360.8	17862.0	13.0122	8.3608	17.8620	22	single_child_interpolation	NA	
N9a5a	7891.7	15.5	16154.6	7.8917	0.0155	16.1546	3	rho_fallback_no_desc	NA	
N9a6	12654.2	10021.5	15324.4	12.6542	10.0215	15.3244	62	rho_direct	NA	
N9a6a	11219.9	7371.0	15152.4	11.2199	7.3710	15.1524	9	rho_fallback_no_desc	NA	
N9a6b	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
N9a7	6281.2	4263.3	8324.6	6.2812	4.2633	8.3246	15	rho_direct	NA	
N9a8	12907.5	10765.1	15074.7	12.9075	10.7651	15.0747	54	rho_direct	NA	
N9a8a	2585.4	977.5	4210.8	2.5854	0.9775	4.2108	5	rho_fallback_no_desc	NA	
N9a8b	18061.2	16209.3	19929.8	18.0612	16.2093	19.9298	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
N9a9	12400.8	12084.5	12718.2	12.4008	12.0845	12.7182	127	single_child_interpolation	NA	
N9a9a	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	3	rho_fallback_no_desc	NA	
N9b	12348.7	9698.9	15036.9	12.3487	9.6989	15.0369	38	rho_direct	NA	
N9b1	14067.0	9505.6	18739.3	14.067	9.5056	18.7393	16	rho_direct	low	ci_exceeds_ancestor
N9b1a	17303.3	14487.8	20158.0	17.3033	14.4878	20.1580	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
N9b1b	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
N9b1c	15119.4	8706.8	21765.0	15.1194	8.7068	21.7650	5	single_child_interpolation	low	ci_exceeds_ancestor
N9b1c1	16171.7	7908.0	24790.8	16.1717	7.9080	24.7908	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
N9b2	14968.0	12260.5	17713.3	14.968	12.2605	17.7133	3	single_child_interpolation	low	ci_exceeds_ancestor
N9b2a	17587.2	14822.1	20389.8	17.5872	14.8221	20.3898	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
N9b3	6995.0	2424.1	11696.1	6.995	2.4241	11.6961	3	rho_fallback_no_desc	NA	
N9b4	12215.3	10403.2	14045.3	12.2153	10.4032	14.0453	12	rho_direct	low	ci_exceeds_ancestor
O	36209.2	33374.0	39120.5	36.2092	33.3740	39.1205	3	single_child_interpolation	NA	
O1	22727.4	17408.1	28268.7	22.7274	17.4081	28.2687	3	single_child_interpolation	NA	
O1a	9245.6	1442.2	17416.8	9.2456	1.4422	17.4168	2	rho_fallback_no_desc	NA	
P	49020.6	47429.5	50618.7	49.0206	47.4295	50.6187	511	rho_direct	NA	
P1	25254.8	24105.6	26409.5	25.2548	24.1056	26.4095	316	rho_direct	NA	
P10	4334.4	2620.2	6067.7	4.3344	2.6202	6.0677	3	rho_fallback_no_desc	NA	
P11	15954.8	13673.4	18262.5	15.9548	13.6734	18.2625	13	rho_direct	NA	
P12		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
P13	22981.3	18459.0	27594.5	22.9813	18.4590	27.5945	8	rho_fallback_no_desc	NA	
P1_T152C!	18604.3	16421.9	20809.5	18.6043	16.4219	20.8095	21	rho_direct	NA	
P1a	21594.8	20822.1	22370.2	21.5948	20.8221	22.3702	39	rho_direct	NA	
P1b	1545.7	307.6	2794.5	1.5457	0.3076	2.7945	5	rho_fallback_no_desc	NA	
P1c	26280.6	23403.9	29191.5	26.2806	23.4039	29.1915	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
P1d	19069.9	18333.5	19809.0	19.0699	18.3335	19.8090	249	rho_direct	NA	
P1d1	13822.0	12751.8	14898.2	13.822	12.7518	14.8982	111	rho_direct	NA	
