haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
H1e1a6	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
H1e1a7	1934.8	0.0	4391.4	1.9348	0.0000	4.3914	4	rho_fallback_no_desc	NA	
H1e1a8	4334.4	0.0	8961.0	4.3344	0.0000	8.9610	3	rho_fallback_no_desc	NA	
H1e1a9	3632.4	1587.2	5705.3	3.6324	1.5872	5.7053	5	rho_fallback_no_desc	NA	
H1e1a_C16278T!	6113.0	2941.4	9442.8	6.113	2.9414	9.4428	4	single_child_interpolation	NA	
H1e1b	8601.6	6542.8	10689.2	8.6016	6.5427	10.6892	13	single_child_interpolation	low	ci_exceeds_ancestor
H1e1b1	6427.0	3681.4	9219.6	6.427	3.6814	9.2196	11	rho_direct	NA	
H1e1b1a	6548.6	0.0	20159.7	6.5486	0.0000	20.1597	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1e1b1b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
H1e1c	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1e1d	3749.2	2018.1	5500.0	3.7492	2.0181	5.5000	9	rho_fallback_no_desc	NA	
H1e2	4127.6	2800.5	5466.2	4.1276	2.8005	5.4662	17	rho_direct	NA	
H1e2a	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
H1e2b	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1e2c	2585.4	0.0	6243.7	2.5854	0.0000	6.2437	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1e2d	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
H1e3	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1e4	5960.4	4756.4	7802.4	5.9604	4.7564	7.8024	4	single_child_interpolation	NA	
H1e4a	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1e5	10063.0	5519.0	14727.0	10.063	5.5190	14.7270	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1e5a	6324.2	2759.5	10146.5	6.3242	2.7595	10.1465	3	single_child_interpolation	NA	
H1e5a1	2585.4	0.0	5566.0	2.5854	0.0000	5.5660	3	rho_fallback_no_desc	NA	
H1e5b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
H1e6	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
H1e7	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1e8	8591.2	4756.4	13180.0	8.5913	4.7564	13.1800	3	single_child_interpolation	low	ci_exceeds_ancestor
H1e8a	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1e_G16129A!	5960.4	4756.4	7802.4	5.9604	4.7564	7.8024	3	single_child_interpolation	NA	
H1f	6418.6	5631.1	7210.4	6.4186	5.6311	7.2104	13	single_child_interpolation	NA	
H1f1		1246.8			1.2469	NA	11	single_child_interpolation	NA	
H1f1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1f_T16093C		3439.0			3.4390	NA	12	single_child_interpolation	NA	
H1g	5216.4	3879.3	6564.8	5.2164	3.8793	6.5648	6	rho_fallback_no_desc	NA	
H1g1	2585.4	513.0	4687.0	2.5854	0.5130	4.6870	4	rho_fallback_no_desc	NA	
H1g2	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H1h	7442.8	5830.4	9070.8	7.4428	5.8304	9.0708	6	rho_fallback_no_desc	NA	
H1h1	4686.6	2759.3	6637.8	4.6866	2.7593	6.6378	5	rho_fallback_no_desc	NA	
H1h2	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1i	5881.1	4252.9	7525.9	5.8811	4.2529	7.5259	8	rho_fallback_no_desc	NA	
H1i1	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1i2	3584.0	2126.4	5684.3	3.584	2.1264	5.6843	4	single_child_interpolation	NA	
H1i2a	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1j	8841.9	7174.0	10526.2	8.8419	7.1740	10.5262	37	rho_direct	low	ci_exceeds_ancestor
H1j1	5012.4	3414.2	6626.9	5.0124	3.4142	6.6269	13	rho_direct	NA	
H1j1a	3457.4	1753.1	5181.0	3.4574	1.7531	5.1810	6	rho_fallback_no_desc	NA	
H1j1a1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1j1a2	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1j1b	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1j1c	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1j2	7029.1	4567.9	9532.7	7.0291	4.5678	9.5327	8	single_child_interpolation	NA	
H1j2a	5216.4	1961.7	8539.1	5.2164	1.9617	8.5391	6	rho_fallback_no_desc	NA	
H1j3	856.7	0.0	2550.7	0.8567	0.0000	2.5507	3	rho_fallback_no_desc	NA	
H1j4	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
H1j5	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
H1j6	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1j7	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H1j8	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
H1j9	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H1k	6418.6	5260.8	7587.2	6.4186	5.2608	7.5872	3	single_child_interpolation	NA	
H1k1	3852.8	2630.4	5714.9	3.8528	2.6304	5.7149	3	single_child_interpolation	NA	
H1k1a	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1l	5420.6	4709.4	6135.0	5.4206	4.7094	6.1350	13	rho_direct	NA	
H1m	6937.5	5507.2	8389.5	6.9375	5.5072	8.3895	5	single_child_interpolation	NA	
H1m1	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
H1n	10268.0	8361.4	12195.2	10.268	8.3614	12.1952	24	rho_direct	low	ci_exceeds_ancestor
H1n1	7122.8	4924.8	9350.5	7.1228	4.9248	9.3505	7	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1n1a	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1n1b	856.7	0.0	2550.7	0.8567	0.0000	2.5507	3	rho_fallback_no_desc	NA	
H1n2	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1n3	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
H1n4	2151.3	0.0	4943.0	2.1513	0.0000	4.9430	6	rho_fallback_no_desc	NA	
H1n5	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1n6	6103.3	1558.1	10779.7	6.1033	1.5581	10.7797	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1n_T146C!	6995.0	5041.7	8971.7	6.995	5.0417	8.9717	21	rho_direct	NA	
H1n_T146C!_T195C!	3497.5	2520.8		3.4975	2.5208	NA	2	single_child_interpolation	NA	
H1o	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
H1p	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
H1q	6637.8	4611.1	8689.8	6.6378	4.6111	8.6898	15	rho_direct	NA	
H1q1	3962.4	2305.6	6266.2	3.9624	2.3056	6.2663	5	single_child_interpolation	NA	
H1q1a	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1q2	3457.4	0.0	8058.7	3.4574	0.0000	8.0587	3	rho_fallback_no_desc	NA	
H1q3	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1r	5633.2	4837.9	7063.3	5.6333	4.8379	7.0633	4	single_child_interpolation	NA	
H1r1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1s	7598.0	4837.9		7.598	4.8379	NA	3	single_child_interpolation	NA	
H1s1	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
H1t	5976.3	4393.9	7574.3	5.9763	4.3939	7.5743	14	rho_direct	NA	
H1t1	4467.4	3010.8	5937.8	4.4674	3.0108	5.9378	8	single_child_interpolation	NA	
H1t1a	3526.4	2798.1	4261.6	3.5264	2.7981	4.2616	7	single_child_interpolation	NA	
H1t1a1	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
H1t2	2585.4	0.0	5566.0	2.5854	0.0000	5.5660	3	rho_fallback_no_desc	NA	
H1u	10288.1	8465.9	12129.1	10.2881	8.4659	12.1291	17	rho_direct	low	ci_exceeds_ancestor
H1u1	1718.5	0.0	5145.6	1.7185	0.0000	5.1456	3	rho_fallback_no_desc	NA	
H1u2	6995.0	5251.8	8756.9	6.995	5.2518	8.7569	3	rho_fallback_no_desc	NA	
H1u3	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	5	rho_fallback_no_desc	NA	
H1u4	3238.9	1960.7	4528.0	3.2389	1.9607	4.5280	4	rho_fallback_no_desc	NA	
H1v	6282.5	6130.6	6434.6	6.2825	6.1306	6.4346	11	single_child_interpolation	NA	
H1v1	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	3	rho_fallback_no_desc	NA	
H1v1a	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1v1b	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1w	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1x	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1y	2585.4	0.0	5566.0	2.5854	0.0000	5.5660	3	rho_fallback_no_desc	NA	
H1z	7298.1	6992.4	7604.9	7.2981	6.9924	7.6049	5	single_child_interpolation	NA	
H1z1	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
H2	12099.7	11307.4	12895.5	12.0997	11.3074	12.8955	277	rho_direct	NA	
H20	9369.2	7898.4	10852.5	9.3692	7.8984	10.8525	22	rho_direct	NA	
H20a	7891.7	5905.6	9901.4	7.8917	5.9056	9.9014	8	rho_fallback_no_desc	NA	
H20a1	5238.6	2952.8	8842.6	5.2386	2.9528	8.8426	2	single_child_interpolation	NA	
H20a1a	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
H20a2	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H20a3	0.0	0.0	0.0	0.0	0.0000	0.0000	3	rho_fallback_no_desc	NA	
H20b	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H20c	4995.4	3379.3	6628.3	4.9954	3.3793	6.6283	12	rho_direct	NA	
H21	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H22		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H23	10024.0	9404.4	10645.8	10.024	9.4044	10.6458	56	rho_direct	NA	
H24	5027.0	3360.8	6710.9	5.027	3.3608	6.7109	14	rho_direct	NA	
H24a	3332.5	676.3	6036.0	3.3325	0.6763	6.0360	7	rho_fallback_no_desc	NA	
H24a1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H24a2	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
H24b	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H25	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H26	11433.8	8942.5	13959.8	11.4338	8.9425	13.9598	20	rho_direct	NA	
H26a	8514.8	5734.1	11342.9	8.5148	5.7341	11.3429	9	single_child_interpolation	NA	
H26a1	5595.9	2525.8	8726.0	5.5959	2.5258	8.7260	7	rho_fallback_no_desc	NA	
H26a1a	2797.9	1262.9		2.7979	1.2629	NA	2	single_child_interpolation	NA	
H26a1a1	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H26a1b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
H26b	6037.9	4471.2	7934.3	6.0379	4.4713	7.9343	4	single_child_interpolation	NA	
H26b1	642.0	0.0	1908.8	0.642	0.0000	1.9088	4	rho_fallback_no_desc	NA	
H26c	5216.4	1582.2	8935.7	5.2164	1.5822	8.9357	4	rho_fallback_no_desc	NA	
H27	5327.0	4224.2	6437.4	5.327	4.2242	6.4374	24	rho_direct	NA	
H27_T16093C	4254.5	2998.8	5520.4	4.2545	2.9988	5.5204	11	rho_direct	NA	
H27a	2213.3	489.2	3957.6	2.2133	0.4892	3.9576	7	rho_fallback_no_desc	NA	
H27b	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H27c	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H27d	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H27e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H27f	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H28	9846.2	8234.5	11486.8	9.8462	8.2345	11.4868	9	single_child_interpolation	NA	
H28a	4885.1	1901.2	7926.5	4.8851	1.9012	7.9265	8	rho_fallback_no_desc	NA	
H28a1	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H28a2	3895.3	0.0	11819.6	3.8953	0.0000	11.8196	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H29	6995.0	3527.4	10537.0	6.995	3.5274	10.5370	6	rho_fallback_no_desc	NA	
H29a	4554.4	0.0	9982.0	4.5544	0.0000	9.9820	4	rho_fallback_no_desc	NA	
H29b	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H2_T152C_T16311C	7546.2	6337.6	8763.7	7.5462	6.3376	8.7637	39	rho_direct	NA	
H2a	10115.8	9336.8	10898.3	10.1158	9.3368	10.8983	238	rho_direct	NA	
H2a1	8027.7	7122.1	8938.2	8.0277	7.1221	8.9382	119	rho_direct	NA	
H2a1_T146C!	4442.2	3561.1	5744.5	4.4422	3.5611	5.7445	6	single_child_interpolation	NA	
H2a1a	5772.7	4506.8	7048.6	5.7727	4.5068	7.0486	43	rho_direct	NA	
H2a1a1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H2a1a2	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H2a1b	8277.4	5861.9	10727.7	8.2774	5.8619	10.7277	7	rho_fallback_no_desc	low	ci_exceeds_ancestor
H2a1b1	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
H2a1b2	1545.7	0.0	3590.4	1.5457	0.0000	3.5904	5	rho_fallback_no_desc	NA	
H2a1c	2213.3	167.1	4288.1	2.2133	0.1671	4.2881	7	rho_fallback_no_desc	NA	
H2a1d	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H2a1e	6622.0	5623.0	7627.4	6.622	5.6230	7.6274	13	single_child_interpolation	NA	
H2a1e1	5216.4	4123.8	6316.5	5.2164	4.1238	6.3165	10	rho_direct	NA	
H2a1e1a	2608.2	2061.9	3158.2	2.6082	2.0619	3.1582	6	single_child_interpolation	NA	
H2a1e1a1	0.0	0.0	0.0	0.0	0.0000	0.0000	2	rho_fallback_no_desc	NA	
H2a1e1b	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H2a1f	3238.9	1960.7	4528.0	3.2389	1.9607	4.5280	8	rho_fallback_no_desc	NA	
H2a1f1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H2a1f2	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H2a1g	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H2a1i	7891.7	2689.8	13259.3	7.8917	2.6898	13.2593	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H2a1j	3457.4	0.0	8058.7	3.4574	0.0000	8.0587	3	rho_fallback_no_desc	NA	
H2a1k	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H2a1m	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H2a1n	856.7	0.0	2550.7	0.8567	0.0000	2.5507	3	rho_fallback_no_desc	NA	
H2a2	11206.6	10039.3	12381.6	11.2066	10.0393	12.3816	23	rho_direct	low	ci_exceeds_ancestor
H2a2_A16235G	9182.1	7727.4	10650.0	9.1822	7.7275	10.6500	11	single_child_interpolation	NA	
H2a2a	6325.8	5318.3	7339.5	6.3258	5.3183	7.3395	12	rho_direct	NA	
H2a2a1	3632.4	2498.4	4774.9	3.6324	2.4984	4.7749	10	rho_direct	NA	
H2a2a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H2a2a1b	856.7	0.0	2550.7	0.8567	0.0000	2.5507	3	rho_fallback_no_desc	NA	
H2a2a1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H2a2a1d	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H2a2a1e	2585.4	0.0	5566.0	2.5854	0.0000	5.5660	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
H2a2a1f	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H2a2a1g	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H2a2a1h	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H2a2a2	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H2a2b	7157.7	5415.6	8918.4	7.1577	5.4156	8.9184	11	rho_direct	NA	
H2a2b1	5198.3	3688.2	6723.2	5.1983	3.6882	6.7232	6	single_child_interpolation	NA	
H2a2b1a	3242.6	1844.1	5282.9	3.2426	1.8441	5.2829	4	single_child_interpolation	NA	
H2a2b1a1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H2a2b2	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H2a2b3	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H2a2b4	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H2a2b5	3578.8	2707.8		3.5789	2.7078	NA	1	single_child_interpolation	NA	
H2a2b5a	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H2a3	6281.2	4689.8	7888.4	6.2812	4.6898	7.8884	10	rho_direct	NA	
H2a3a	4760.1	3325.2	6208.2	4.7601	3.3253	6.2082	5	single_child_interpolation	NA	
H2a3a1	3238.9	1960.7	4528.0	3.2389	1.9607	4.5280	4	rho_fallback_no_desc	NA	
H2a3b	1718.5	34.2	3422.4	1.7185	0.0342	3.4224	3	rho_fallback_no_desc	NA	
H2a4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H2a5	6478.2	4914.4	8057.0	6.4782	4.9144	8.0570	19	rho_direct	NA	
H2a5a	5113.7	3367.3	6879.8	5.1137	3.3674	6.8798	9	single_child_interpolation	NA	
H2a5a1	3749.2	1820.3	5702.6	3.7492	1.8203	5.7026	9	rho_fallback_no_desc	NA	
H2a5a1a	3238.9	801.0	5716.7	3.2389	0.8010	5.7167	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
H2a5a1b	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H2a5b	1934.8	1104.1	2770.2	1.9348	1.1041	2.7702	8	rho_fallback_no_desc	NA	
H2a5b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H2a5b2	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H2b	3977.5	3083.4	4876.9	3.9775	3.0834	4.8769	32	rho_direct	NA	
H2c	5720.8	3838.2	7629.4	5.7207	3.8382	7.6294	4	single_child_interpolation	NA	
H2c1	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
H3	8943.2	8559.0	9328.2	8.9432	8.5590	9.3282	512	rho_direct	NA	
H30	10610.1	5589.8	15775.5	10.6101	5.5898	15.7755	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
H30a	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	3	rho_fallback_no_desc	NA	
H30b	7252.7	2794.9	13797.5	7.2527	2.7949	13.7975	2	single_child_interpolation	NA	
H30b1	3895.3	0.0	11819.6	3.8953	0.0000	11.8196	2	rho_fallback_no_desc	NA	
H31	5457.8	3428.9	7512.8	5.4578	3.4289	7.5128	11	rho_direct	NA	
H31a	3238.9	1960.7	4528.0	3.2389	1.9607	4.5280	4	rho_fallback_no_desc	NA	
H31b	4554.4	1330.5	7846.2	4.5544	1.3305	7.8462	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
H32	4837.8	4098.4	5580.7	4.8378	4.0984	5.5807	7	rho_fallback_no_desc	NA	
H33	4951.3	3712.7	6199.7	4.9513	3.7127	6.1997	20	rho_direct	NA	
H33a	1718.5	34.2	3422.4	1.7185	0.0342	3.4224	3	rho_fallback_no_desc	NA	
H33b	1028.6	0.0	2151.4	1.0286	0.0000	2.1514	10	rho_direct	NA	
H33c	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
H34	4686.6	1693.8	7737.6	4.6866	1.6938	7.7376	5	rho_fallback_no_desc	NA	
H35	10678.0	7283.9	14822.5	10.678	7.2839	14.8225	5	single_child_interpolation	NA	
H35a	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	NA	
H36	7442.8	4606.7	10327.8	7.4428	4.6067	10.3278	6	rho_fallback_no_desc	NA	
H37	8277.4	6901.1	9664.9	8.2774	6.9011	9.6649	7	rho_fallback_no_desc	NA	
H38	5216.4	3107.6	7353.6	5.2164	3.1076	7.3536	4	rho_fallback_no_desc	NA	
H39	4554.4	2670.8	6461.1	4.5544	2.6708	6.4611	8	rho_fallback_no_desc	NA	
H39a	2277.2	1335.4		2.2772	1.3354	NA	2	single_child_interpolation	NA	
H39a1	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H39b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H39c	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H3_A73G!	5115.1	4279.5	6585.5	5.1151	4.2795	6.5855	8	single_child_interpolation	NA	
H3_T152C!	7102.4	6127.9	8082.7	7.1024	6.1279	8.0827	75	rho_direct	NA	
H3_T16189C!	5115.1	4279.5	6585.5	5.1151	4.2795	6.5855	6	single_child_interpolation	NA	
H3_T16311C!	8846.2	7161.9	10547.2	8.8462	7.1619	10.5472	34	rho_direct	low	ci_exceeds_ancestor
H3a	6921.1	5471.4	8385.1	6.9211	5.4714	8.3851	8	single_child_interpolation	low	ci_exceeds_ancestor
H3a1	5014.6	3336.0	6712.4	5.0145	3.3360	6.7124	7	single_child_interpolation	NA	
H3a1a	3108.0	1200.7	5039.7	3.108	1.2007	5.0397	5	rho_fallback_no_desc	NA	
H3aa	2585.4	0.0	5566.0	2.5854	0.0000	5.5660	3	rho_fallback_no_desc	NA	
H3ab	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H3ac	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H3ad	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H3ae	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
H3af	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H3ag	6419.2	4279.5	10573.9	6.4192	4.2795	10.5739	3	single_child_interpolation	low	ci_exceeds_ancestor
H3ag1	3895.3	0.0	11819.6	3.8953	0.0000	11.8196	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H3ah	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H3ai	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
H3aj	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H3ak	9245.6	6602.1	11929.9	9.2456	6.6021	11.9299	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H3am		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H3an	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
H3ao	7079.8	5400.8	8787.6	7.0798	5.4008	8.7876	5	single_child_interpolation	NA	
H3ao1	5216.4	2242.5	8247.0	5.2164	2.2425	8.2470	3	rho_fallback_no_desc	NA	
H3ap	2585.4	0.0	5566.0	2.5854	0.0000	5.5660	3	rho_fallback_no_desc	NA	
H3aq	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H3ar	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
H3as	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H3at	5115.1	4279.5	6585.5	5.1151	4.2795	6.5855	3	single_child_interpolation	NA	
H3at1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H3au	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
H3av	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H3b	8138.9	6945.4	9344.9	8.1389	6.9455	9.3449	31	single_child_interpolation	low	ci_exceeds_ancestor
H3b1	8664.0	3857.3	13609.4	8.664	3.8573	13.6094	7	rho_fallback_no_desc	low	ci_exceeds_ancestor
H3b1a	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H3b1b	7383.6	1928.7	13742.1	7.3836	1.9287	13.7421	5	single_child_interpolation	low	ci_exceeds_ancestor
