original	sanitized
H6a1b2b	H6a1b2b
H6a1b2c	H6a1b2c
H6a1b2d	H6a1b2d
H6a1b2e	H6a1b2e
H6a1b3	H6a1b3
H6a1b3a	H6a1b3a
H6a1b3b	H6a1b3b
H6a1b4	H6a1b4
H6a2	H6a2
H6a2a	H6a2a
H6b	H6b
H6b1	H6b1
H6b2	H6b2
H6c	H6c
H6c1	H6c1
H7	H7
H70	H70
H71	H71
H72	H72
H73	H73
H73a	H73a
H73a1	H73a1
H74	H74
H75	H75
H76	H76
H76a	H76a
H77	H77
H78	H78
H79	H79
H79a	H79a
H7a	H7a
H7a1	H7a1
H7a1a	H7a1a
H7a1a1	H7a1a1
H7a1b	H7a1b
H7a1c	H7a1c
H7a1d	H7a1d
H7a2	H7a2
H7b	H7b
H7b1	H7b1
H7b2	H7b2
H7b2a	H7b2a
H7b3	H7b3
H7b4	H7b4
H7b5	H7b5
H7b6	H7b6
H7c	H7c
H7c1	H7c1
H7c2	H7c2
H7c3	H7c3
H7c4	H7c4
H7c5	H7c5
H7c6	H7c6
H7d	H7d
H7d1	H7d1
H7d2	H7d2
H7d2a	H7d2a
H7d3	H7d3
H7d3a	H7d3a
H7d4	H7d4
H7d5	H7d5
H7e	H7e
H7f	H7f
H7g	H7g
H7h	H7h
H7h1	H7h1
H7i	H7i
H7i1	H7i1
H8	H8
H80	H80
H81	H81
H81a	H81a
H82	H82
H83	H83
H84	H84
H85	H85
H86	H86
H87	H87
H88	H88
H89	H89
H8_C114T	H8_C114T
H8_C114T_T152C!	H8_C114T_T152C
H8a	H8a
H8a1	H8a1
H8b	H8b
H8b1	H8b1
H8b1a	H8b1a
H8c	H8c
H8c1	H8c1
H8c2	H8c2
H9	H9
H90	H90
H91	H91
H92	H92
H93	H93
H94	H94
H95	H95
H95a	H95a
H96	H96
H99	H99
H9a	H9a
HV	HV
HV0	HV0
HV0_T195C!	HV0_T195C
HV0a	HV0a
HV0a1	HV0a1
HV0a1a	HV0a1a
HV0b	HV0b
HV0c	HV0c
HV0d	HV0d
HV0e	HV0e
HV0f	HV0f
HV0g	HV0g
HV1	HV1
HV10	HV10
HV11	HV11
HV11a	HV11a
HV12	HV12
HV12a	HV12a
HV12a1	HV12a1
HV12b	HV12b
HV12b1	HV12b1
HV12b1a	HV12b1a
HV13	HV13
HV13a	HV13a
HV13b	HV13b
HV13b1	HV13b1
HV13b2	HV13b2
HV14	HV14
HV14a	HV14a
HV15	HV15
HV16	HV16
HV17	HV17
HV17a	HV17a
HV18	HV18
HV19	HV19
HV1a	HV1a
HV1a'b'c	HV1a_b_c
HV1a1	HV1a1
HV1a1a	HV1a1a
HV1a1b	HV1a1b
HV1a2	HV1a2
HV1a2a	HV1a2a
HV1a2b	HV1a2b
HV1a3	HV1a3
HV1a3a	HV1a3a
HV1b	HV1b
HV1b1	HV1b1
HV1b1a	HV1b1a
HV1b1b	HV1b1b
HV1b2	HV1b2
HV1b3	HV1b3
HV1b3a	HV1b3a
HV1b3b	HV1b3b
HV1b_T152C!	HV1b_T152C
HV1c	HV1c
HV1d	HV1d
HV2	HV2
HV20	HV20
HV21	HV21
HV22	HV22
HV23	HV23
HV24	HV24
HV25	HV25
HV2a	HV2a
HV2a1	HV2a1
HV2a1a	HV2a1a
HV2a2	HV2a2
HV2a3	HV2a3
HV3	HV3
HV4	HV4
HV4a	HV4a
HV4a1	HV4a1
HV4a1_C16291T	HV4a1_C16291T
HV4a1a	HV4a1a
HV4a1a1	HV4a1a1
HV4a1a2	HV4a1a2
HV4a1a3	HV4a1a3
HV4a1a4	HV4a1a4
HV4a2	HV4a2
HV4a2a	HV4a2a
HV4a2b	HV4a2b
HV4b	HV4b
HV4c	HV4c
HV5	HV5
HV5a	HV5a
HV5b	HV5b
HV6	HV6
HV6a	HV6a
HV7	HV7
HV8	HV8
HV9	HV9
HV9_T152C!	HV9_T152C
HV9a	HV9a
HV9a1	HV9a1
HV9a1a	HV9a1a
HV9b	HV9b
HV9c	HV9c
HV_A73G!	HV_A73G
HV_T16311C!	HV_T16311C
H_C16291T	H_C16291T
H_G13708A	H_G13708A
H_G16129A	H_G16129A
H_T152C	H_T152C
H_T195C	H_T195C
H_T195C_T146C!	H_T195C_T146C
I	I
I1	I1
I1a	I1a
I1a1	I1a1
I1a1a	I1a1a
I1a1a1	I1a1a1
I1a1a2	I1a1a2
I1a1a3	I1a1a3
I1a1a3a	I1a1a3a
I1a1b	I1a1b
I1a1c	I1a1c
I1a1d	I1a1d
I1a1e	I1a1e
I1b	I1b
I1c	I1c
I1c1	I1c1
I1c1a	I1c1a
I1d	I1d
I1e	I1e
I1f	I1f
I2	I2
I2'3	I2_3
I2a	I2a
I2a1	I2a1
I2a1a	I2a1a
I2a2	I2a2
I2a3	I2a3
I2b	I2b
I2c	I2c
I2d	I2d
I2e	I2e
I2f	I2f
I3	I3
I3a	I3a
I3a1	I3a1
I3b	I3b
I3c	I3c
I3d	I3d
I3d1	I3d1
I4	I4
I4a	I4a
I4a1	I4a1
I4a2	I4a2
I4b	I4b
I5	I5
I5a	I5a
I5a1	I5a1
I5a1a	I5a1a
I5a1b	I5a1b
I5a1c	I5a1c
I5a2	I5a2
I5a2_T16086C	I5a2_T16086C
I5a2a	I5a2a
I5a2b	I5a2b
I5a3	I5a3
I5a4	I5a4
I5b	I5b
I5b1	I5b1
I5c	I5c
I5c1	I5c1
I6	I6
I6a	I6a
I6b	I6b
I7	I7
J	J
J1	J1
J1_C16193T	J1_C16193T
J1b	J1b
J1b1	J1b1
J1b10	J1b10
J1b1a	J1b1a
J1b1a1	J1b1a1
J1b1a1_T146C!	J1b1a1_T146C
J1b1a1a	J1b1a1a
J1b1a1b	J1b1a1b
J1b1a1c	J1b1a1c
J1b1a1d	J1b1a1d
J1b1a1e	J1b1a1e
J1b1a1f	J1b1a1f
J1b1a2	J1b1a2
J1b1a2a	J1b1a2a
J1b1a2b	J1b1a2b
J1b1a3	J1b1a3
J1b1b	J1b1b
J1b1b1	J1b1b1
J1b1b1a	J1b1b1a
J1b1b1b	J1b1b1b
J1b1b1c	J1b1b1c
J1b1b2	J1b1b2
J1b1b3	J1b1b3
J1b2	J1b2
J1b2a	J1b2a
J1b3	J1b3
J1b3a	J1b3a
J1b3b	J1b3b
J1b3b1	J1b3b1
J1b4	J1b4
J1b4a	J1b4a
J1b4a1	J1b4a1
J1b4a2	J1b4a2
J1b5	J1b5
J1b5a	J1b5a
J1b5a1	J1b5a1
J1b6	J1b6
J1b6a	J1b6a
J1b6b	J1b6b
J1b7	J1b7
J1b7a	J1b7a
J1b8	J1b8
J1b9	J1b9
J1c	J1c
J1c1	J1c1
J1c10	J1c10
J1c10a	J1c10a
J1c11	J1c11
J1c11a	J1c11a
J1c12	J1c12
J1c12a	J1c12a
J1c12b	J1c12b
J1c13	J1c13
J1c14	J1c14
J1c15	J1c15
J1c15a	J1c15a
J1c15a1	J1c15a1
J1c15b	J1c15b
J1c16	J1c16
J1c17	J1c17
J1c17a	J1c17a
J1c17b	J1c17b
J1c1a	J1c1a
J1c1b	J1c1b
J1c1b1	J1c1b1
J1c1b1a	J1c1b1a
J1c1b1a1	J1c1b1a1
J1c1b2	J1c1b2
J1c1b2a	J1c1b2a
J1c1c	J1c1c
J1c1d	J1c1d
J1c1e	J1c1e
J1c1f	J1c1f
J1c1g	J1c1g
J1c1g1	J1c1g1
J1c1h	J1c1h
J1c2	J1c2
J1c2a	J1c2a
J1c2a1	J1c2a1
J1c2a1a	J1c2a1a
J1c2a2	J1c2a2
J1c2a3	J1c2a3
J1c2b	J1c2b
J1c2b1	J1c2b1
J1c2b2	J1c2b2
J1c2b3	J1c2b3
J1c2b4	J1c2b4
J1c2b5	J1c2b5
J1c2c	J1c2c
J1c2c1	J1c2c1
J1c2c1a	J1c2c1a
J1c2c2	J1c2c2
J1c2c2a	J1c2c2a
J1c2c3	J1c2c3
J1c2d	J1c2d
J1c2e	J1c2e
J1c2e1	J1c2e1
J1c2e2	J1c2e2
J1c2f	J1c2f
J1c2g	J1c2g
J1c2h	J1c2h
J1c2i	J1c2i
J1c2j	J1c2j
J1c2k	J1c2k
J1c2l	J1c2l
J1c2m	J1c2m
J1c2m1	J1c2m1
J1c2n	J1c2n
J1c2n1	J1c2n1
J1c2o	J1c2o
J1c2p	J1c2p
J1c2q	J1c2q
J1c2q1	J1c2q1
J1c2r	J1c2r
J1c2s	J1c2s
J1c2s1	J1c2s1
J1c2t	J1c2t
J1c2u	J1c2u
J1c2v	J1c2v
J1c3	J1c3
J1c3_A189G	J1c3_A189G
J1c3a	J1c3a
J1c3a1	J1c3a1
J1c3a2	J1c3a2
J1c3b	J1c3b
J1c3b1	J1c3b1
J1c3b1a	J1c3b1a
J1c3b2	J1c3b2
J1c3c	J1c3c
J1c3c1	J1c3c1
J1c3c2	J1c3c2
J1c3d	J1c3d
J1c3e	J1c3e
J1c3e1	J1c3e1
J1c3e2	J1c3e2
J1c3f	J1c3f
J1c3g	J1c3g
J1c3h	J1c3h
J1c3i	J1c3i
J1c3j	J1c3j
J1c3k	J1c3k
J1c3m	J1c3m
J1c4	J1c4
J1c4b	J1c4b
J1c4c	J1c4c
J1c5	J1c5
J1c5a	J1c5a
J1c5a1	J1c5a1
J1c5b	J1c5b
J1c5c	J1c5c
J1c5c1	J1c5c1
J1c5d	J1c5d
J1c5e	J1c5e
J1c5f	J1c5f
J1c6	J1c6
J1c6a	J1c6a
J1c7	J1c7
J1c7a	J1c7a
J1c8	J1c8
J1c8a	J1c8a
J1c8a1	J1c8a1
J1c8a1a	J1c8a1a
J1c8a2	J1c8a2
J1c8b	J1c8b
J1c9	J1c9
J1c_C16261T	J1c_C16261T
J1c_C16261T_A189G	J1c_C16261T_A189G
J1d	J1d
J1d1	J1d1
J1d1a	J1d1a
J1d1a1	J1d1a1
J1d1a1a	J1d1a1a
J1d1b	J1d1b
J1d1b1	J1d1b1
J1d2	J1d2
J1d2a	J1d2a
J1d3	J1d3
J1d3a	J1d3a
J1d3a1	J1d3a1
J1d3a2	J1d3a2
J1d4	J1d4
J1d5	J1d5
J1d5a	J1d5a
J1d6	J1d6
J1d6a	J1d6a
J1d7	J1d7
J2	J2
J2a	J2a
J2a1	J2a1
J2a1a	J2a1a
J2a1a1	J2a1a1
J2a1a1a	J2a1a1a
J2a1a1a1	J2a1a1a1
J2a1a1a2	J2a1a1a2
J2a1a1a2a	J2a1a1a2a
J2a1a1a3	J2a1a1a3
J2a1a1b	J2a1a1b
J2a1a1c	J2a1a1c
J2a1a1d	J2a1a1d
J2a1a1e	J2a1a1e
J2a1a2	J2a1a2
J2a1a2a	J2a1a2a
J2a1a2a1	J2a1a2a1
J2a1a2a1a	J2a1a2a1a
J2a2	J2a2
J2a2a	J2a2a
J2a2a1	J2a2a1
J2a2a1_T16311C!	J2a2a1_T16311C
J2a2a1a	J2a2a1a
J2a2a1a1	J2a2a1a1
J2a2a2	J2a2a2
J2a2b	J2a2b
J2a2b1	J2a2b1
J2a2b1a	J2a2b1a
J2a2b2	J2a2b2
J2a2b3	J2a2b3
J2a2c	J2a2c
J2a2c1	J2a2c1
J2a2d	J2a2d
J2a2e	J2a2e
J2b	J2b
J2b1	J2b1
J2b1a	J2b1a
J2b1a1	J2b1a1
J2b1a1a	J2b1a1a
J2b1a2	J2b1a2
J2b1a2a	J2b1a2a
J2b1a3	J2b1a3
J2b1a4	J2b1a4
J2b1a5	J2b1a5
J2b1a6	J2b1a6
J2b1a_T16311C!	J2b1a_T16311C
J2b1b	J2b1b
J2b1b1	J2b1b1
J2b1c	J2b1c
J2b1c1	J2b1c1
J2b1d	J2b1d
J2b1e	J2b1e
J2b1e1	J2b1e1
J2b1f	J2b1f
J2b1g	J2b1g
J2b1h	J2b1h
J2b2	J2b2
JT	JT
K	K
K1	K1
K1_T16362C	K1_T16362C
K1a	K1a
K1a1	K1a1
K1a10	K1a10
K1a10a	K1a10a
K1a11	K1a11
K1a11a	K1a11a
K1a11a1	K1a11a1
K1a11b	K1a11b
K1a11c	K1a11c
K1a12	K1a12
K1a12a	K1a12a
K1a12a1	K1a12a1
K1a12a1a	K1a12a1a
K1a13	K1a13
K1a13a	K1a13a
K1a14	K1a14
K1a15	K1a15
K1a16	K1a16
K1a17	K1a17
K1a17a	K1a17a
K1a18	K1a18
K1a19	K1a19
K1a19a	K1a19a
K1a1a	K1a1a
K1a1a1	K1a1a1
K1a1a2	K1a1a2
K1a1a2a	K1a1a2a
K1a1a2a1	K1a1a2a1
K1a1b	K1a1b
K1a1b1	K1a1b1
K1a1b1a	K1a1b1a
K1a1b1b	K1a1b1b
K1a1b1b1	K1a1b1b1
K1a1b1c	K1a1b1c
K1a1b1d	K1a1b1d
K1a1b1e	K1a1b1e
K1a1b1f	K1a1b1f
K1a1b1g	K1a1b1g
K1a1b2	K1a1b2
K1a1b2a	K1a1b2a
K1a1b2a1	K1a1b2a1
K1a1b2a1a	K1a1b2a1a
K1a1b2b	K1a1b2b
K1a1c	K1a1c
K1a2	K1a2
K1a23	K1a23
K1a24	K1a24
K1a24a	K1a24a
K1a25	K1a25
K1a26	K1a26
K1a27	K1a27
K1a28	K1a28
K1a29	K1a29
K1a29a	K1a29a
K1a2a	K1a2a
K1a2a1	K1a2a1
K1a2a2	K1a2a2
K1a2b	K1a2b
K1a2c	K1a2c
K1a2d	K1a2d
K1a3	K1a3
K1a30	K1a30
K1a30a	K1a30a
K1a31	K1a31
K1a3a	K1a3a
K1a3a1	K1a3a1
K1a3a1a	K1a3a1a
K1a3a1b	K1a3a1b
K1a3a2	K1a3a2
K1a3a3	K1a3a3
K1a3a4	K1a3a4
K1a4	K1a4
K1a4_T146C!	K1a4_T146C
K1a4a	K1a4a
K1a4a1	K1a4a1
K1a4a1a	K1a4a1a
K1a4a1a1	K1a4a1a1
K1a4a1a2	K1a4a1a2
K1a4a1a2a	K1a4a1a2a
K1a4a1a2b	K1a4a1a2b
K1a4a1a3	K1a4a1a3
K1a4a1a_T195C!	K1a4a1a_T195C
K1a4a1b	K1a4a1b
K1a4a1b1	K1a4a1b1
K1a4a1b2	K1a4a1b2
K1a4a1c	K1a4a1c
K1a4a1c1	K1a4a1c1
K1a4a1d	K1a4a1d
K1a4a1e	K1a4a1e
K1a4a1f	K1a4a1f
K1a4a1f1	K1a4a1f1
K1a4a1g	K1a4a1g
K1a4a1h	K1a4a1h
K1a4a1i	K1a4a1i
K1a4b	K1a4b
K1a4b1	K1a4b1
K1a4c	K1a4c
K1a4c1	K1a4c1
K1a4d	K1a4d
K1a4e	K1a4e
K1a4f	K1a4f
K1a4f1	K1a4f1
K1a4g	K1a4g
K1a4h	K1a4h
K1a4h1	K1a4h1
K1a4i	K1a4i
K1a4j	K1a4j
K1a4j1	K1a4j1
K1a4k	K1a4k
K1a5	K1a5
K1a5a	K1a5a
K1a5b	K1a5b
K1a6	K1a6
K1a7	K1a7
K1a8	K1a8
K1a8a	K1a8a
K1a8a1	K1a8a1
K1a8b	K1a8b
K1a9	K1a9
K1a_C150T	K1a_C150T
K1a_T195C!	K1a_T195C
K1b	K1b
K1b1	K1b1
K1b1_(T16093C)	K1b1_T16093C
K1b1a	K1b1a
K1b1a1	K1b1a1
K1b1a1_T199C	K1b1a1_T199C
K1b1a1a	K1b1a1a
K1b1a1b	K1b1a1b
K1b1a1c	K1b1a1c
K1b1a1c1	K1b1a1c1
K1b1a1d	K1b1a1d
K1b1a1d1	K1b1a1d1
K1b1a2	K1b1a2
K1b1b	K1b1b
K1b1b1	K1b1b1
K1b1c	K1b1c
K1b2	K1b2
K1b2a	K1b2a
K1b2a1	K1b2a1
K1b2a1a	K1b2a1a
K1b2a1a1	K1b2a1a1
K1b2a2	K1b2a2
K1b2a2a	K1b2a2a
K1b2a3	K1b2a3
K1b2b	K1b2b
K1b2b1	K1b2b1
K1c	K1c
K1c1	K1c1
K1c1a	K1c1a
K1c1b	K1c1b
K1c1c	K1c1c
K1c1d	K1c1d
K1c1e	K1c1e
K1c1f	K1c1f
K1c1g	K1c1g
K1c1h	K1c1h
K1c1i	K1c1i
K1c2	K1c2
K1c2a	K1c2a
K1d	K1d
K1d1	K1d1
K1e	K1e
K1e1	K1e1
K1f	K1f
K1g	K1g
K2	K2
K2a	K2a
K2a1	K2a1
K2a10	K2a10
K2a11	K2a11
K2a1a	K2a1a
K2a2	K2a2
K2a2a	K2a2a
K2a2a1	K2a2a1
K2a3	K2a3
K2a3a	K2a3a
K2a3a1	K2a3a1
K2a4	K2a4
K2a5	K2a5
K2a5a	K2a5a
K2a5a1	K2a5a1
K2a5b	K2a5b
K2a6	K2a6
K2a7	K2a7
K2a8	K2a8
K2a9	K2a9
K2a9a	K2a9a
K2b	K2b
K2b1	K2b1
K2b1a	K2b1a
K2b1a1	K2b1a1
K2b1a1a	K2b1a1a
K2b1a2	K2b1a2
K2b1a3	K2b1a3
K2b1a4	K2b1a4
K2b1b	K2b1b
K2b2	K2b2
K2c	K2c
K3	K3
L0	L0
L0a	L0a
L0a'b'f'g	L0a_b_f_g
L0a'b'f'g'k	L0a_b_f_g_k
L0a'b'g	L0a_b_g
L0a'g	L0a_g
L0a1	L0a1
L0a1'4	L0a1_4
L0a1_A16293G	L0a1_A16293G
L0a1a	L0a1a
L0a1a1	L0a1a1
L0a1a2	L0a1a2
L0a1a3	L0a1a3
L0a1a_A200G	L0a1a_A200G
L0a1b	L0a1b
L0a1b1	L0a1b1
L0a1b1a	L0a1b1a
L0a1b1a1	L0a1b1a1
L0a1b1a1a	L0a1b1a1a
L0a1b2	L0a1b2
L0a1b2a	L0a1b2a
L0a1c	L0a1c
L0a1c1	L0a1c1
L0a1d	L0a1d
L0a1e	L0a1e
L0a1f	L0a1f
L0a2	L0a2
L0a2a	L0a2a
L0a2a1	L0a2a1
L0a2a1a	L0a2a1a
L0a2a1a1	L0a2a1a1
L0a2a1a2	L0a2a1a2
L0a2a1b	L0a2a1b
L0a2a2	L0a2a2
L0a2a2a	L0a2a2a
L0a2a2a1	L0a2a2a1
L0a2a2a2	L0a2a2a2
L0a2a2a3	L0a2a2a3
L0a2b	L0a2b
L0a2b1	L0a2b1
L0a2c	L0a2c
L0a2d	L0a2d
L0a2e	L0a2e
L0a3	L0a3
L0a4	L0a4
L0a5	L0a5
L0b	L0b
L0b1	L0b1
L0d	L0d
L0d1	L0d1
L0d1'2	L0d1_2
L0d1a	L0d1a
L0d1a'c'd	L0d1a_c_d
L0d1a'd	L0d1a_d
L0d1a1	L0d1a1
L0d1a1a	L0d1a1a
L0d1a1a1	L0d1a1a1
L0d1a1a2	L0d1a1a2
L0d1a1a3	L0d1a1a3
L0d1a1b	L0d1a1b
L0d1a1b1	L0d1a1b1
L0d1a1b1a	L0d1a1b1a
L0d1a1b1b	L0d1a1b1b
L0d1a1c	L0d1a1c
L0d1a1d	L0d1a1d
L0d1b	L0d1b
L0d1b1	L0d1b1
L0d1b1_C152T	L0d1b1_C152T
L0d1b1a	L0d1b1a
L0d1b1a1	L0d1b1a1
L0d1b1b	L0d1b1b
L0d1b1b1	L0d1b1b1
L0d1b1c	L0d1b1c
L0d1b2	L0d1b2
L0d1b2a	L0d1b2a
L0d1b2a1	L0d1b2a1
L0d1b2a2	L0d1b2a2
L0d1b2b	L0d1b2b
L0d1b2b1	L0d1b2b1
L0d1b2b1a	L0d1b2b1a
L0d1b2b1b	L0d1b2b1b
L0d1b2b1b1	L0d1b2b1b1
L0d1b2b2	L0d1b2b2
L0d1b2b2a	L0d1b2b2a
L0d1b2b2b	L0d1b2b2b
L0d1b2b2b1	L0d1b2b2b1
L0d1b2b2c	L0d1b2b2c
L0d1b2b2c1	L0d1b2b2c1
L0d1b2b2c2	L0d1b2b2c2
L0d1c	L0d1c
L0d1c1	L0d1c1
L0d1c1a	L0d1c1a
L0d1c1a1	L0d1c1a1
L0d1c1a1a	L0d1c1a1a
L0d1c1a1a1	L0d1c1a1a1
L0d1c1a1a2	L0d1c1a1a2
L0d1c1a1b	L0d1c1a1b
L0d1c1a2	L0d1c1a2
L0d1c2	L0d1c2
L0d1c2a	L0d1c2a
L0d1c2a1	L0d1c2a1
L0d1c3	L0d1c3
L0d1c4	L0d1c4
L0d1d	L0d1d
L0d2	L0d2
L0d2a	L0d2a
L0d2a'b'd	L0d2a_b_d
L0d2a1	L0d2a1
L0d2a1a	L0d2a1a
L0d2a1a1	L0d2a1a1
L0d2a1a1a	L0d2a1a1a
L0d2a1a2	L0d2a1a2
L0d2a1a3	L0d2a1a3
L0d2a1b	L0d2a1b
L0d2a1c	L0d2a1c
L0d2a2	L0d2a2
L0d2b	L0d2b
L0d2b1	L0d2b1
L0d2b1a	L0d2b1a
L0d2b1a1	L0d2b1a1
L0d2b1a1a	L0d2b1a1a
L0d2b1b	L0d2b1b
L0d2b2	L0d2b2
L0d2c	L0d2c
L0d2c1	L0d2c1
L0d2c1a	L0d2c1a
L0d2c1a1	L0d2c1a1
L0d2c1b	L0d2c1b
L0d2c2	L0d2c2
L0d2c2a	L0d2c2a
L0d2c2a1	L0d2c2a1
L0d2c2a1a	L0d2c2a1a
L0d2c2b	L0d2c2b
L0d2d	L0d2d
L0d3	L0d3
L0d3a	L0d3a
L0d3b	L0d3b
L0d3b1	L0d3b1
L0d3b2	L0d3b2
L0f	L0f
L0f1	L0f1
L0f2	L0f2
L0f2a	L0f2a
L0f2a1	L0f2a1
L0f2b	L0f2b
L0f3	L0f3
L0f4	L0f4
L0g	L0g
L0k	L0k
L0k1	L0k1
L0k1a	L0k1a
L0k1a1	L0k1a1
L0k1a1a	L0k1a1a
L0k1a1b	L0k1a1b
L0k1a1c	L0k1a1c
L0k1a1d	L0k1a1d
L0k1a2	L0k1a2
L0k1a2a	L0k1a2a
L0k1a3	L0k1a3
L0k1b	L0k1b
L0k2	L0k2
L0k2a	L0k2a
L0k2a1	L0k2a1
L0k2a1a	L0k2a1a
L0k2b	L0k2b
L1	L1
L1'2'3'4'5'6	L1_2_3_4_5_6
L1b	L1b
L1b1	L1b1
L1b1a	L1b1a
L1b1a1	L1b1a1
L1b1a1'4	L1b1a1_4
L1b1a10	L1b1a10
L1b1a10a	L1b1a10a
L1b1a10b	L1b1a10b
L1b1a12	L1b1a12
L1b1a12a	L1b1a12a
L1b1a12b	L1b1a12b
L1b1a13	L1b1a13
L1b1a14	L1b1a14
L1b1a15	L1b1a15
L1b1a15a	L1b1a15a
L1b1a16	L1b1a16
L1b1a17	L1b1a17
L1b1a18	L1b1a18
L1b1a2	L1b1a2
L1b1a2a	L1b1a2a
L1b1a2b	L1b1a2b
L1b1a3	L1b1a3
L1b1a3a	L1b1a3a
L1b1a3a1	L1b1a3a1
L1b1a3b	L1b1a3b
L1b1a4	L1b1a4
L1b1a4a	L1b1a4a
L1b1a5	L1b1a5
L1b1a6	L1b1a6
L1b1a7	L1b1a7
L1b1a7a	L1b1a7a
L1b1a8	L1b1a8
L1b1a9	L1b1a9
L1b1a_A189G	L1b1a_A189G
L1b2	L1b2
L1b2'3	L1b2_3
L1b2a	L1b2a
L1b3	L1b3
L1c	L1c
L1c1	L1c1
L1c1'2'4'5'6	L1c1_2_4_5_6
L1c1'2'4'6	L1c1_2_4_6
L1c1a	L1c1a
L1c1a'b'd	L1c1a_b_d
L1c1a1	L1c1a1
L1c1a1a	L1c1a1a
L1c1a1a1	L1c1a1a1
L1c1a1a1a	L1c1a1a1a
L1c1a1a1b	L1c1a1a1b
L1c1a1a1b1	L1c1a1a1b1
L1c1a1a2	L1c1a1a2
L1c1a1b	L1c1a1b
L1c1a2	L1c1a2
L1c1a2a	L1c1a2a
L1c1a2a1	L1c1a2a1
L1c1a2a2	L1c1a2a2
L1c1a2b	L1c1a2b
L1c1a2c	L1c1a2c
L1c1a_T198C!	L1c1a_T198C
L1c1b	L1c1b
L1c1b'd	L1c1b_d
L1c1b1	L1c1b1
L1c1c	L1c1c
L1c1c1	L1c1c1
L1c1d	L1c1d
L1c1d1	L1c1d1
L1c1d1a	L1c1d1a
L1c1d2	L1c1d2
L1c2	L1c2
L1c2'4	L1c2_4
L1c2a	L1c2a
L1c2a1	L1c2a1
L1c2a1a	L1c2a1a
L1c2a1b	L1c2a1b
L1c2a2	L1c2a2
L1c2a3	L1c2a3
L1c2a3a	L1c2a3a
L1c2b	L1c2b
L1c2b1	L1c2b1
L1c2b1a	L1c2b1a
L1c2b1a'b	L1c2b1a_b
L1c2b1a1	L1c2b1a1
L1c2b1b	L1c2b1b
L1c2b1b1	L1c2b1b1
L1c2b1b2	L1c2b1b2
L1c2b1c	L1c2b1c
L1c2b2	L1c2b2
L1c3	L1c3
L1c3a	L1c3a
L1c3a1	L1c3a1
L1c3a1a	L1c3a1a
L1c3a1b	L1c3a1b
L1c3b	L1c3b
L1c3b'c	L1c3b_c
L1c3b1	L1c3b1
L1c3b1a	L1c3b1a
L1c3b1b	L1c3b1b
L1c3b2	L1c3b2
L1c3c	L1c3c
L1c4	L1c4
L1c4a	L1c4a
L1c4b	L1c4b
L1c5	L1c5
L1c6	L1c6
L2	L2
L2'3'4'5'6	L2_3_4_5_6
L2'3'4'6	L2_3_4_6
L2a	L2a
L2a'b'c'd	L2a_b_c_d
L2a1	L2a1
L2a1'2'3'4	L2a1_2_3_4
L2a1_G143A	L2a1_G143A
L2a1_G143A_G16309A!	L2a1_G143A_G16309A
L2a1_G143A_T16189C!_(C16192T)	L2a1_G143A_T16189C_C16192T
L2a1_G143A_T16189C!_(C16192T)_G16309A!	L2a1_G143A_T16189C_C16192T_G16309A
L2a1_T16189C!_(C16192T)	L2a1_T16189C_C16192T
L2a1a	L2a1a
L2a1a1	L2a1a1
L2a1a2	L2a1a2
L2a1a2a	L2a1a2a
L2a1a2a1	L2a1a2a1
L2a1a2a1a	L2a1a2a1a
L2a1a2b	L2a1a2b
L2a1a2c	L2a1a2c
L2a1a3	L2a1a3
L2a1a3a	L2a1a3a
L2a1a3b	L2a1a3b
L2a1a3c	L2a1a3c
L2a1b	L2a1b
L2a1b1	L2a1b1
L2a1b1a	L2a1b1a
L2a1b2	L2a1b2
L2a1b3	L2a1b3
L2a1b_G143A	L2a1b_G143A
L2a1c	L2a1c
L2a1c1	L2a1c1
L2a1c1a	L2a1c1a
L2a1c1a1	L2a1c1a1
L2a1c1a2	L2a1c1a2
L2a1c2	L2a1c2
L2a1c2a	L2a1c2a
L2a1c3	L2a1c3
L2a1c3a	L2a1c3a
L2a1c3a1	L2a1c3a1
L2a1c3a1a	L2a1c3a1a
L2a1c3b	L2a1c3b
L2a1c3b1	L2a1c3b1
L2a1c3b2	L2a1c3b2
L2a1c4	L2a1c4
L2a1c4a	L2a1c4a
L2a1c4a1	L2a1c4a1
L2a1c5	L2a1c5
L2a1c6	L2a1c6
L2a1c_G16129A!	L2a1c_G16129A
L2a1c_T16086C	L2a1c_T16086C
L2a1d	L2a1d
L2a1d1	L2a1d1
L2a1d2	L2a1d2
L2a1e	L2a1e
L2a1e1	L2a1e1
L2a1f	L2a1f
L2a1f1	L2a1f1
L2a1f1a	L2a1f1a
L2a1f2	L2a1f2
L2a1f3	L2a1f3
L2a1g	L2a1g
L2a1h	L2a1h
L2a1h1	L2a1h1
L2a1i	L2a1i
L2a1i1	L2a1i1
L2a1j	L2a1j
L2a1k	L2a1k
L2a1l	L2a1l
L2a1l1	L2a1l1
L2a1l1a	L2a1l1a
L2a1l1a1	L2a1l1a1
L2a1l1a2	L2a1l1a2
L2a1l1b	L2a1l1b
L2a1l1b1	L2a1l1b1
L2a1l2	L2a1l2
L2a1l2a	L2a1l2a
L2a1l2a1	L2a1l2a1
L2a1l3	L2a1l3
L2a1m	L2a1m
L2a1m1	L2a1m1
L2a1m1a	L2a1m1a
L2a1n	L2a1n
L2a1o	L2a1o
