Sample	Grouping	Group
HGDP00479	Corridor_and_key_regions	Others
HGDP00479	Corridor_NCS	Others
HGDP00479	Sichuan_geographic_regions	Non_Sichuan
HGDP00479	Elevation_group	Low
HGDP00479	Language	Niger_Congo
HGDP00452	Corridor_and_key_regions	Others
HGDP00452	Corridor_NCS	Others
HGDP00452	Sichuan_geographic_regions	Non_Sichuan
HGDP00452	Elevation_group	Low
HGDP00452	Language	Niger_Congo
HGDP01090	Corridor_and_key_regions	Others
HGDP01090	Corridor_NCS	Others
HGDP01090	Sichuan_geographic_regions	Non_Sichuan
HGDP01090	Elevation_group	Low
HGDP01090	Language	Niger_Congo
HGDP01087	Corridor_and_key_regions	Others
HGDP01087	Corridor_NCS	Others
HGDP01087	Sichuan_geographic_regions	Non_Sichuan
HGDP01087	Elevation_group	Low
HGDP01087	Language	Niger_Congo
HGDP00475	Corridor_and_key_regions	Others
HGDP00475	Corridor_NCS	Others
HGDP00475	Sichuan_geographic_regions	Non_Sichuan
HGDP00475	Elevation_group	Low
HGDP00475	Language	Niger_Congo
HGDP00459	Corridor_and_key_regions	Others
HGDP00459	Corridor_NCS	Others
HGDP00459	Sichuan_geographic_regions	Non_Sichuan
HGDP00459	Elevation_group	Low
HGDP00459	Language	Niger_Congo
HGDP00470	Corridor_and_key_regions	Others
HGDP00470	Corridor_NCS	Others
HGDP00470	Sichuan_geographic_regions	Non_Sichuan
HGDP00470	Elevation_group	Low
HGDP00470	Language	Niger_Congo
HGDP00458	Corridor_and_key_regions	Others
HGDP00458	Corridor_NCS	Others
HGDP00458	Sichuan_geographic_regions	Non_Sichuan
HGDP00458	Elevation_group	Low
HGDP00458	Language	Niger_Congo
HGDP00464	Corridor_and_key_regions	Others
HGDP00464	Corridor_NCS	Others
HGDP00464	Sichuan_geographic_regions	Non_Sichuan
HGDP00464	Elevation_group	Low
HGDP00464	Language	Niger_Congo
HGDP00981	Corridor_and_key_regions	Others
HGDP00981	Corridor_NCS	Others
HGDP00981	Sichuan_geographic_regions	Non_Sichuan
HGDP00981	Elevation_group	Low
HGDP00981	Language	Niger_Congo
HGDP01086	Corridor_and_key_regions	Others
HGDP01086	Corridor_NCS	Others
HGDP01086	Sichuan_geographic_regions	Non_Sichuan
HGDP01086	Elevation_group	Low
HGDP01086	Language	Niger_Congo
HGDP00472	Corridor_and_key_regions	Others
HGDP00472	Corridor_NCS	Others
HGDP00472	Sichuan_geographic_regions	Non_Sichuan
HGDP00472	Elevation_group	Low
HGDP00472	Language	Niger_Congo
HGDP00454	Corridor_and_key_regions	Others
HGDP00454	Corridor_NCS	Others
HGDP00454	Sichuan_geographic_regions	Non_Sichuan
HGDP00454	Elevation_group	Low
HGDP00454	Language	Niger_Congo
HGDP00465	Corridor_and_key_regions	Others
HGDP00465	Corridor_NCS	Others
HGDP00465	Sichuan_geographic_regions	Non_Sichuan
HGDP00465	Elevation_group	Low
HGDP00465	Language	Niger_Congo
HGDP00466	Corridor_and_key_regions	Others
HGDP00466	Corridor_NCS	Others
HGDP00466	Sichuan_geographic_regions	Non_Sichuan
HGDP00466	Elevation_group	Low
HGDP00466	Language	Niger_Congo
HGDP00460	Corridor_and_key_regions	Others
HGDP00460	Corridor_NCS	Others
HGDP00460	Sichuan_geographic_regions	Non_Sichuan
HGDP00460	Elevation_group	Low
HGDP00460	Language	Niger_Congo
HGDP00473	Corridor_and_key_regions	Others
HGDP00473	Corridor_NCS	Others
HGDP00473	Sichuan_geographic_regions	Non_Sichuan
HGDP00473	Elevation_group	Low
HGDP00473	Language	Niger_Congo
HGDP00985	Corridor_and_key_regions	Others
HGDP00985	Corridor_NCS	Others
HGDP00985	Sichuan_geographic_regions	Non_Sichuan
HGDP00985	Elevation_group	Low
HGDP00985	Language	Niger_Congo
HGDP00469	Corridor_and_key_regions	Others
HGDP00469	Corridor_NCS	Others
HGDP00469	Sichuan_geographic_regions	Non_Sichuan
HGDP00469	Elevation_group	Low
HGDP00469	Language	Niger_Congo
HGDP00455	Corridor_and_key_regions	Others
HGDP00455	Corridor_NCS	Others
HGDP00455	Sichuan_geographic_regions	Non_Sichuan
HGDP00455	Elevation_group	Low
HGDP00455	Language	Niger_Congo
HGDP00986	Corridor_and_key_regions	Others
HGDP00986	Corridor_NCS	Others
HGDP00986	Sichuan_geographic_regions	Non_Sichuan
HGDP00986	Elevation_group	Low
HGDP00986	Language	Niger_Congo
HGDP01094	Corridor_and_key_regions	Others
HGDP01094	Corridor_NCS	Others
HGDP01094	Sichuan_geographic_regions	Non_Sichuan
HGDP01094	Elevation_group	Low
HGDP01094	Language	Niger_Congo
111-1838-9734	Corridor_and_key_regions	South_China
111-1838-9734	Corridor_NCS	Others
111-1838-9734	Sichuan_geographic_regions	Non_Sichuan
111-1838-9734	Elevation_group	Low
111-1838-9734	Language	Sinitic
111-1804-8327	Corridor_and_key_regions	South_China
111-1804-8327	Corridor_NCS	Others
111-1804-8327	Sichuan_geographic_regions	Non_Sichuan
111-1804-8327	Elevation_group	Low
111-1804-8327	Language	Sinitic
111-1761-9122	Corridor_and_key_regions	South_China
111-1761-9122	Corridor_NCS	Others
111-1761-9122	Sichuan_geographic_regions	Non_Sichuan
111-1761-9122	Elevation_group	Low
111-1761-9122	Language	Sinitic
111-1692-9833	Corridor_and_key_regions	South_China
111-1692-9833	Corridor_NCS	Others
111-1692-9833	Sichuan_geographic_regions	Non_Sichuan
111-1692-9833	Elevation_group	Low
111-1692-9833	Language	Sinitic
111-1272-3558	Corridor_and_key_regions	South_China
111-1272-3558	Corridor_NCS	Others
111-1272-3558	Sichuan_geographic_regions	Non_Sichuan
111-1272-3558	Elevation_group	Low
111-1272-3558	Language	Sinitic
111-1845-7853	Corridor_and_key_regions	South_China
111-1845-7853	Corridor_NCS	Others
111-1845-7853	Sichuan_geographic_regions	Non_Sichuan
111-1845-7853	Elevation_group	Low
111-1845-7853	Language	Sinitic
111-1717-6731	Corridor_and_key_regions	South_China
111-1717-6731	Corridor_NCS	Others
111-1717-6731	Sichuan_geographic_regions	Non_Sichuan
111-1717-6731	Elevation_group	Low
111-1717-6731	Language	Sinitic
111-1827-1251	Corridor_and_key_regions	South_China
111-1827-1251	Corridor_NCS	Others
111-1827-1251	Sichuan_geographic_regions	Non_Sichuan
111-1827-1251	Elevation_group	Low
111-1827-1251	Language	Sinitic
111-1444-8909	Corridor_and_key_regions	South_China
111-1444-8909	Corridor_NCS	Others
111-1444-8909	Sichuan_geographic_regions	Non_Sichuan
111-1444-8909	Elevation_group	Low
111-1444-8909	Language	Sinitic
111-1774-9911	Corridor_and_key_regions	South_China
111-1774-9911	Corridor_NCS	Others
111-1774-9911	Sichuan_geographic_regions	Non_Sichuan
111-1774-9911	Elevation_group	Low
111-1774-9911	Language	Sinitic
111-1666-3317	Corridor_and_key_regions	South_China
111-1666-3317	Corridor_NCS	Others
111-1666-3317	Sichuan_geographic_regions	Non_Sichuan
111-1666-3317	Elevation_group	Low
111-1666-3317	Language	Sinitic
111-1505-9845	Corridor_and_key_regions	South_China
111-1505-9845	Corridor_NCS	Others
111-1505-9845	Sichuan_geographic_regions	Non_Sichuan
111-1505-9845	Elevation_group	Low
111-1505-9845	Language	Sinitic
111-1327-8804	Corridor_and_key_regions	South_China
111-1327-8804	Corridor_NCS	Others
111-1327-8804	Sichuan_geographic_regions	Non_Sichuan
111-1327-8804	Elevation_group	Low
111-1327-8804	Language	Sinitic
111-1193-5655	Corridor_and_key_regions	South_China
111-1193-5655	Corridor_NCS	Others
111-1193-5655	Sichuan_geographic_regions	Non_Sichuan
111-1193-5655	Elevation_group	Low
111-1193-5655	Language	Sinitic
111-1463-9079	Corridor_and_key_regions	South_China
111-1463-9079	Corridor_NCS	Others
111-1463-9079	Sichuan_geographic_regions	Non_Sichuan
111-1463-9079	Elevation_group	Low
111-1463-9079	Language	Sinitic
111-1357-6467	Corridor_and_key_regions	South_China
111-1357-6467	Corridor_NCS	Others
111-1357-6467	Sichuan_geographic_regions	Non_Sichuan
111-1357-6467	Elevation_group	Low
111-1357-6467	Language	Sinitic
111-1694-0449	Corridor_and_key_regions	South_China
111-1694-0449	Corridor_NCS	Others
111-1694-0449	Sichuan_geographic_regions	Non_Sichuan
111-1694-0449	Elevation_group	Low
111-1694-0449	Language	Sinitic
Y2396	Corridor_and_key_regions	South_China
Y2396	Corridor_NCS	Others
Y2396	Sichuan_geographic_regions	Non_Sichuan
Y2396	Elevation_group	Low
Y2396	Language	Sinitic
111-1726-3738	Corridor_and_key_regions	South_China
111-1726-3738	Corridor_NCS	Others
111-1726-3738	Sichuan_geographic_regions	Non_Sichuan
111-1726-3738	Elevation_group	Low
111-1726-3738	Language	Sinitic
111-1698-6928	Corridor_and_key_regions	South_China
111-1698-6928	Corridor_NCS	Others
111-1698-6928	Sichuan_geographic_regions	Non_Sichuan
111-1698-6928	Elevation_group	Low
111-1698-6928	Language	Sinitic
111-1729-3544	Corridor_and_key_regions	South_China
111-1729-3544	Corridor_NCS	Others
111-1729-3544	Sichuan_geographic_regions	Non_Sichuan
111-1729-3544	Elevation_group	Low
111-1729-3544	Language	Sinitic
111-1832-6708	Corridor_and_key_regions	South_China
111-1832-6708	Corridor_NCS	Others
111-1832-6708	Sichuan_geographic_regions	Non_Sichuan
111-1832-6708	Elevation_group	Low
111-1832-6708	Language	Sinitic
111-1242-5636	Corridor_and_key_regions	South_China
111-1242-5636	Corridor_NCS	Others
111-1242-5636	Sichuan_geographic_regions	Non_Sichuan
111-1242-5636	Elevation_group	Low
111-1242-5636	Language	Sinitic
111-1775-2690	Corridor_and_key_regions	South_China
111-1775-2690	Corridor_NCS	Others
111-1775-2690	Sichuan_geographic_regions	Non_Sichuan
111-1775-2690	Elevation_group	Low
111-1775-2690	Language	Sinitic
111-1277-1344	Corridor_and_key_regions	South_China
111-1277-1344	Corridor_NCS	Others
111-1277-1344	Sichuan_geographic_regions	Non_Sichuan
111-1277-1344	Elevation_group	Low
111-1277-1344	Language	Sinitic
111-1249-9750	Corridor_and_key_regions	South_China
111-1249-9750	Corridor_NCS	Others
111-1249-9750	Sichuan_geographic_regions	Non_Sichuan
111-1249-9750	Elevation_group	Low
111-1249-9750	Language	Sinitic
111-1750-7306	Corridor_and_key_regions	South_China
111-1750-7306	Corridor_NCS	Others
111-1750-7306	Sichuan_geographic_regions	Non_Sichuan
111-1750-7306	Elevation_group	Low
111-1750-7306	Language	Sinitic
Y5873	Corridor_and_key_regions	South_China
Y5873	Corridor_NCS	Others
Y5873	Sichuan_geographic_regions	Non_Sichuan
Y5873	Elevation_group	Low
Y5873	Language	Sinitic
111-1668-3414	Corridor_and_key_regions	South_China
111-1668-3414	Corridor_NCS	Others
111-1668-3414	Sichuan_geographic_regions	Non_Sichuan
111-1668-3414	Elevation_group	Low
111-1668-3414	Language	Sinitic
111-1797-4368	Corridor_and_key_regions	South_China
111-1797-4368	Corridor_NCS	Others
111-1797-4368	Sichuan_geographic_regions	Non_Sichuan
111-1797-4368	Elevation_group	Low
111-1797-4368	Language	Sinitic
111-1669-3598	Corridor_and_key_regions	North_China
111-1669-3598	Corridor_NCS	Others
111-1669-3598	Sichuan_geographic_regions	Non_Sichuan
111-1669-3598	Elevation_group	Low
111-1669-3598	Language	Tungusic
111-1763-1841	Corridor_and_key_regions	North_China
111-1763-1841	Corridor_NCS	Others
111-1763-1841	Sichuan_geographic_regions	Non_Sichuan
111-1763-1841	Elevation_group	Low
111-1763-1841	Language	Tungusic
111-1703-6622	Corridor_and_key_regions	North_China
111-1703-6622	Corridor_NCS	Others
111-1703-6622	Sichuan_geographic_regions	Non_Sichuan
111-1703-6622	Elevation_group	Low
111-1703-6622	Language	Tungusic
111-1774-8488	Corridor_and_key_regions	North_China
111-1774-8488	Corridor_NCS	Others
111-1774-8488	Sichuan_geographic_regions	Non_Sichuan
111-1774-8488	Elevation_group	Low
111-1774-8488	Language	Tungusic
111-1757-2281	Corridor_and_key_regions	North_China
111-1757-2281	Corridor_NCS	Others
111-1757-2281	Sichuan_geographic_regions	Non_Sichuan
111-1757-2281	Elevation_group	Low
111-1757-2281	Language	Tungusic
111-1695-2787	Corridor_and_key_regions	North_China
111-1695-2787	Corridor_NCS	Others
111-1695-2787	Sichuan_geographic_regions	Non_Sichuan
111-1695-2787	Elevation_group	Low
111-1695-2787	Language	Tungusic
111-1777-6924	Corridor_and_key_regions	North_China
111-1777-6924	Corridor_NCS	Others
111-1777-6924	Sichuan_geographic_regions	Non_Sichuan
111-1777-6924	Elevation_group	Low
111-1777-6924	Language	Tungusic
111-1370-5461	Corridor_and_key_regions	North_China
111-1370-5461	Corridor_NCS	Others
111-1370-5461	Sichuan_geographic_regions	Non_Sichuan
111-1370-5461	Elevation_group	Low
111-1370-5461	Language	Tungusic
111-1797-8557	Corridor_and_key_regions	North_China
111-1797-8557	Corridor_NCS	Others
111-1797-8557	Sichuan_geographic_regions	Non_Sichuan
111-1797-8557	Elevation_group	Low
111-1797-8557	Language	Tungusic
NA18749	Corridor_and_key_regions	North_China
NA18749	Corridor_NCS	Others
NA18749	Sichuan_geographic_regions	Non_Sichuan
NA18749	Elevation_group	Low
NA18749	Language	Sinitic
NA18620	Corridor_and_key_regions	North_China
NA18620	Corridor_NCS	Others
NA18620	Sichuan_geographic_regions	Non_Sichuan
NA18620	Elevation_group	Low
NA18620	Language	Sinitic
111-1846-6800	Corridor_and_key_regions	North_China
111-1846-6800	Corridor_NCS	Others
111-1846-6800	Sichuan_geographic_regions	Non_Sichuan
111-1846-6800	Elevation_group	Low
111-1846-6800	Language	Tungusic
111-1257-3450	Corridor_and_key_regions	North_China
111-1257-3450	Corridor_NCS	Others
111-1257-3450	Sichuan_geographic_regions	Non_Sichuan
111-1257-3450	Elevation_group	Low
111-1257-3450	Language	Tungusic
111-1827-3538	Corridor_and_key_regions	North_China
111-1827-3538	Corridor_NCS	Others
111-1827-3538	Sichuan_geographic_regions	Non_Sichuan
111-1827-3538	Elevation_group	Low
111-1827-3538	Language	Tungusic
NA18612	Corridor_and_key_regions	North_China
NA18612	Corridor_NCS	Others
NA18612	Sichuan_geographic_regions	Non_Sichuan
NA18612	Elevation_group	Low
NA18612	Language	Sinitic
023-0000-2557	Corridor_and_key_regions	North_China
023-0000-2557	Corridor_NCS	Others
023-0000-2557	Sichuan_geographic_regions	Non_Sichuan
023-0000-2557	Elevation_group	Low
023-0000-2557	Language	Sinitic
NA18549	Corridor_and_key_regions	North_China
NA18549	Corridor_NCS	Others
NA18549	Sichuan_geographic_regions	Non_Sichuan
NA18549	Elevation_group	Low
NA18549	Language	Sinitic
NA18613	Corridor_and_key_regions	North_China
NA18613	Corridor_NCS	Others
NA18613	Sichuan_geographic_regions	Non_Sichuan
NA18613	Elevation_group	Low
NA18613	Language	Sinitic
111-1657-0134	Corridor_and_key_regions	North_China
111-1657-0134	Corridor_NCS	Others
111-1657-0134	Sichuan_geographic_regions	Non_Sichuan
111-1657-0134	Elevation_group	Low
111-1657-0134	Language	Tungusic
NA18747	Corridor_and_key_regions	North_China
NA18747	Corridor_NCS	Others
NA18747	Sichuan_geographic_regions	Non_Sichuan
NA18747	Elevation_group	Low
NA18747	Language	Sinitic
NA18558	Corridor_and_key_regions	North_China
NA18558	Corridor_NCS	Others
NA18558	Sichuan_geographic_regions	Non_Sichuan
NA18558	Elevation_group	Low
NA18558	Language	Sinitic
NA18608	Corridor_and_key_regions	North_China
NA18608	Corridor_NCS	Others
NA18608	Sichuan_geographic_regions	Non_Sichuan
NA18608	Elevation_group	Low
NA18608	Language	Sinitic
NA18748	Corridor_and_key_regions	North_China
NA18748	Corridor_NCS	Others
NA18748	Sichuan_geographic_regions	Non_Sichuan
NA18748	Elevation_group	Low
NA18748	Language	Sinitic
111-1832-0553	Corridor_and_key_regions	North_China
111-1832-0553	Corridor_NCS	Others
111-1832-0553	Sichuan_geographic_regions	Non_Sichuan
111-1832-0553	Elevation_group	Low
111-1832-0553	Language	Tungusic
GSRD008417A00_BB1_01	Corridor_and_key_regions	North_China
GSRD008417A00_BB1_01	Corridor_NCS	Others
GSRD008417A00_BB1_01	Sichuan_geographic_regions	Non_Sichuan
GSRD008417A00_BB1_01	Elevation_group	Low
GSRD008417A00_BB1_01	Language	Sinitic
GSRD008417A01_BB1_01	Corridor_and_key_regions	North_China
GSRD008417A01_BB1_01	Corridor_NCS	Others
GSRD008417A01_BB1_01	Sichuan_geographic_regions	Non_Sichuan
GSRD008417A01_BB1_01	Elevation_group	Low
GSRD008417A01_BB1_01	Language	Sinitic
NA18639	Corridor_and_key_regions	North_China
NA18639	Corridor_NCS	Others
NA18639	Sichuan_geographic_regions	Non_Sichuan
NA18639	Elevation_group	Low
NA18639	Language	Sinitic
NA18536	Corridor_and_key_regions	North_China
NA18536	Corridor_NCS	Others
NA18536	Sichuan_geographic_regions	Non_Sichuan
NA18536	Elevation_group	Low
NA18536	Language	Sinitic
111-1694-8544	Corridor_and_key_regions	North_China
111-1694-8544	Corridor_NCS	Others
111-1694-8544	Sichuan_geographic_regions	Non_Sichuan
111-1694-8544	Elevation_group	Low
111-1694-8544	Language	Tungusic
111-1253-2495	Corridor_and_key_regions	North_China
111-1253-2495	Corridor_NCS	Others
111-1253-2495	Sichuan_geographic_regions	Non_Sichuan
111-1253-2495	Elevation_group	Low
111-1253-2495	Language	Tungusic
NA18606	Corridor_and_key_regions	North_China
NA18606	Corridor_NCS	Others
NA18606	Sichuan_geographic_regions	Non_Sichuan
NA18606	Elevation_group	Low
NA18606	Language	Sinitic
NA18740	Corridor_and_key_regions	North_China
NA18740	Corridor_NCS	Others
NA18740	Sichuan_geographic_regions	Non_Sichuan
NA18740	Elevation_group	Low
NA18740	Language	Sinitic
NA18632	Corridor_and_key_regions	North_China
NA18632	Corridor_NCS	Others
NA18632	Sichuan_geographic_regions	Non_Sichuan
NA18632	Elevation_group	Low
NA18632	Language	Sinitic
111-1179-7130	Corridor_and_key_regions	North_China
111-1179-7130	Corridor_NCS	Others
111-1179-7130	Sichuan_geographic_regions	Non_Sichuan
111-1179-7130	Elevation_group	Low
111-1179-7130	Language	Tungusic
111-1822-6084	Corridor_and_key_regions	North_China
111-1822-6084	Corridor_NCS	Others
111-1822-6084	Sichuan_geographic_regions	Non_Sichuan
111-1822-6084	Elevation_group	Low
111-1822-6084	Language	Tungusic
111-1845-8461	Corridor_and_key_regions	North_China
111-1845-8461	Corridor_NCS	Others
111-1845-8461	Sichuan_geographic_regions	Non_Sichuan
111-1845-8461	Elevation_group	Low
111-1845-8461	Language	Tungusic
NA18647	Corridor_and_key_regions	North_China
NA18647	Corridor_NCS	Others
NA18647	Sichuan_geographic_regions	Non_Sichuan
NA18647	Elevation_group	Low
NA18647	Language	Sinitic
111-1832-9549	Corridor_and_key_regions	North_China
111-1832-9549	Corridor_NCS	Others
111-1832-9549	Sichuan_geographic_regions	Non_Sichuan
111-1832-9549	Elevation_group	Low
111-1832-9549	Language	Tungusic
NA18636	Corridor_and_key_regions	North_China
NA18636	Corridor_NCS	Others
NA18636	Sichuan_geographic_regions	Non_Sichuan
NA18636	Elevation_group	Low
NA18636	Language	Sinitic
NA18638	Corridor_and_key_regions	North_China
NA18638	Corridor_NCS	Others
NA18638	Sichuan_geographic_regions	Non_Sichuan
NA18638	Elevation_group	Low
NA18638	Language	Sinitic
NA18603	Corridor_and_key_regions	North_China
NA18603	Corridor_NCS	Others
NA18603	Sichuan_geographic_regions	Non_Sichuan
NA18603	Elevation_group	Low
NA18603	Language	Sinitic
111-1706-3420	Corridor_and_key_regions	North_China
111-1706-3420	Corridor_NCS	Others
111-1706-3420	Sichuan_geographic_regions	Non_Sichuan
111-1706-3420	Elevation_group	Low
111-1706-3420	Language	Tungusic
111-1786-1859	Corridor_and_key_regions	North_China
111-1786-1859	Corridor_NCS	Others
111-1786-1859	Sichuan_geographic_regions	Non_Sichuan
111-1786-1859	Elevation_group	Low
111-1786-1859	Language	Tungusic
NA18637	Corridor_and_key_regions	North_China
NA18637	Corridor_NCS	Others
