haplogroup	region	n_samples	rho	se	age_years	ci95_lower_years	ci95_upper_years	age_kya	ci95_lower_kya	ci95_upper_kya	confidence	flag
U5b2b9a2	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b9a2	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b9a2	control	0							NA	NA	no_ci	no_descendants
U5b2b9b	complete	0							NA	NA	no_ci	no_descendants
U5b2b9b	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b9b	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b9b	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b9b	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b9b	control	0							NA	NA	no_ci	no_descendants
U5b2b9c	complete	0							NA	NA	no_ci	no_descendants
U5b2b9c	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b9c	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b9c	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b9c	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b9c	control	0							NA	NA	no_ci	no_descendants
U5b2b9d	complete	0							NA	NA	no_ci	no_descendants
U5b2b9d	synonymous	0							NA	NA	no_ci	no_descendants
U5b2b9d	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2b9d	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2b9d	hvsii	0							NA	NA	no_ci	no_descendants
U5b2b9d	control	0							NA	NA	no_ci	no_descendants
U5b2c	complete	12	5.0	0.536543	13370.5	10468.7	16317.4	13.3705	10.4687	16.3174	medium	
U5b2c	synonymous	12	1.083333	0.148647	8528.0	6234.5	10821.5	8.528	6.2345	10.8215	medium	
U5b2c	hvsi_full	12	1.416667	0.378561	23625.8	11251.8	35999.7	23.6258	11.2518	35.9997	medium	
U5b2c	hvsi_trans	12	1.333333	0.376051	25126.7	11236.8	39016.6	25.1267	11.2368	39.0166	medium	
U5b2c	hvsii	12	0.25	0.130558	5597.0	-132.0	11326.0	5.597	-0.1320	11.3260	medium	negative_lower_ci
U5b2c	control	12	2.666667	0.355335	24154.7	17846.2	30463.2	24.1547	17.8462	30.4632	medium	
U5b2c1	complete	2	1.5	0.5	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	very_low	
U5b2c1	synonymous	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
U5b2c1	hvsi_full	2	1.0	1.0	16677.0	-16009.9	49363.9	16.677	-16.0099	49.3639	very_low	negative_lower_ci
U5b2c1	hvsi_trans	2	0.5	0.5	9422.5	-9045.6	27890.6	9.4225	-9.0456	27.8906	very_low	negative_lower_ci
U5b2c1	hvsii	2	0.5	0.5	11194.0	-10746.2	33134.2	11.194	-10.7462	33.1342	very_low	negative_lower_ci
U5b2c1	control	2	2.5	0.5	22645.0	13768.2	31521.8	22.645	13.7682	31.5218	very_low	
U5b2c1^	complete	2	2.5	0.5	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	very_low	
U5b2c1^	synonymous	2	1.0	0.0	7872.0	7872.0	7872.0	7.872	7.8720	7.8720	very_low	
U5b2c1^	hvsi_full	2	1.0	1.0	16677.0	-16009.9	49363.9	16.677	-16.0099	49.3639	very_low	negative_lower_ci
U5b2c1^	hvsi_trans	2	0.5	0.5	9422.5	-9045.6	27890.6	9.4225	-9.0456	27.8906	very_low	negative_lower_ci
U5b2c1^	hvsii	2	0.5	0.5	11194.0	-10746.2	33134.2	11.194	-10.7462	33.1342	very_low	negative_lower_ci
U5b2c1^	control	2	2.5	0.5	22645.0	13768.2	31521.8	22.645	13.7682	31.5218	very_low	
U5b2c1a	complete	0							NA	NA	no_ci	no_descendants
U5b2c1a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c1a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c1a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c1a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c1a	control	0							NA	NA	no_ci	no_descendants
U5b2c1a1	complete	0							NA	NA	no_ci	no_descendants
U5b2c1a1	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c1a1	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c1a1	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c1a1	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c1a1	control	0							NA	NA	no_ci	no_descendants
U5b2c1b	complete	0							NA	NA	no_ci	no_descendants
U5b2c1b	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c1b	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c1b	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c1b	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c1b	control	0							NA	NA	no_ci	no_descendants
U5b2c1b'c'd	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c1b'c'd	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c1b'c'd	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c1b'c'd	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c1b'c'd	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c1b'c'd	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2c1b^	complete	0							NA	NA	no_ci	no_descendants
U5b2c1b^	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c1b^	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c1b^	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c1b^	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c1b^	control	0							NA	NA	no_ci	no_descendants
U5b2c1c	complete	0							NA	NA	no_ci	no_descendants
U5b2c1c	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c1c	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c1c	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c1c	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c1c	control	0							NA	NA	no_ci	no_descendants
U5b2c1d	complete	0							NA	NA	no_ci	no_descendants
U5b2c1d	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c1d	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c1d	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c1d	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c1d	control	0							NA	NA	no_ci	no_descendants
U5b2c1e	complete	0							NA	NA	no_ci	no_descendants
U5b2c1e	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c1e	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c1e	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c1e	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c1e	control	0							NA	NA	no_ci	no_descendants
U5b2c1e1	complete	0							NA	NA	no_ci	no_descendants
U5b2c1e1	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c1e1	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c1e1	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c1e1	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c1e1	control	0							NA	NA	no_ci	no_descendants
U5b2c1f	complete	0							NA	NA	no_ci	no_descendants
U5b2c1f	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c1f	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c1f	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c1f	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c1f	control	0							NA	NA	no_ci	no_descendants
U5b2c2	complete	9	2.666667	0.527046	6995.0	4247.3	9789.2	6.995	4.2473	9.7892	low	
U5b2c2	synonymous	9	0.222222	0.146986	1749.3	-518.5	4017.2	1.7493	-0.5185	4.0172	low	negative_lower_ci
U5b2c2	hvsi_full	9	1.666667	0.440959	27795.0	13381.4	42208.6	27.795	13.3814	42.2086	low	
U5b2c2	hvsi_trans	9	1.666667	0.440959	31408.3	15121.0	47695.7	31.4083	15.1210	47.6957	low	
U5b2c2	hvsii	9	0.222222	0.146986	4975.1	-1474.7	11424.9	4.9751	-1.4747	11.4249	low	negative_lower_ci
U5b2c2	control	9	2.888889	0.423099	26167.6	18656.0	33679.1	26.1676	18.6560	33.6791	low	
U5b2c2a	complete	2	0.5	0.5	1286.9	-1224.5	3842.7	1.2869	-1.2245	3.8427	very_low	negative_lower_ci
U5b2c2a	synonymous	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
U5b2c2a	hvsi_full	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
U5b2c2a	hvsi_trans	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
U5b2c2a	hvsii	2	0.5	0.5	11194.0	-10746.2	33134.2	11.194	-10.7462	33.1342	very_low	negative_lower_ci
U5b2c2a	control	2	1.5	0.5	13587.0	4710.2	22463.8	13.587	4.7102	22.4638	very_low	
U5b2c2a1	complete	0							NA	NA	no_ci	no_descendants
U5b2c2a1	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2a1	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2a1	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2a1	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2a1	control	0							NA	NA	no_ci	no_descendants
U5b2c2c	complete	0							NA	NA	no_ci	no_descendants
U5b2c2c	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2c	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2c	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2c	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2c	control	0							NA	NA	no_ci	no_descendants
U5b2c2e	complete	6	2.166667	0.600925	5659.2	2556.4	8823.3	5.6592	2.5564	8.8233	low	
U5b2c2e	synonymous	6	0.333333	0.210819	2624.0	-628.7	5876.7	2.624	-0.6287	5.8767	low	negative_lower_ci
U5b2c2e	hvsi_full	6	1.166667	0.307318	19456.5	9411.2	29501.8	19.4565	9.4112	29.5018	low	
U5b2c2e	hvsi_trans	6	1.166667	0.307318	21985.8	10634.7	33337.0	21.9858	10.6347	33.3370	low	
U5b2c2e	hvsii	6	0.166667	0.166667	3731.3	-3582.1	11044.7	3.7313	-3.5821	11.0447	low	negative_lower_ci
U5b2c2e	control	6	2.333333	0.210819	21135.3	17392.5	24878.1	21.1353	17.3925	24.8781	low	
U5b2c2e+11914	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e+11914	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e+11914	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e+11914	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e+11914	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e+11914	control	0							NA	NA	no_ci	no_descendants
U5b2c2e+152	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e+152	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e+152	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e+152	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e+152	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e+152	control	0							NA	NA	no_ci	no_descendants
U5b2c2e+16172	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e+16172	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e+16172	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e+16172	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e+16172	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e+16172	control	0							NA	NA	no_ci	no_descendants
U5b2c2e+195	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e+195	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e+195	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e+195	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e+195	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e+195	control	0							NA	NA	no_ci	no_descendants
U5b2c2e1	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e1	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e1	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e1	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e1	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e1	control	0							NA	NA	no_ci	no_descendants
U5b2c2e10	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e10	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e10	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e10	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e10	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e10	control	0							NA	NA	no_ci	no_descendants
U5b2c2e11	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c2e11	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c2e11	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c2e11	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c2e11	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c2e11	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2c2e11a	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e11a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e11a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e11a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e11a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e11a	control	0							NA	NA	no_ci	no_descendants
U5b2c2e12	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e12	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e12	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e12	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e12	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e12	control	0							NA	NA	no_ci	no_descendants
U5b2c2e13	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e13	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e13	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e13	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e13	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e13	control	0							NA	NA	no_ci	no_descendants
U5b2c2e13a	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e13a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e13a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e13a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e13a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e13a	control	0							NA	NA	no_ci	no_descendants
U5b2c2e14	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e14	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e14	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e14	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e14	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e14	control	0							NA	NA	no_ci	no_descendants
U5b2c2e15	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e15	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e15	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e15	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e15	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e15	control	0							NA	NA	no_ci	no_descendants
U5b2c2e16	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e16	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e16	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e16	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e16	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e16	control	0							NA	NA	no_ci	no_descendants
U5b2c2e17	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c2e17	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c2e17	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c2e17	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c2e17	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c2e17	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2c2e1a	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e1a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e1a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e1a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e1a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e1a	control	0							NA	NA	no_ci	no_descendants
U5b2c2e2	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e2	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e2	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e2	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e2	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e2	control	0							NA	NA	no_ci	no_descendants
U5b2c2e3	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e3	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e3	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e3	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e3	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e3	control	0							NA	NA	no_ci	no_descendants
U5b2c2e4	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e4	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e4	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e4	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e4	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e4	control	0							NA	NA	no_ci	no_descendants
U5b2c2e5	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e5	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e5	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e5	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e5	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e5	control	0							NA	NA	no_ci	no_descendants
U5b2c2e5'6'16	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e5'6'16	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e5'6'16	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e5'6'16	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e5'6'16	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e5'6'16	control	0							NA	NA	no_ci	no_descendants
U5b2c2e6	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e6	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e6	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e6	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e6	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e6	control	0							NA	NA	no_ci	no_descendants
U5b2c2e7	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e7	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e7	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e7	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e7	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e7	control	0							NA	NA	no_ci	no_descendants
U5b2c2e8	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e8	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e8	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e8	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e8	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e8	control	0							NA	NA	no_ci	no_descendants
U5b2c2e8a	complete	0							NA	NA	no_ci	no_descendants
U5b2c2e8a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2e8a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2e8a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2e8a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2e8a	control	0							NA	NA	no_ci	no_descendants
U5b2c2f	complete	0							NA	NA	no_ci	no_descendants
U5b2c2f	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c2f	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c2f	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c2f	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c2f	control	0							NA	NA	no_ci	no_descendants
U5b2c3	complete	1	1.0		2585.4			2.5854	NA	NA	no_ci	
U5b2c3	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c3	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c3	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c3	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2c3	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b2c3a	complete	0							NA	NA	no_ci	no_descendants
U5b2c3a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c3a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c3a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c3a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c3a	control	0							NA	NA	no_ci	no_descendants
U5b2c3a1	complete	0							NA	NA	no_ci	no_descendants
U5b2c3a1	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c3a1	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c3a1	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c3a1	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c3a1	control	0							NA	NA	no_ci	no_descendants
U5b2c3a1^	complete	0							NA	NA	no_ci	no_descendants
U5b2c3a1^	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c3a1^	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c3a1^	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c3a1^	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c3a1^	control	0							NA	NA	no_ci	no_descendants
U5b2c3a2	complete	0							NA	NA	no_ci	no_descendants
U5b2c3a2	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c3a2	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c3a2	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c3a2	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c3a2	control	0							NA	NA	no_ci	no_descendants
U5b2c3a3	complete	0							NA	NA	no_ci	no_descendants
U5b2c3a3	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c3a3	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c3a3	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c3a3	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c3a3	control	0							NA	NA	no_ci	no_descendants
U5b2c3b	complete	0							NA	NA	no_ci	no_descendants
U5b2c3b	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c3b	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c3b	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c3b	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c3b	control	0							NA	NA	no_ci	no_descendants
U5b2c4	complete	0							NA	NA	no_ci	no_descendants
U5b2c4	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c4	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c4	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c4	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c4	control	0							NA	NA	no_ci	no_descendants
U5b2c4a	complete	0							NA	NA	no_ci	no_descendants
U5b2c4a	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c4a	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c4a	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c4a	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c4a	control	0							NA	NA	no_ci	no_descendants
U5b2c4b	complete	0							NA	NA	no_ci	no_descendants
U5b2c4b	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c4b	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c4b	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c4b	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c4b	control	0							NA	NA	no_ci	no_descendants
U5b2c4b1	complete	0							NA	NA	no_ci	no_descendants
U5b2c4b1	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c4b1	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c4b1	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c4b1	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c4b1	control	0							NA	NA	no_ci	no_descendants
U5b2c4b2	complete	0							NA	NA	no_ci	no_descendants
U5b2c4b2	synonymous	0							NA	NA	no_ci	no_descendants
U5b2c4b2	hvsi_full	0							NA	NA	no_ci	no_descendants
U5b2c4b2	hvsi_trans	0							NA	NA	no_ci	no_descendants
U5b2c4b2	hvsii	0							NA	NA	no_ci	no_descendants
U5b2c4b2	control	0							NA	NA	no_ci	no_descendants
U5b2d	complete	1	8.0		21891.8			21.8918	NA	NA	no_ci	
U5b2d	synonymous	1	2.0		15744.0			15.744	NA	NA	no_ci	
U5b2d	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2d	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2d	hvsii	1	1.0		22388.0			22.388	NA	NA	no_ci	
U5b2d	control	1	4.0		36232.0			36.232	NA	NA	no_ci	
U5b2d1	complete	1	4.0		10610.1			10.6101	NA	NA	no_ci	
U5b2d1	synonymous	1	2.0		15744.0			15.744	NA	NA	no_ci	
U5b2d1	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2d1	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2d1	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2d1	control	1	2.0		18116.0			18.116	NA	NA	no_ci	
U5b2e	complete	1	3.0		7891.7			7.8917	NA	NA	no_ci	
U5b2e	synonymous	1	1.0		7872.0			7.872	NA	NA	no_ci	
U5b2e	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2e	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2e	hvsii	1	1.0		22388.0			22.388	NA	NA	no_ci	
U5b2e	control	1	2.0		18116.0			18.116	NA	NA	no_ci	
U5b2e1	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2e1	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2e1	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2e1	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2e1	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
U5b2e1	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
U5b3	complete	115	5.773913	0.149783	15534.8	14711.0	16362.2	15.5348	14.7110	16.3622	high	
