haplogroup	region	n_samples	rho	se	age_years	ci95_lower_years	ci95_upper_years	age_kya	ci95_lower_kya	ci95_upper_kya	confidence	flag
A13a1b2	hvsi_full	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A13a1b2	hvsi_trans	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A13a1b2	hvsii	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A13a1b2	control	3	1.0	0.0	9058.0	9058.0	9058.0	9.058	9.0580	9.0580	low	
A13b	complete	50	4.34	0.213063	11544.0	10397.6	12697.6	11.544	10.3976	12.6976	high	
A13b	synonymous	50	0.74	0.098188	5825.3	4310.3	7340.2	5.8253	4.3103	7.3402	high	
A13b	hvsi_full	50	0.28	0.070218	4669.6	2374.3	6964.8	4.6696	2.3743	6.9648	high	
A13b	hvsi_trans	50	0.28	0.070218	5276.6	2683.0	7870.2	5.2766	2.6830	7.8702	high	
A13b	hvsii	50	0.28	0.070218	6268.6	3187.4	9349.9	6.2686	3.1874	9.3499	high	
A13b	control	50	1.68	0.129173	15217.4	12924.1	17510.7	15.2174	12.9241	17.5107	high	
A13b1	complete	20	2.8	0.367065	7353.1	5430.3	9298.4	7.3531	5.4303	9.2984	medium	
A13b1	synonymous	20	1.0	0.177705	7872.0	5130.2	10613.8	7.872	5.1302	10.6138	medium	
A13b1	hvsi_full	20	0.35	0.109424	5836.9	2260.2	9413.7	5.8369	2.2602	9.4137	medium	
A13b1	hvsi_trans	20	0.35	0.109424	6595.8	2554.0	10637.5	6.5957	2.5540	10.6375	medium	
A13b1	hvsii	20	0.25	0.12301	5597.0	199.2	10994.8	5.597	0.1992	10.9948	medium	
A13b1	control	20	1.65	0.15	14945.7	12282.6	17608.8	14.9457	12.2826	17.6088	medium	
A13b1a	complete	1	3.0		7891.7			7.8917	NA	NA	no_ci	
A13b1a	synonymous	1	3.0		23616.0			23.616	NA	NA	no_ci	
A13b1a	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
A13b1a	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
A13b1a	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
A13b1a	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
A13b2	complete	24	2.375	0.254043	6214.5	4890.6	7549.3	6.2145	4.8906	7.5493	medium	
A13b2	synonymous	24	0.458333	0.120072	3608.0	1755.4	5460.6	3.608	1.7554	5.4606	medium	
A13b2	hvsi_full	24	0.208333	0.103895	3474.4	78.4	6870.4	3.4744	0.0784	6.8704	medium	
A13b2	hvsi_trans	24	0.208333	0.103895	3926.0	88.6	7763.5	3.926	0.0886	7.7635	medium	
A13b2	hvsii	24	0.125	0.06896	2798.5	-227.5	5824.5	2.7985	-0.2275	5.8245	medium	negative_lower_ci
A13b2	control	24	1.291667	0.140897	11699.9	9198.5	14201.4	11.6999	9.1985	14.2014	medium	
A13b2b	complete	18	1.5	0.271163	3895.3	2503.3	5299.9	3.8953	2.5033	5.2999	medium	
A13b2b	synonymous	18	0.444444	0.145122	3498.7	1259.6	5737.8	3.4987	1.2596	5.7378	medium	
A13b2b	hvsi_full	18	0.111111	0.076222	1853.0	-638.4	4344.4	1.853	-0.6384	4.3444	medium	negative_lower_ci
A13b2b	hvsi_trans	18	0.111111	0.076222	2093.9	-721.4	4909.2	2.0939	-0.7214	4.9092	medium	negative_lower_ci
A13b2b	hvsii	18	0.166667	0.090388	3731.3	-234.9	7697.6	3.7313	-0.2349	7.6976	medium	negative_lower_ci
A13b2b	control	18	1.277778	0.135414	11574.1	9170.0	13978.2	11.5741	9.1700	13.9782	medium	
A14	complete	172	5.156977	0.180171	13807.5	12825.7	14794.4	13.8075	12.8257	14.7944	high	
A14	synonymous	172	0.755814	0.061638	5949.8	4998.7	6900.8	5.9498	4.9987	6.9008	high	
A14	hvsi_full	172	0.575581	0.057728	9599.0	7712.0	11485.9	9.599	7.7120	11.4859	high	
A14	hvsi_trans	172	0.517442	0.052461	9751.2	7813.5	11688.9	9.7512	7.8135	11.6889	high	
A14	hvsii	172	1.052326	0.037121	23559.5	21930.6	25188.4	23.5595	21.9306	25.1884	high	
A14	control	172	2.77907	0.078144	25172.8	23785.5	26560.2	25.1728	23.7855	26.5602	high	
A14n	complete	147	3.210884	0.141951	8461.4	7710.1	9215.9	8.4614	7.7101	9.2159	high	
A14n	synonymous	147	0.721088	0.065317	5676.4	4668.6	6684.2	5.6764	4.6686	6.6842	high	
A14n	hvsi_full	147	0.557823	0.061152	9302.8	7303.9	11301.7	9.3028	7.3039	11.3017	high	
A14n	hvsi_trans	147	0.503401	0.058221	9486.6	7336.2	11637.0	9.4866	7.3362	11.6370	high	
A14n	hvsii	147	0.176871	0.035731	3959.8	2391.9	5527.7	3.9598	2.3919	5.5277	high	
A14n	control	147	1.904762	0.078622	17253.3	15857.5	18649.2	17.2533	15.8575	18.6492	high	
A14n'o	complete	161	4.099379	0.135134	10882.6	10157.3	11610.7	10.8826	10.1573	11.6107	high	
A14n'o	synonymous	161	0.708075	0.061452	5574.0	4625.8	6522.1	5.574	4.6258	6.5221	high	
A14n'o	hvsi_full	161	0.546584	0.05707	9115.4	7249.9	10980.8	9.1154	7.2499	10.9808	high	
A14n'o	hvsi_trans	161	0.496894	0.054405	9364.0	7354.4	11373.5	9.364	7.3544	11.3735	high	
A14n'o	hvsii	161	1.055901	0.03764	23639.5	21987.8	25291.2	23.6395	21.9878	25.2912	high	
A14n'o	control	161	2.763975	0.078076	25036.1	23649.9	26422.2	25.0361	23.6499	26.4222	high	
A14n1	complete	18	1.5	0.354707	3895.3	2077.1	5735.2	3.8953	2.0771	5.7352	medium	
A14n1	synonymous	18	0.277778	0.108632	2186.7	510.6	3862.8	2.1867	0.5106	3.8628	medium	
A14n1	hvsi_full	18	0.166667	0.090388	2779.5	-175.0	5734.0	2.7795	-0.1750	5.7340	medium	negative_lower_ci
A14n1	hvsi_trans	18	0.166667	0.090388	3140.8	-197.7	6479.4	3.1408	-0.1977	6.4794	medium	negative_lower_ci
A14n1	hvsii	18	0.277778	0.135414	6218.9	276.9	12160.9	6.2189	0.2769	12.1609	medium	
A14n1	control	18	1.5	0.145746	13587.0	10999.5	16174.5	13.587	10.9995	16.1745	medium	
A14n1a	complete	3	2.333333	0.333333	6103.3	4369.6	7855.7	6.1033	4.3696	7.8557	low	ci_exceeds_ancestor
A14n1a	synonymous	3	1.0	0.0	7872.0	7872.0	7872.0	7.872	7.8720	7.8720	low	ci_exceeds_ancestor
A14n1a	hvsi_full	3	0.333333	0.333333	5559.0	-5336.6	16454.6	5.559	-5.3366	16.4546	low	negative_lower_ci;ci_exceeds_ancestor
A14n1a	hvsi_trans	3	0.333333	0.333333	6281.7	-6030.4	18593.7	6.2817	-6.0304	18.5937	low	negative_lower_ci;ci_exceeds_ancestor
A14n1a	hvsii	3	0.333333	0.333333	7462.7	-7164.2	22089.5	7.4627	-7.1642	22.0895	low	negative_lower_ci;ci_exceeds_ancestor
A14n1a	control	3	2.0	0.0	18116.0	18116.0	18116.0	18.116	18.1160	18.1160	low	ci_exceeds_ancestor
A14n2	complete	20	2.0	0.429198	5216.4	3000.1	7464.0	5.2164	3.0001	7.4640	medium	
A14n2	synonymous	20	0.4	0.11239	3148.8	1414.7	4882.9	3.1488	1.4147	4.8829	medium	
A14n2	hvsi_full	20	0.6	0.133771	10006.2	5633.6	14378.8	10.0062	5.6336	14.3788	medium	
A14n2	hvsi_trans	20	0.55	0.114133	10364.8	6149.1	14580.4	10.3648	6.1491	14.5804	medium	
A14n2	hvsii	20	0.2	0.11698	4477.6	-655.5	9610.7	4.4776	-0.6555	9.6107	medium	negative_lower_ci
A14n2	control	20	1.8	0.171679	16304.4	13256.5	19352.3	16.3044	13.2565	19.3523	medium	
A14n3	complete	0							NA	NA	no_ci	no_descendants
A14n3	synonymous	0							NA	NA	no_ci	no_descendants
A14n3	hvsi_full	0							NA	NA	no_ci	no_descendants
A14n3	hvsi_trans	0							NA	NA	no_ci	no_descendants
A14n3	hvsii	0							NA	NA	no_ci	no_descendants
A14n3	control	0							NA	NA	no_ci	no_descendants
A14n4	complete	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
A14n4	synonymous	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
A14n4	hvsi_full	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
A14n4	hvsi_trans	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
A14n4	hvsii	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
A14n4	control	2	1.0	0.0	9058.0	9058.0	9058.0	9.058	9.0580	9.0580	very_low	
A14n5	complete	7	3.857143	0.553283	10219.1	7279.8	13208.1	10.2191	7.2798	13.2081	low	ci_exceeds_ancestor
A14n5	synonymous	7	0.428571	0.202031	3373.7	256.6	6490.9	3.3737	0.2566	6.4909	low	ci_exceeds_ancestor
A14n5	hvsi_full	7	1.571429	0.202031	26206.7	19603.0	32810.5	26.2067	19.6030	32.8105	low	ci_exceeds_ancestor
A14n5	hvsi_trans	7	1.571429	0.202031	29613.6	22151.3	37075.8	29.6136	22.1513	37.0758	low	ci_exceeds_ancestor
A14n5	hvsii	7	0.285714	0.285714	6396.6	-6140.7	18933.9	6.3966	-6.1407	18.9339	low	negative_lower_ci;ci_exceeds_ancestor
A14n5	control	7	3.0	0.218218	27174.0	23299.8	31048.2	27.174	23.2998	31.0482	low	ci_exceeds_ancestor
A14n6	complete	12	1.0	0.0	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	medium	
A14n6	synonymous	12	0.75	0.130558	5904.0	3889.6	7918.4	5.904	3.8896	7.9184	medium	
A14n6	hvsi_full	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	medium	
A14n6	hvsi_trans	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	medium	
A14n6	hvsii	12	0.083333	0.083333	1865.7	-1791.0	5522.4	1.8657	-1.7910	5.5224	medium	negative_lower_ci
A14n6	control	12	1.083333	0.083333	9812.8	8333.4	11292.3	9.8128	8.3334	11.2923	medium	
A14n6a	complete	0							NA	NA	no_ci	no_descendants
A14n6a	synonymous	0							NA	NA	no_ci	no_descendants
A14n6a	hvsi_full	0							NA	NA	no_ci	no_descendants
A14n6a	hvsi_trans	0							NA	NA	no_ci	no_descendants
A14n6a	hvsii	0							NA	NA	no_ci	no_descendants
A14n6a	control	0							NA	NA	no_ci	no_descendants
A14o	complete	1	0.0		0.0			0.0	NA	NA	no_ci	
A14o	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
A14o	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
A14o	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
A14o	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
A14o	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
A14p	complete	1	3.0		7891.7			7.8917	NA	NA	no_ci	
A14p	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
A14p	hvsi_full	1	1.0		16677.0			16.677	NA	NA	no_ci	
A14p	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
A14p	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
A14p	control	1	2.0		18116.0			18.116	NA	NA	no_ci	
A14p1	complete	0							NA	NA	no_ci	no_descendants
A14p1	synonymous	0							NA	NA	no_ci	no_descendants
A14p1	hvsi_full	0							NA	NA	no_ci	no_descendants
A14p1	hvsi_trans	0							NA	NA	no_ci	no_descendants
A14p1	hvsii	0							NA	NA	no_ci	no_descendants
A14p1	control	0							NA	NA	no_ci	no_descendants
A15	complete	364	5.656593	0.094664	15205.2	14685.0	15726.8	15.2052	14.6850	15.7268	high	
A15	synonymous	364	1.274725	0.059037	10034.6	9123.7	10945.5	10.0346	9.1237	10.9455	high	
A15	hvsi_full	364	0.82967	0.05302	13836.4	12103.4	15569.5	13.8364	12.1034	15.5695	high	
A15	hvsi_trans	364	0.788462	0.05018	14858.6	13005.1	16712.0	14.8586	13.0051	16.7120	high	
A15	hvsii	364	1.041209	0.044049	23310.6	21377.7	25243.5	23.3106	21.3777	25.2435	high	
A15	control	364	2.873626	0.075048	26029.3	24696.9	27361.7	26.0293	24.6969	27.3617	high	
A15a	complete	191	3.979058	0.142983	10552.7	9786.9	11321.9	10.5527	9.7869	11.3219	high	
A15a	synonymous	191	0.664921	0.058113	5234.3	4337.6	6130.9	5.2343	4.3376	6.1309	high	
A15a	hvsi_full	191	0.926702	0.081825	15454.6	12780.0	18129.2	15.4546	12.7800	18.1292	high	
A15a	hvsi_trans	191	0.848168	0.075452	15983.7	13196.8	18770.6	15.9837	13.1968	18.7706	high	
A15a	hvsii	191	0.633508	0.04934	14183.0	12017.9	16348.0	14.183	12.0179	16.3480	high	
A15a	control	191	2.539267	0.102256	23000.7	21185.3	24816.1	23.0007	21.1853	24.8161	high	
A15a'e	complete	252	5.027778	0.119998	13447.7	12794.5	14103.2	13.4477	12.7945	14.1032	high	
A15a'e	synonymous	252	0.924603	0.062814	7278.5	6309.3	8247.6	7.2785	6.3093	8.2476	high	
A15a'e	hvsi_full	252	0.992063	0.066769	16544.6	14362.2	18727.1	16.5446	14.3622	18.7271	high	
A15a'e	hvsi_trans	252	0.93254	0.062598	17573.7	15261.6	19885.8	17.5737	15.2616	19.8858	high	
A15a'e	hvsii	252	0.539683	0.042193	12082.4	10231.0	13933.9	12.0824	10.2310	13.9339	high	
A15a'e	control	252	2.519841	0.081961	22824.7	21369.6	24279.8	22.8247	21.3696	24.2798	high	
A15a6	complete	14	2.785714	0.493681	7314.7	4734.5	9935.6	7.3147	4.7345	9.9356	medium	
A15a6	synonymous	14	1.285714	0.369564	10121.1	4419.1	15823.2	10.1211	4.4191	15.8232	medium	
A15a6	hvsi_full	14	0.214286	0.113804	3573.6	-146.3	7293.5	3.5736	-0.1463	7.2935	medium	negative_lower_ci
A15a6	hvsi_trans	14	0.214286	0.113804	4038.2	-165.3	8241.7	4.0382	-0.1653	8.2417	medium	negative_lower_ci
A15a6	hvsii	14	0.428571	0.172706	9594.9	2016.4	17173.3	9.5949	2.0164	17.1733	medium	
A15a6	control	14	1.714286	0.220603	15528.0	11611.5	19444.5	15.528	11.6115	19.4445	medium	
A15a6^	complete	49	3.612245	0.245393	9551.0	8246.1	10865.6	9.551	8.2461	10.8656	medium	
A15a6^	synonymous	49	0.714286	0.142857	5622.9	3418.7	7827.0	5.6229	3.4187	7.8270	medium	
A15a6^	hvsi_full	49	0.77551	0.113933	12933.2	9209.1	16657.3	12.9332	9.2091	16.6573	medium	
A15a6^	hvsi_trans	49	0.77551	0.113933	14614.5	10406.2	18822.7	14.6145	10.4062	18.8227	medium	
A15a6^	hvsii	49	0.346939	0.074636	7767.3	4492.2	11042.3	7.7673	4.4922	11.0423	medium	
A15a6^	control	49	2.081633	0.148223	18855.4	16223.9	21486.9	18.8554	16.2239	21.4869	medium	
A15b	complete	7	4.142857	0.857143	11001.9	6449.2	15672.5	11.0019	6.4492	15.6725	low	
A15b	synonymous	7	0.428571	0.297381	3373.7	-1214.6	7962.0	3.3737	-1.2146	7.9620	low	negative_lower_ci
A15b	hvsi_full	7	1.0	0.308607	16677.0	6589.6	26764.4	16.677	6.5896	26.7644	low	
A15b	hvsi_trans	7	1.0	0.308607	18845.0	7446.2	30243.8	18.845	7.4462	30.2438	low	
A15b	hvsii	7	1.142857	0.404061	25586.3	7855.9	43316.7	25.5863	7.8559	43.3167	low	
A15b	control	7	3.285714	0.714286	29762.0	17080.8	42443.2	29.762	17.0808	42.4432	low	
A15b1	complete	1	1.0		2585.4			2.5854	NA	NA	no_ci	
A15b1	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
A15b1	hvsi_full	1	1.0		16677.0			16.677	NA	NA	no_ci	
A15b1	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
A15b1	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
A15b1	control	1	2.0		18116.0			18.116	NA	NA	no_ci	
A15b2	complete	1	1.0		2585.4			2.5854	NA	NA	no_ci	
A15b2	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
A15b2	hvsi_full	1	1.0		16677.0			16.677	NA	NA	no_ci	
A15b2	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
A15b2	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
A15b2	control	1	2.0		18116.0			18.116	NA	NA	no_ci	
A15c	complete	99	4.141414	0.138468	10997.9	10254.3	11744.6	10.9979	10.2543	11.7446	high	
A15c	synonymous	99	1.161616	0.092723	9144.2	7713.6	10574.9	9.1442	7.7136	10.5749	high	
A15c	hvsi_full	99	0.353535	0.067821	5895.9	3679.0	8112.8	5.8959	3.6790	8.1128	high	
A15c	hvsi_trans	99	0.353535	0.067821	6662.4	4157.3	9167.4	6.6624	4.1573	9.1674	high	
A15c	hvsii	99	0.353535	0.05799	7914.9	5370.3	10459.6	7.9149	5.3703	10.4596	high	
A15c	control	99	1.737374	0.107045	15737.1	13836.7	17637.6	15.7371	13.8367	17.6376	high	
A15c1	complete	49	0.510204	0.092777	1313.3	843.9	1784.3	1.3133	0.8439	1.7843	medium	
A15c1	synonymous	49	0.081633	0.03952	642.6	32.8	1252.4	0.6426	0.0328	1.2524	medium	
A15c1	hvsi_full	49	0.102041	0.043691	1701.7	273.6	3129.9	1.7017	0.2736	3.1299	medium	
A15c1	hvsi_trans	49	0.102041	0.043691	1923.0	309.2	3536.7	1.923	0.3092	3.5367	medium	
A15c1	hvsii	49	0.020408	0.020408	456.9	-438.6	1352.4	0.4569	-0.4386	1.3524	medium	negative_lower_ci
A15c1	control	49	1.102041	0.052529	9982.3	9049.7	10914.9	9.9823	9.0497	10.9149	medium	
A15c1'3	complete	66	2.636364	0.111436	6913.8	6329.2	7500.4	6.9138	6.3292	7.5004	high	
A15c1'3	synonymous	66	0.363636	0.102728	2862.5	1277.5	4447.6	2.8625	1.2775	4.4476	high	
A15c1'3	hvsi_full	66	0.151515	0.044473	2526.8	1073.1	3980.5	2.5268	1.0731	3.9805	high	
A15c1'3	hvsi_trans	66	0.151515	0.044473	2855.3	1212.7	4498.0	2.8553	1.2127	4.4980	high	
A15c1'3	hvsii	66	0.212121	0.059191	4749.0	2151.6	7346.3	4.749	2.1516	7.3463	high	
A15c1'3	control	66	1.348485	0.082197	12214.6	10755.3	13673.9	12.2146	10.7553	13.6739	high	
A15c1+16311	complete	0							NA	NA	no_ci	no_descendants
A15c1+16311	synonymous	0							NA	NA	no_ci	no_descendants
A15c1+16311	hvsi_full	0							NA	NA	no_ci	no_descendants
A15c1+16311	hvsi_trans	0							NA	NA	no_ci	no_descendants
A15c1+16311	hvsii	0							NA	NA	no_ci	no_descendants
A15c1+16311	control	0							NA	NA	no_ci	no_descendants
A15c1^	complete	50	1.48	0.095789	3842.7	3349.7	4337.3	3.8427	3.3497	4.3373	high	
A15c1^	synonymous	50	0.08	0.038756	629.8	31.8	1227.7	0.6298	0.0318	1.2277	high	
A15c1^	hvsi_full	50	0.1	0.042857	1667.7	266.8	3068.6	1.6677	0.2668	3.0686	high	
A15c1^	hvsi_trans	50	0.1	0.042857	1884.5	301.5	3467.5	1.8845	0.3015	3.4675	high	
A15c1^	hvsii	50	0.02	0.02	447.8	-429.8	1325.4	0.4478	-0.4298	1.3254	high	negative_lower_ci
A15c1^	control	50	1.1	0.051508	9963.8	9049.3	10878.3	9.9638	9.0493	10.8783	high	
A15c1c	complete	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A15c1c	synonymous	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A15c1c	hvsi_full	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A15c1c	hvsi_trans	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A15c1c	hvsii	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A15c1c	control	3	0.666667	0.333333	6038.7	120.8	11956.6	6.0387	0.1208	11.9566	low	
A15c2	complete	2	4.0	0.0	10610.1	10610.1	10610.1	10.6101	10.6101	10.6101	very_low	ci_exceeds_ancestor
A15c2	synonymous	2	0.5	0.5	3936.0	-3778.6	11650.6	3.936	-3.7786	11.6506	very_low	negative_lower_ci;ci_exceeds_ancestor
A15c2	hvsi_full	2	2.0	0.0	33354.0	33354.0	33354.0	33.354	33.3540	33.3540	very_low	ci_exceeds_ancestor
A15c2	hvsi_trans	2	2.0	0.0	37690.0	37690.0	37690.0	37.69	37.6900	37.6900	very_low	ci_exceeds_ancestor
A15c2	hvsii	2	1.0	0.0	22388.0	22388.0	22388.0	22.388	22.3880	22.3880	very_low	ci_exceeds_ancestor
A15c2	control	2	4.0	0.0	36232.0	36232.0	36232.0	36.232	36.2320	36.2320	very_low	ci_exceeds_ancestor
A15c3	complete	9	1.777778	0.464811	4627.9	2238.3	7054.5	4.6279	2.2383	7.0545	low	
A15c3	synonymous	9	0.444444	0.242161	3498.7	-237.7	7235.0	3.4987	-0.2377	7.2350	low	negative_lower_ci
A15c3	hvsi_full	9	0.333333	0.166667	5559.0	111.2	11006.8	5.559	0.1112	11.0068	low	
A15c3	hvsi_trans	9	0.333333	0.166667	6281.7	125.6	12437.7	6.2817	0.1256	12.4377	low	
A15c3	hvsii	9	0.222222	0.146986	4975.1	-1474.7	11424.9	4.9751	-1.4747	11.4249	low	negative_lower_ci
A15c3	control	9	1.555556	0.175682	14090.2	10971.2	17209.2	14.0902	10.9712	17.2092	low	
A15c4	complete	4	1.75	0.629153	4554.4	1330.5	7846.2	4.5544	1.3305	7.8462	low	
A15c4	synonymous	4	1.0	0.707107	7872.0	-3038.0	18782.0	7.872	-3.0380	18.7820	low	negative_lower_ci
A15c4	hvsi_full	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A15c4	hvsi_trans	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A15c4	hvsii	4	0.25	0.25	5597.0	-5373.1	16567.1	5.597	-5.3731	16.5671	low	negative_lower_ci
A15c4	control	4	1.5	0.288675	13587.0	8462.0	18712.0	13.587	8.4620	18.7120	low	
A15e	complete	5	5.4	1.16619	14486.1	8200.1	20982.9	14.4861	8.2001	20.9829	low	ci_exceeds_ancestor
A15e	synonymous	5	2.2	0.583095	17318.4	8321.8	26315.0	17.3184	8.3218	26.3150	low	ci_exceeds_ancestor
A15e	hvsi_full	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	ci_exceeds_ancestor
A15e	hvsi_trans	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	ci_exceeds_ancestor
A15e	hvsii	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	ci_exceeds_ancestor
A15e	control	5	1.8	0.2	16304.4	12753.7	19855.1	16.3044	12.7537	19.8551	low	ci_exceeds_ancestor
A16	complete	7	1.428571	0.528121	3707.5	1011.7	6451.4	3.7075	1.0117	6.4514	low	
A16	synonymous	7	0.714286	0.285714	5622.9	1214.5	10031.2	5.6229	1.2145	10.0312	low	
A16	hvsi_full	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A16	hvsi_trans	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	low	
A16	hvsii	7	0.285714	0.184428	6396.6	-1696.2	14489.4	6.3966	-1.6962	14.4894	low	negative_lower_ci
A16	control	7	1.428571	0.297381	12940.0	7660.4	18219.6	12.94	7.6604	18.2196	low	
A16b	complete	1	1.0		2585.4			2.5854	NA	NA	no_ci	
A16b	synonymous	1	1.0		7872.0			7.872	NA	NA	no_ci	
A16b	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
A16b	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
A16b	hvsii	1	0.0		0.0			0.0	NA	NA	no_ci	
A16b	control	1	1.0		9058.0			9.058	NA	NA	no_ci	
A17	complete	116	4.741379	0.185744	12652.6	11646.8	13663.9	12.6526	11.6468	13.6639	high	
A17	synonymous	116	0.922414	0.081359	7261.2	6005.9	8516.5	7.2612	6.0059	8.5165	high	
A17	hvsi_full	116	1.637931	0.107022	27315.8	23817.5	30814.0	27.3158	23.8175	30.8140	high	
A17	hvsi_trans	116	1.387931	0.109361	26155.6	22116.2	30194.9	26.1556	22.1162	30.1949	high	
A17	hvsii	116	0.422414	0.057628	9457.0	6928.3	11985.7	9.457	6.9283	11.9857	high	
A17	control	116	2.844828	0.104332	25768.4	23916.2	27620.7	25.7684	23.9162	27.6207	high	
A17b	complete	24	2.875	0.29063	7554.9	6028.7	9095.1	7.5549	6.0287	9.0951	medium	
A17b	synonymous	24	0.708333	0.153216	5576.0	3212.0	7940.0	5.576	3.2120	7.9400	medium	
A17b	hvsi_full	24	0.916667	0.179741	15287.2	9412.1	21162.4	15.2873	9.4121	21.1624	medium	
A17b	hvsi_trans	24	0.791667	0.134315	14919.0	9957.9	19880.0	14.919	9.9579	19.8800	medium	
A17b	hvsii	24	0.25	0.108514	5597.0	835.3	10358.7	5.597	0.8353	10.3587	medium	
A17b	control	24	1.666667	0.280183	15096.7	10122.4	20070.9	15.0967	10.1224	20.0709	medium	
A17b2	complete	6	1.5	0.5	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	low	
A17b2	synonymous	6	0.833333	0.307318	6560.0	1818.4	11301.6	6.56	1.8184	11.3016	low	
A17b2	hvsi_full	6	0.166667	0.166667	2779.5	-2668.3	8227.3	2.7795	-2.6683	8.2273	low	negative_lower_ci
A17b2	hvsi_trans	6	0.166667	0.166667	3140.8	-3015.2	9296.9	3.1408	-3.0152	9.2969	low	negative_lower_ci
A17b2	hvsii	6	0.166667	0.166667	3731.3	-3582.1	11044.7	3.7313	-3.5821	11.0447	low	negative_lower_ci
A17b2	control	6	0.5	0.341565	4529.0	-1535.0	10593.0	4.529	-1.5350	10.5930	low	negative_lower_ci
A17b2c	complete	0							NA	NA	no_ci	no_descendants
A17b2c	synonymous	0							NA	NA	no_ci	no_descendants
A17b2c	hvsi_full	0							NA	NA	no_ci	no_descendants
A17b2c	hvsi_trans	0							NA	NA	no_ci	no_descendants
A17b2c	hvsii	0							NA	NA	no_ci	no_descendants
A17b2c	control	0							NA	NA	no_ci	no_descendants
A17b6	complete	0							NA	NA	no_ci	no_descendants
A17b6	synonymous	0							NA	NA	no_ci	no_descendants
A17b6	hvsi_full	0							NA	NA	no_ci	no_descendants
A17b6	hvsi_trans	0							NA	NA	no_ci	no_descendants
A17b6	hvsii	0							NA	NA	no_ci	no_descendants
A17b6	control	0							NA	NA	no_ci	no_descendants
A17b7	complete	2	1.0	0.0	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	very_low	
A17b7	synonymous	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
A17b7	hvsi_full	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
A17b7	hvsi_trans	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
A17b7	hvsii	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
A17b7	control	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
A17c	complete	24	5.541667	0.442241	14882.8	12468.5	17327.3	14.8828	12.4685	17.3273	low	ci_exceeds_ancestor
